practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference
M85053,12,12,12,80514.0,6709.5,0.6980543591266894,3902.0,1957.0,1945.0,0.0,48.46362123357429,0.5015376729882112,0.49846232701178883,0.0,0.0,4.113842117367662,36254,32400,2987,867,25695,9608,581,354,16,0,18439,3569,9876,4023,239,102,6,347,0,0,450.28193854484937,0.08239090858939703,0.7087493793788272,0.26501903238263363,0.508605946929994,0.09844430959342418,0.27241132013019254,0.37085562972361674,0.11096706570309484,0.8794615766536107,0.009571357643294533,30.87241504377042,0,0,0
M85055,12,12,12,81640.0,6803.333333333333,1.6941789748045177,14020.0,12420.0,1600.0,0.0,171.7295443410093,0.8858773181169758,0.11412268188302425,0.0,0.0,25.638812123941218,33668,24461,1562,7645,14782,17930,863,91,2,0,18082,1827,7464,4201,1250,434,409,2093,1,0,412.3958843704067,0.046394202209813475,0.43905191873589167,0.5325531662112392,0.5370678388974695,0.05426517761672805,0.22169419032909587,0.27595936794582393,0.12477723654508732,0.8130272068432933,0.06216585481763098,59.088934516522755,0,0,0
M85056,12,12,12,87026.0,7252.166666666667,1.0563863355741527,16077.0,13128.0,2949.0,0.0,184.73789442235653,0.8165702556447099,0.18342974435529016,0.0,0.0,33.32678445419951,34299,31023,2332,944,21570,12564,0,0,165,0,14369,3327,8148,5018,2675,510,246,3431,6,0,394.1235952473973,0.06799032041750488,0.628881308492959,0.366308055628444,0.4189334966033995,0.09699991253389312,0.23755794629581037,0.33455785882970346,0.1463016414472725,0.753491355433103,0.10003207090585732,61.18530060070864,0,0,0
M85058,12,12,12,189555.0,15796.25,0.9512179445979818,7718.0,0.0,1.0,7717.0,40.71641476088734,0.0,0.0001295672454003628,0.9998704327545996,0.0,27.708003203551467,77457,59439,4010,14008,41395,11969,20721,3231,141,0,44544,7186,12428,6039,3611,2460,1173,7244,16,0,408.62546490464507,0.05177065984998128,0.534425552241889,0.15452444582155261,0.5750803671714628,0.09277405528228566,0.1604503143679719,0.2532243696502576,0.0779658391107324,0.8283047368217205,0.09352285784370683,36.993244795237295,0,0,0
M85060,12,12,12,189523.0,15793.583333333334,0.6564690885914595,58045.0,50045.0,8000.0,0.0,306.26889612342563,0.8621758980101645,0.13782410198983547,0.0,0.0,45.53932943024337,89252,74533,5367,9352,72971,12642,158,1221,2260,0,41608,4453,16796,11312,5770,4167,5131,15068,15,0,470.9296496995088,0.06013310626092413,0.8175839196880742,0.1416438847308744,0.46618563169452787,0.04989243938511182,0.18818625913144804,0.23807869851655986,0.1267422578765742,0.7042643302110877,0.16882534845157532,53.013415557255854,0,0,0
M85061,12,12,12,146907.0,12242.25,0.5444196980945311,25954.0,0.0,0.0,25954.0,176.66959368852403,0.0,0.0,1.0,0.0,74.43020415014554,117787,107835,6227,3725,71582,7908,35983,893,1421,0,47062,27906,28900,8487,2732,1347,1351,5430,2,0,801.7793570081752,0.05286661516126567,0.6077241121685755,0.0671381391834413,0.39955173321334275,0.23691918462988276,0.24535814648475637,0.4822773311146391,0.07205379201439888,0.8818290643279819,0.04610016385509436,79.37247884908174,0,0,0
M85062,12,12,12,59078.0,4923.166666666667,0.3858651502843217,7030.0,5663.0,1367.0,0.0,118.99522664951421,0.805547652916074,0.19445234708392603,0.0,0.0,14.982665309891358,37212,34569,1196,1447,30978,855,4395,259,725,0,24919,1283,1870,1589,1384,1888,4274,7546,5,0,629.8791428281255,0.03214016983768677,0.8324733956788133,0.022976459206707513,0.6696495754057831,0.03447812533591314,0.050252606686015264,0.0847307320219284,0.0427012791572611,0.7543803074277114,0.20278404815650866,57.615996641866744,0,0,0
M85063,12,12,12,680923.0,56743.583333333336,0.4485901452577613,23130.0,6.0,1.0,23123.0,33.968598505264175,0.00025940337224383917,4.32338953739732e-05,0.9996973627323822,0.0,22.58323981141748,417963,365535,25742,26686,259551,14393,130246,2910,10863,0,241163,22859,57068,44451,29314,14194,8497,52005,417,0,613.8183025099754,0.06158918373157433,0.62099037474609,0.03443606252228068,0.5769960498895835,0.05469144397949101,0.13653840172455456,0.19122984570404555,0.1063515191536093,0.7682258955936291,0.12442488928445819,53.7471972263806,0,0,0
M85066,12,12,12,88040.0,7336.666666666667,0.5601858177346631,12658.0,11007.0,1651.0,0.0,143.77555656519763,0.8695686522357402,0.13043134776425977,0.0,0.0,31.08412397194061,43120,39955,2406,759,32051,10645,0,40,384,0,22093,7198,9173,2383,892,683,693,2268,5,0,489.777373920945,0.05579777365491651,0.7432977736549166,0.2468692022263451,0.512360853432282,0.1669294990723562,0.21273191094619667,0.3796614100185529,0.055264378478664195,0.8920222634508349,0.052597402597402594,47.4895104499876,0,0,0
M85070,12,12,12,165198.0,13766.5,0.68209854147014,1325.0,666.0,659.0,0.0,8.020678216443299,0.5026415094339622,0.49735849056603776,0.0,0.0,1.2990402956807905,72924,65893,5493,1538,45248,27525,0,151,0,0,36458,6370,13695,8509,3249,1765,2869,7883,9,0,441.43391566483854,0.07532499588612802,0.6204815972793594,0.37744775382590096,0.4999451483736493,0.08735121496352367,0.18779825571828204,0.27514947068180573,0.11668312215457188,0.775094619055455,0.108098842630684,38.237936759926086,0,0,0
M85071,12,12,12,94151.0,7845.916666666667,0.39465308720560155,3191.0,2476.0,715.0,0.0,33.8923643933681,0.7759323096208085,0.22406769037919147,0.0,0.0,8.283586232704932,50409,45000,3173,2236,35031,14174,6,676,522,0,18715,3726,13646,9014,3236,1272,799,5307,1,0,535.4058905375408,0.062945109008312,0.6949354281973457,0.2811799480251542,0.37126306810291815,0.07391537225495447,0.27070562796326053,0.344621000218215,0.17881727469301117,0.7158840683211332,0.10527881925846574,62.67940143401549,0,0,0
M85074,12,12,12,94969.0,7914.083333333333,0.6455696202531646,29283.0,19928.0,9355.0,0.0,308.34272236203395,0.6805313663217567,0.31946863367824335,0.0,0.0,16.834361175899776,39406,32923,3359,3124,25626,11830,0,359,1591,0,11312,3713,8864,8695,2927,2370,1525,6822,0,0,414.93539997262263,0.08524082627011115,0.6503070598386033,0.3002080901385576,0.2870628838247983,0.09422422981271887,0.22494036441151094,0.3191645942242298,0.22065167740953154,0.6062274780490281,0.1731208445414404,56.85177763379418,0,0,0
M85076,12,12,12,130527.0,10877.25,0.7899628252788103,867.0,492.0,375.0,0.0,6.642303891148957,0.5674740484429066,0.43252595155709345,0.0,0.0,2.0869706829766246,42478,37544,2218,2716,27466,11468,1895,679,970,0,19285,3079,8359,5202,3005,2533,1014,6552,1,0,325.4345844154849,0.05221526437214558,0.6465935307688686,0.2699750459061161,0.45399971750082396,0.07248458025330759,0.19678421771269833,0.2692687979660059,0.1224633928151043,0.7232685154668299,0.15424455012006216,51.17346582825398,0,0,0
M85077,12,12,12,114143.0,9511.916666666666,0.4443974182626177,26884.0,25470.0,1414.0,0.0,235.52911698483481,0.9474036601696176,0.05259633983038239,0.0,0.0,26.666091896836633,54089,48886,3300,1903,35327,17316,0,962,484,0,20862,3606,12196,10369,3585,1578,1871,7034,22,0,473.8704957816073,0.06101055667510954,0.6531272532307862,0.3201390301170293,0.38569764647155613,0.06666789920316515,0.225480227033223,0.2921481262363882,0.1917025642921851,0.6778457727079443,0.13004492595536984,60.549302405942406,0,0,0
M85078,12,12,12,127618.0,10634.833333333334,1.097980831860054,32997.0,27357.0,5640.0,0.0,258.560704602799,0.8290753704882262,0.17092462951177378,0.0,0.0,36.167708425617235,54747,41685,3831,9231,36804,11780,0,438,5725,0,26315,3243,9189,9695,3363,1501,1436,6300,5,0,428.9912081367832,0.06997643706504467,0.6722560140281659,0.21517160757667086,0.4806656072478857,0.05923612252726177,0.16784481341443366,0.22708093594169543,0.17708732898606316,0.7077465431895812,0.11507479861910241,47.553194053864196,0,0,0
M85079,12,12,12,129345.0,10778.75,0.3890690134321445,50717.0,38225.0,12251.0,241.0,392.1063821562488,0.7536920559181339,0.24155608573062287,0.004751858351243173,0.0,28.374059077123796,76832,67510,4304,5018,62388,7388,5883,406,767,0,30120,5623,16904,9442,5618,6118,2998,14734,9,0,594.0082724496501,0.05601832569762599,0.8120054144106622,0.09615785089546022,0.3920241566014161,0.0731856518117451,0.2200124947938359,0.29319814660558097,0.12289150354019159,0.6852223032069971,0.19176905456059976,57.54718559181124,0,0,0
M85081,12,12,12,110835.0,9236.25,0.511759581881533,32037.0,24551.0,7486.0,0.0,289.0512924617675,0.766332677841246,0.23366732215875394,0.0,0.0,32.0193493364919,50001,44594,3741,1666,35824,12414,0,1762,1,0,18904,3154,8843,7534,6067,4133,1341,11541,25,0,451.13005819461364,0.0748185036299274,0.7164656706865863,0.24827503449931002,0.37807243855122896,0.0630787384252315,0.17685646287074258,0.23993520129597407,0.1506769864602708,0.6180076398472031,0.23081538369232615,52.5019545991504,0,0,0
M85082,12,12,12,66406.0,5533.833333333333,0.6318830113738942,559.0,393.0,166.0,0.0,8.417914043911695,0.7030411449016101,0.29695885509839,0.0,0.0,2.337706596339476,72434,55127,2039,15268,50319,7303,0,2,14810,0,39456,15272,10587,3261,1346,1055,1454,3855,3,0,1090.774929976207,0.028149763923019575,0.6946875776569015,0.10082281801364,0.544716569566778,0.21084021315956594,0.14616064279205898,0.3570008559516249,0.045020294336913604,0.901717425518403,0.05322086313057404,93.41193420798173,0,0,0
M85084,12,12,12,78669.0,6555.75,0.9191176470588236,606.0,258.0,348.0,0.0,7.7031613469092015,0.42574257425742573,0.5742574257425742,0.0,0.0,1.8871709355239465,37366,32966,3226,1174,24490,12318,81,383,94,0,20221,2010,5965,3435,3093,1466,1167,5726,9,0,474.97743710991625,0.0863351710110796,0.6554086602793984,0.32965797784081785,0.54116041320987,0.05379221752395225,0.1596371032489429,0.21342932077289514,0.0919284911416796,0.7545897339827651,0.15324091420007493,37.773711601842386,0,0,0
M85086,12,12,12,127754.0,10646.166666666666,0.34751573213111675,33891.0,26900.0,6991.0,0.0,265.28327880144656,0.7937210468856039,0.20627895311439615,0.0,0.0,22.94547353586118,52996,48663,3175,1158,42718,9261,0,989,28,0,13014,5888,13786,7724,5920,3533,3131,12584,0,0,414.8284985205943,0.0599101819005208,0.8060608347799834,0.17474903766321986,0.24556570307192996,0.11110272473394218,0.2601328402143558,0.37123556494829796,0.14574684881877878,0.6168012680202279,0.23745188316099328,46.76188154439251,0,0,0
M85087,12,12,12,134116.0,11176.333333333334,0.25964723789059,22456.0,17643.0,4813.0,0.0,167.4371439649259,0.7856697541859636,0.21433024581403634,0.0,0.0,39.201823787696895,62634,56301,4025,2308,47620,13115,302,408,1189,0,32829,1967,7293,7465,4678,3362,5035,13075,5,0,467.01362999194725,0.06426222179646837,0.7602899383721301,0.20939106555544912,0.5241402433183255,0.03140466839096976,0.11643835616438356,0.1478430245553533,0.119184468499537,0.6719832678736788,0.20875243477983205,62.044644030226316,0,0,0
M85088,12,12,12,211460.0,17621.666666666668,1.50819300334524,13281.0,2035.0,11246.0,0.0,62.80620448311738,0.15322641367366915,0.8467735863263308,0.0,0.0,5.046630628254175,73026,63880,6525,2621,42306,27170,2124,1405,21,0,20366,3907,13249,14389,14699,4271,2065,21035,80,0,345.34190863520286,0.08935173773724427,0.579327910607181,0.37205926656259414,0.2788869717634815,0.053501492619067184,0.18142853230356312,0.23493002492263032,0.19703941062087477,0.5138169966861118,0.2880480924602197,36.25644353434845,0,0,0
M85094,12,12,12,31420.0,2618.3333333333335,1.6178736517719567,71.0,52.0,19.0,0.0,2.259707192870783,0.7323943661971831,0.2676056338028169,0.0,0.0,1.5697179192482686,14199,11636,613,1950,5151,9037,0,11,0,0,11191,581,1470,513,157,138,145,440,4,0,451.90961171228514,0.04317205437002606,0.3627720261990281,0.6364532713571378,0.7881540953588281,0.040918374533417845,0.10352841749418973,0.14444679202760757,0.03612930488062539,0.9326008873864357,0.030988097753362913,55.30187355475761,0,0,0
M85097,12,12,12,26592.0,2216.0,0.8082622361921868,1839.0,1532.0,307.0,0.0,69.15613718411552,0.8330614464382817,0.16693855356171833,0.0,0.0,20.59065997268258,11858,11239,406,213,9818,2039,0,0,1,0,4610,1851,3177,1300,485,237,195,917,3,0,445.9235860409146,0.03423848878394333,0.8279642435486592,0.17195142519817844,0.3887670770787654,0.1560971496036431,0.26792039129701467,0.4240175409006578,0.1096306291111486,0.8127846179794231,0.07733175914994096,47.6028569062861,0,0,0
M85098,12,12,12,64731.0,5394.25,1.3592946362968406,88.0,45.0,43.0,0.0,1.3594722775795214,0.5113636363636364,0.48863636363636365,0.0,0.0,0.6529995156438865,31633,27876,2429,1328,25805,5557,0,84,187,0,6347,5570,15402,3168,718,336,87,1141,5,0,488.6839381440114,0.07678689975658332,0.815762020674612,0.17567097651187052,0.20064489615275188,0.1760819397464673,0.48689659532766416,0.6629785350741315,0.100148579015585,0.8636234312268833,0.03606992697499447,67.9220168848788,0,0,0
M85105,12,12,12,63362.0,5280.166666666667,1.2265235722499042,12302.0,8997.0,3305.0,0.0,194.15422492976862,0.7313444968297838,0.26865550317021625,0.0,0.0,40.04263393589245,39469,36405,1949,1115,16956,11447,10823,0,243,0,27330,3007,4999,2447,779,513,375,1667,19,0,622.9127868438496,0.04938052648914338,0.4296029795535737,0.2900250829765132,0.6924421698041501,0.07618637411639514,0.12665636322176899,0.20284273733816413,0.06199802376548684,0.8952849071423142,0.04223567863386455,84.61243334924703,0,0,0
M85107,12,12,12,45474.0,3789.5,1.0275824770146025,391.0,176.0,143.0,72.0,8.598319919074637,0.45012787723785164,0.3657289002557545,0.18414322250639387,0.0,2.1659311801961043,19545,17932,602,1011,11774,5659,1454,0,658,0,8344,1495,4984,2682,890,480,664,2034,6,0,429.80604301359017,0.03080071629572781,0.6024047070862113,0.2895369659759529,0.4269122537733436,0.07649015093374265,0.2550012790995139,0.33149143003325654,0.1372217958557176,0.7584036838066002,0.10406753645433615,38.98823365155601,0,0,0
M85108,12,12,12,72390.0,6032.5,0.7012856904324595,3061.0,1728.0,1333.0,0.0,42.28484597320072,0.5645213982358707,0.4354786017641294,0.0,0.0,6.324254801773332,55752,51456,2842,1454,23089,32146,13,494,10,0,38504,3394,7043,3965,1864,696,280,2840,6,0,770.1616245337754,0.05097574974888793,0.4141376094131152,0.5765891806571961,0.6906299325584733,0.060876739847897834,0.12632730664370784,0.18720404649160566,0.07111852489596786,0.8778339790500789,0.05093987659635529,56.39101174054349,0,0,0
M85110,12,12,12,120633.0,10052.75,0.6078118772419291,3871.0,0.0,0.0,3871.0,32.0890635232482,0.0,0.0,1.0,0.0,21.10235551087081,65969,57441,4973,3555,61381,2688,1044,0,856,0,34985,4284,9590,6906,5302,3035,1796,10133,71,0,546.8569960126997,0.07538389243432521,0.930452182085525,0.04074641119313617,0.5303248495505465,0.06493959283906077,0.14537131076717852,0.21031090360623927,0.10468553411450833,0.7406357531567858,0.15360244963543482,42.45102292353913,0,0,0
M85113,12,12,12,73699.0,6141.583333333333,0.40809663728370876,8162.0,616.0,400.0,7146.0,110.747771340181,0.07547169811320754,0.0490075961774075,0.875520705709385,0.0,22.31774405514851,36940,32911,2411,1618,28212,8010,1,249,468,0,15369,3938,9767,4830,1453,648,848,2949,87,0,501.22796781503143,0.06526800216567406,0.7637249593936113,0.21683811586356252,0.4160530590146183,0.10660530590146183,0.26440173253925287,0.3710070384407147,0.13075257173795343,0.787060097455333,0.0798321602598809,44.24246431434115,0,0,0
M85115,12,12,12,31826.0,2652.1666666666665,4.206418039895923,3311.0,937.0,2374.0,0.0,104.03443725256079,0.28299607369374813,0.7170039263062519,0.0,0.0,10.874761155960288,27589,23757,1614,2218,13237,10990,2507,141,714,0,13005,4120,5969,2302,997,547,642,2186,7,0,866.869854835669,0.05850157671535757,0.4797926709920621,0.39834716734930586,0.4713835224183551,0.14933487984341584,0.21635434412265758,0.3656892239660734,0.08343905179600565,0.8370727463844285,0.0792344775091522,111.59713967377233,0,0,0
M85116,12,12,12,100904.0,8408.666666666666,2.176484504376626,25554.0,19504.0,6050.0,0.0,253.25061444541348,0.7632464584800814,0.2367535415199186,0.0,0.0,35.11638999051298,81705,75597,4970,1138,47480,8852,24952,193,228,0,47855,8461,18300,4762,951,523,627,2101,226,0,809.7300404344724,0.060828590661526225,0.5811149868429105,0.10834098280398996,0.5857046692368888,0.10355547396120189,0.22397650082614284,0.32753197478734475,0.05828284682699957,0.9132366440242335,0.025714460559329293,56.67978951400323,0,0,0
M85117,12,12,12,71353.0,5946.083333333333,0.4354379500921119,15256.0,11976.0,3280.0,0.0,213.81021120345326,0.7850026219192449,0.2149973780807551,0.0,0.0,44.871753096342765,48405,45299,1466,1640,19889,9984,16177,939,1416,0,26911,2630,8056,5701,3173,1259,654,5086,21,0,678.3877342228077,0.03028612746617085,0.41088730503047205,0.20625968391695074,0.5559549633302345,0.054333230038219195,0.16642908790414213,0.2207623179423613,0.1177770891436835,0.7767172812725958,0.10507179010432807,83.11649414331936,0,0,0
M85118,12,12,12,36726.0,3060.5,0.888157894736842,213.0,120.0,93.0,0.0,5.799705930403529,0.5633802816901409,0.43661971830985913,0.0,0.0,1.8716415566138211,13785,12869,649,267,8818,4906,0,59,2,0,5088,645,3186,2952,1308,476,128,1912,2,0,375.347165495834,0.047080159593761335,0.6396808124773304,0.3558940877765687,0.3690968443960827,0.046789989118607184,0.23112078346028292,0.2779107725788901,0.21414581066376495,0.6470076169749728,0.13870148712368516,48.92032830307473,0,0,0
M85123,12,12,12,106690.0,8890.833333333334,0.7697532261716097,1191.0,495.0,696.0,0.0,11.163183053707002,0.4156171284634761,0.5843828715365239,0.0,0.0,5.437778823778119,46651,41529,4249,873,28605,16748,952,128,218,0,24425,6897,9266,3900,853,566,689,2108,55,0,437.2574749273596,0.09108057705086707,0.6131701356884097,0.3590062378084071,0.5235686266103621,0.14784248997877858,0.19862382371224627,0.3464663136910249,0.08359949411588176,0.8700349403013868,0.04518659835802019,48.76825316801913,0,0,0
M85124,12,12,12,153334.0,12777.833333333334,1.8969771745835904,11239.0,9458.0,1781.0,0.0,73.29750740214173,0.8415339443010944,0.1584660556989056,0.0,0.0,23.64432482487103,59488,48013,6383,5092,29061,17809,5431,897,6290,0,17335,4136,13328,10752,7379,3693,2844,13916,21,0,387.96353059334524,0.10729895104895106,0.48851869284561594,0.2993713017751479,0.2914033082302313,0.0695266272189349,0.2240451855836471,0.29357181280258204,0.18074233458848843,0.5849751210328133,0.23392953200645508,33.57901539456284,0,0,0
M85128,12,12,12,60879.0,5073.25,0.3729146221786065,512.0,400.0,112.0,0.0,8.410125002053253,0.78125,0.21875,0.0,0.0,4.725573120958115,23077,21275,1594,208,15404,7467,4,179,23,0,9737,1932,2708,3237,1489,1312,2661,5462,1,0,379.0633880319979,0.06907310308965636,0.6675044416518612,0.32356892143692856,0.4219352602157993,0.08371972093426355,0.11734627551241496,0.2010659964466785,0.14026953243489187,0.6230012566624777,0.23668587771374094,46.20179516424428,0,0,0
M85136,12,12,12,128317.0,10693.083333333334,0.5980190618575967,10083.0,7926.0,2157.0,0.0,78.57883211109986,0.7860755727462065,0.21392442725379351,0.0,0.0,19.2374534940302,72350,63073,5369,3908,41577,20875,7938,1656,304,0,31327,6597,19818,10327,2841,1045,393,4279,2,0,563.837994965593,0.07420870767104354,0.5746648237733242,0.2885279889426399,0.432992398064962,0.09118175535590878,0.27391845196959225,0.365100207325501,0.1427366966136835,0.798092605390463,0.059143054595715276,43.91341193075654,0,0,0
M85139,12,12,12,69035.0,5752.916666666667,0.6625980819529207,1536.0,1122.0,414.0,0.0,22.249583544578837,0.73046875,0.26953125,0.0,0.0,6.754666585850759,41774,37591,2978,1205,31809,5701,3436,0,828,0,23895,5859,8519,2439,428,292,272,992,70,0,605.1133483015861,0.0712883611815962,0.7614544932254512,0.1364724469765883,0.572006511227079,0.14025470388279793,0.20393067458227607,0.344185378465074,0.05838559869775459,0.916191889692153,0.02374682817063245,64.58275354832337,0,0,0
M85141,12,12,12,36822.0,3068.5,0.2938295788442703,2390.0,131.0,166.0,2093.0,64.9068491662593,0.05481171548117155,0.0694560669456067,0.8757322175732217,0.0,11.19784423902937,22944,20014,1483,1447,18111,4483,0,19,331,0,8795,2479,5043,2878,1831,931,983,3745,4,0,623.1057519960893,0.06463563458856346,0.7893566945606695,0.19538877266387727,0.38332461645746163,0.10804567642956764,0.2197960251046025,0.32784170153417014,0.12543584379358438,0.7111663179916318,0.16322350069735006,60.75263586060609,0,0,0
M85143,12,12,12,86970.0,7247.5,0.5589638718473074,25239.0,21212.0,4027.0,0.0,290.20351845463955,0.8404453425254567,0.15955465747454337,0.0,0.0,28.111359855089248,66749,60343,3140,3266,35854,5863,18228,521,6283,0,29926,5488,11804,8467,4295,3094,3416,10805,259,0,767.4945383465563,0.047041903249486886,0.5371466239194594,0.08783652189545911,0.4483363046637403,0.08221846020165097,0.17684160062323032,0.2590600608248813,0.12684834229726288,0.7073963654886215,0.1618750842709254,73.01335060646956,0,0,0
M85145,12,12,12,118971.0,9914.25,0.742301133513893,2308.0,1035.0,1273.0,0.0,19.39968563767641,0.44844020797227035,0.5515597920277296,0.0,0.0,3.330934549113209,49682,45340,2900,1442,41722,7944,16,0,0,0,30166,6061,6901,2983,1884,1112,548,3544,27,0,417.5975657933446,0.05837124109335373,0.839781007205829,0.15989694456744896,0.6071816754558995,0.1219958938851093,0.13890342578801176,0.2608993196731211,0.06004186626947385,0.8680809951290206,0.07133368221891229,32.94622643678445,0,0,0
M85146,12,12,12,79561.0,6630.083333333333,0.9726725335803612,552.0,256.0,296.0,0.0,6.938072673797463,0.463768115942029,0.5362318840579711,0.0,0.0,2.1518496688112894,44121,38817,4437,867,34542,9575,0,0,4,0,27377,4877,6396,3810,1169,282,208,1659,2,0,554.5556239866266,0.10056435710885972,0.7828925001699871,0.21701684005348926,0.6204981754719975,0.11053693252646132,0.14496498266131774,0.2555019151877791,0.08635343713877745,0.8760000906597766,0.0376011423131842,49.460271400117044,0,0,0
M85149,12,12,12,69730.0,5810.833333333333,1.3383665065202472,1672.0,741.0,931.0,0.0,23.978201634877383,0.4431818181818182,0.5568181818181818,0.0,0.0,4.158591338378409,47951,42213,2555,3183,44306,2150,1374,0,121,0,27499,7748,10268,1502,336,249,315,900,34,0,687.666714470099,0.053283560301140745,0.9239849012533629,0.04483743821818106,0.5734812621217493,0.1615816145648683,0.21413526308106193,0.3757168776459302,0.031323642885445556,0.9491981397676795,0.01876916018435486,58.47557073506227,0,0,0
M85153,12,12,12,48515.0,4042.9166666666665,0.9970089730807578,1257.0,307.0,950.0,0.0,25.909512521900442,0.24423229912490055,0.7557677008750995,0.0,0.0,10.120043121665711,19739,17242,1451,1046,14430,3080,1565,69,595,0,10434,1854,4462,2659,248,43,13,304,26,0,406.8638565392147,0.07350929631693602,0.7310400729520239,0.15603627336744516,0.5285982065960788,0.09392573078676732,0.22604995187192867,0.31997568265869597,0.13470793859871322,0.8485738892547748,0.015400982825877704,46.553822075558855,0,0,0
M85154,12,12,12,53841.0,4486.75,0.4012483281319661,1720.0,971.0,749.0,0.0,31.945914823275942,0.5645348837209302,0.43546511627906975,0.0,0.0,7.1395815724412595,18551,17375,864,312,11519,3926,3090,16,0,0,11126,1650,2960,1401,532,256,615,1403,11,0,344.5515499340651,0.04657430866260579,0.6209368767182362,0.21163279607568325,0.5997520349307315,0.08894399223761522,0.1595601315292976,0.24850412376691283,0.07552153522721147,0.8482561586976444,0.07562934612689343,30.502962251499262,0,0,0
M85155,12,12,12,80396.0,6699.666666666667,0.6557377049180327,6908.0,2869.0,4038.0,1.0,85.92467286929698,0.4153155761436016,0.5845396641574986,0.00014475969889982628,0.0,8.284921939947889,36995,34298,2373,324,27776,5635,3584,0,0,0,20972,2866,7513,3664,1084,472,422,1978,2,0,460.1597094382805,0.0641438032166509,0.7508041627246925,0.152317880794702,0.5668874172185431,0.07746992836869847,0.20308149749966212,0.28055142586836057,0.09904041086633329,0.8474388430869036,0.05346668468711988,50.45550440886136,0,0,0
M85156,12,12,12,118984.0,9915.333333333334,0.9306089419380943,19765.0,14617.0,5148.0,0.0,166.11477173401465,0.7395395901846699,0.26046040981533014,0.0,0.0,32.85928840233841,56527,49398,3015,4114,37867,15962,0,581,2117,0,24825,6336,12417,7526,3078,1558,770,5406,17,0,475.08068311705773,0.053337343216516,0.669892263873901,0.2823783324782847,0.43917066180763176,0.11208802872963362,0.2196649388787659,0.3317529676083995,0.13313991543863996,0.7709236294160313,0.09563571390662869,35.48287111518959,0,0,0
M85158,12,12,12,25845.0,2153.75,0.6032482598607889,35.0,12.0,23.0,0.0,1.3542271232346683,0.34285714285714286,0.6571428571428571,0.0,0.0,0.6763763541448451,9707,8783,544,380,8740,729,0,238,0,0,3840,774,2478,1204,654,424,333,1411,0,0,375.58521957825496,0.05604203152364273,0.900381168229113,0.07510044297929329,0.39559081075512514,0.07973627279282991,0.2552796950654167,0.3350159678582466,0.12403420212217987,0.7306067786133718,0.14535901926444833,69.20651838733679,0,0,0
M85164,12,12,12,163488.0,13624.0,0.6655452351349375,23326.0,17628.0,5698.0,0.0,142.67713838324525,0.7557232273000086,0.24427677269999143,0.0,0.0,11.773556642710496,95278,83411,6274,5593,59458,34771,0,391,658,0,44322,17979,23735,5706,1548,1015,951,3514,22,0,582.782834214132,0.06584940909758812,0.6240475240874074,0.3649425890551859,0.4651860870295346,0.18870043451793697,0.24911312160204874,0.43781355611998574,0.05988790696698083,0.9029996431495203,0.03688154663196121,43.997680548871124,0,0,0
M85167,12,12,12,181484.0,15123.666666666666,5.566738391059902,1378.0,1074.0,304.0,0.0,7.5929558528575525,0.7793904208998549,0.22060957910014514,0.0,0.0,2.5056245292866026,52219,47423,1385,3411,32831,15272,414,0,3702,0,27035,2874,10176,7401,2408,1166,1139,4713,20,0,287.7333539044764,0.026522913115915665,0.6287175166127271,0.2924605986326816,0.5177234339991191,0.055037438480246656,0.19487159846033053,0.2499090369405772,0.14173002163963308,0.7676324709396963,0.09025450506520614,37.36012277601455,0,0,0
M85170,12,12,12,64427.0,5368.916666666667,0.4263997033741194,1202.0,931.0,271.0,0.0,18.656774333742064,0.7745424292845258,0.2254575707154742,0.0,0.0,5.214949062161001,36344,32077,2785,1482,30041,2060,1874,120,2249,0,20274,3871,7851,2413,1211,452,270,1933,2,0,564.1113197882876,0.07662887959498128,0.8265738498789347,0.056680607528065155,0.5578362315650451,0.10651001540832049,0.21601915034118424,0.32252916574950474,0.06639335241030156,0.8803653973145499,0.05318622055910192,56.688478132983704,0,0,0
