practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference
E82013,12,12,12,433053.0,36087.75,0.4287305122494432,101154.0,78833.0,22321.0,0.0,233.58341819592522,0.7793364572829548,0.2206635427170453,0.0,0.0,38.43617561779731,307447,241325,7063,59059,156335,46302,83965,265,20580,0,155561,19424,49285,31165,15493,10423,25965,51881,131,0,709.9523614892404,0.022973065276291522,0.5084941469586628,0.15060156709936998,0.5059766398761413,0.0631783689546491,0.1603040524057805,0.2234824213604296,0.10136706489248554,0.7294590612365709,0.16874778417093028,67.77991024098445,0,0,0
E82014,12,12,12,238246.0,19853.833333333332,0.41301500956986,45378.0,39438.0,5940.0,0.0,190.46699629794415,0.8690995636652122,0.1309004363347878,0.0,0.0,29.837785592666663,75562,68393,3078,4091,45580,21007,5681,3294,0,0,24773,5119,11321,12332,10155,7347,4396,21898,119,0,317.1595745573903,0.040734760858632646,0.6032132553399857,0.2780101109023054,0.32784997750191897,0.06774569227918795,0.14982398560122814,0.2175696778804161,0.16320372674095446,0.5454196553823351,0.2898017522034885,52.57634640922001,0,0,0
E82015,12,12,12,104014.0,8667.833333333334,0.9240846882676337,3185.0,2508.0,677.0,0.0,30.620877958736322,0.7874411302982731,0.21255886970172685,0.0,0.0,7.1393047411163995,32740,29968,1816,956,22560,9847,65,0,268,0,15836,2263,6151,3467,2284,2028,695,5007,16,0,314.7653200530698,0.05546731826511912,0.6890653634697618,0.3007635919364692,0.4836896762370189,0.06912034208918753,0.1878741600488699,0.2569945021380574,0.10589492974954184,0.7406841783750764,0.15293219303604155,52.93342287358234,0,0,0
E82017,12,12,12,157164.0,13097.0,0.5881005117238219,924.0,514.0,410.0,0.0,5.879208979155532,0.5562770562770563,0.44372294372294374,0.0,0.0,1.656788287406878,61082,50398,1656,9028,26450,25399,312,672,8249,0,36299,4905,8198,4695,2835,2278,1860,6973,12,0,388.6513450917513,0.02711109655872434,0.43302445892406927,0.4158180806129465,0.5942667234209751,0.08030188926361286,0.13421302511378147,0.21451491437739434,0.0768638878884123,0.8087816377983694,0.11415801709177827,53.39129090405444,0,0,0
E82018,12,12,12,178600.0,14883.333333333334,0.30270415713709137,6010.0,3013.0,2997.0,0.0,33.650615901455765,0.5013311148086522,0.4986688851913478,0.0,0.0,3.066097304532154,60293,50050,5299,4944,54984,3372,0,92,1845,0,22536,3196,6333,5868,5032,6001,11098,22131,229,0,337.58678611422175,0.08788748279236396,0.911946660474682,0.055926890352113845,0.37377473338530176,0.05300781185212214,0.10503706897981524,0.15804488083193738,0.09732473089745078,0.5318196142172391,0.36705753570066174,26.473573872177777,0,0,0
E82019,12,12,12,189900.0,15825.0,0.4255589430894309,4179.0,2852.0,1327.0,0.0,22.006319115323855,0.6824599186408231,0.31754008135917683,0.0,0.0,6.194567560524948,67476,63911,1936,1629,59672,4980,413,429,1982,0,25413,7867,15341,8994,4850,2189,2820,9859,2,0,355.32385466034754,0.028691682968759263,0.8843440630742783,0.0738040192068291,0.3766227992174996,0.11658960222894066,0.2273549113758966,0.34394451360483724,0.1332918370976347,0.7205673128223369,0.14611120991167229,24.301708002594033,0,0,0
E82020,12,12,12,80257.0,6688.083333333333,0.5237168936106539,2411.0,1366.0,1045.0,0.0,30.040993308994853,0.5665698880132725,0.4334301119867275,0.0,0.0,3.4344272554341315,36938,34639,1549,750,30723,6215,0,0,0,0,21005,2705,7801,4131,954,269,70,1293,3,0,460.2464582528627,0.041935134549786125,0.8317450863609291,0.16825491363907089,0.568655585034382,0.07323081921056906,0.21119172667713465,0.2844225458877037,0.11183604959662137,0.8530781309220856,0.03500460230656776,40.84591578118419,0,0,0
E82021,12,12,12,79860.0,6655.0,0.32998350082495875,1194.0,818.0,376.0,0.0,14.951164537941397,0.6850921273031826,0.3149078726968174,0.0,0.0,1.9803626754922563,27754,24547,1433,1774,21673,5336,0,732,13,0,9188,1994,8401,4346,1637,854,1334,3825,0,0,347.5331830703731,0.05163219716076962,0.7808964473589393,0.19226057505224473,0.33105137998126394,0.0718454997477841,0.3026951070116019,0.374540606759386,0.15659004107516034,0.70559198674065,0.13781797218418967,47.715553079109256,0,0,0
E82022,12,12,12,222328.0,18527.333333333332,0.5483576151819795,56490.0,48133.0,8357.0,0.0,254.08405598934908,0.852062311913613,0.14793768808638696,0.0,0.0,19.22812026016939,67153,61184,267,5702,50507,14343,0,2298,5,0,25362,3871,14033,11958,7121,3407,1285,11813,116,0,302.044726710086,0.003975995115631468,0.7521182970232156,0.21358688368352866,0.37767486188256666,0.05764448349291915,0.20897055976650336,0.26661504325942254,0.1780709722573824,0.6442899051419891,0.1759117239736125,44.67629407189689,0,0,0
E82023,12,12,12,147891.0,12324.25,0.8609486679662117,35889.0,24907.0,10982.0,0.0,242.67196786822728,0.694000947365488,0.305999052634512,0.0,0.0,19.670750993274556,44830,41074,1690,2066,27128,14988,249,2444,21,0,26238,2840,6560,5455,2774,766,144,3684,53,0,303.12865556389505,0.03769797010930181,0.6051304929734552,0.33432968993977247,0.5852777158153023,0.06335043497657819,0.14633058219942002,0.2096810171759982,0.12168190943564577,0.7949587329913005,0.08217711354004015,27.892872268517802,0,0,0
E82024,12,12,12,212241.0,17686.75,0.6941230911614993,43858.0,37246.0,6612.0,0.0,206.64244891420603,0.8492407314515026,0.15075926854849742,0.0,0.0,23.228188359653657,134187,125211,2427,6549,73694,57215,153,694,2431,0,86275,6409,11239,8617,7879,5658,8074,21611,36,0,632.2388228476119,0.0180866999038655,0.549188818588984,0.42638258549635955,0.6429460379917578,0.04776170567938772,0.0837562506054983,0.13151795628488602,0.06421635478846684,0.7744639942766438,0.16105136861245872,49.85082125958535,0,0,0
E82027,12,12,12,152577.0,12714.75,0.3068208638187397,5000.0,3143.0,911.0,946.0,32.77033891084501,0.6286,0.1822,0.1892,0.0,8.472654145724002,54470,50648,2983,839,35872,18187,0,410,1,0,21297,5484,14952,5699,2794,1738,2504,7036,2,0,357.0000720947456,0.05476409032494951,0.6585643473471636,0.33389021479713604,0.39098586377822653,0.10067927299430879,0.27449972461905636,0.37517899761336515,0.10462639985313016,0.7661648613915917,0.12917202129612632,59.5487239366313,0,0,0
E82031,12,12,12,233189.0,19432.416666666668,0.7804020879632023,72356.0,45815.0,26541.0,0.0,310.2890788158961,0.6331886782022224,0.36681132179777765,0.0,0.0,19.996648084157485,64245,61092,2253,900,36530,25737,41,1936,1,0,28784,6558,17466,5164,2356,2203,1638,6197,76,0,275.5061345089177,0.03506887695540509,0.5686045606661997,0.4006070511323838,0.4480348665265779,0.10207798272239085,0.2718655148260565,0.37394349754844736,0.08037979609308117,0.8219783640750253,0.09645886839442758,35.52653661187998,0,0,0
E82032,12,12,12,182423.0,15201.916666666666,0.47262701851122485,42562.0,33544.0,9018.0,0.0,233.3148780581396,0.7881208589821906,0.2118791410178093,0.0,0.0,27.650451989936833,74109,65063,3665,5381,39564,27845,105,2276,4319,0,23454,13256,13764,8703,7063,5292,2559,14914,18,0,406.24811564331253,0.04945418235302055,0.5338622839331255,0.37573034314320797,0.3164797797838319,0.17887166201136165,0.18572642998826053,0.3645980919996222,0.11743512933651783,0.6810778717834541,0.20124411340053164,67.17502696193992,0,0,0
E82035,12,12,12,154044.0,12837.0,0.3743273804881853,43927.0,29313.0,14614.0,0.0,285.1587858014593,0.6673116761900426,0.33268832380995744,0.0,0.0,23.64132836939608,48095,42802,2324,2969,44219,2602,31,0,1243,0,17021,2907,8034,6417,4867,3498,5346,13711,5,0,312.2159902365558,0.04832103129223412,0.9194095020272378,0.05410125792701944,0.353903732196694,0.06044287347957168,0.16704439130886786,0.22748726478843956,0.13342343278927124,0.5813909969851336,0.2850816093148976,29.166057985369854,0,0,0
E82037,12,12,12,187229.0,15602.416666666666,0.36384527001148986,48924.0,35165.0,13759.0,0.0,261.30567380053304,0.7187678848826752,0.2812321151173248,0.0,0.0,24.046736328603142,53226,49835,2405,986,38286,8673,4409,1771,87,0,13893,2984,9232,9030,6784,4476,6796,18056,31,0,284.28288352765867,0.04518468417690602,0.7193101115995942,0.1629466801938902,0.26101905083981514,0.05606282643820689,0.1734490662458197,0.2295118926840266,0.16965392853116898,0.49053094352384174,0.33923270582046366,66.55418437208127,0,0,0
E82038,12,12,12,243242.0,20270.166666666668,0.2368265245707519,3302.0,359.0,2943.0,0.0,13.574958272008946,0.10872198667474257,0.8912780133252575,0.0,0.0,3.0287613516901875,163458,148941,3666,10851,131350,23479,0,590,8039,0,79875,7200,15993,16180,15303,13168,15645,44116,94,0,671.9974346535549,0.022427779613111626,0.8035703361108052,0.14363934466346095,0.4886576368241383,0.04404801233344345,0.09784164739566127,0.14188965972910472,0.09898567216043265,0.630547296553243,0.26989196001419324,80.77560304203824,0,0,0
E82040,12,12,12,253675.0,21139.583333333332,0.5611832405954249,88110.0,66815.0,21290.0,5.0,347.3341874445649,0.7583134717966179,0.24162978095562365,5.6747247758483716e-05,0.0,26.33459579003107,96371,89160,2515,4696,62369,26965,0,1112,5925,0,38408,3485,13698,15778,12721,7186,5091,24998,4,0,379.89947767813146,0.026097062394288738,0.6471760176816678,0.27980409044214544,0.3985431301947681,0.03616233099168837,0.14213819510018574,0.1783005260918741,0.16372145147399114,0.5768436562866422,0.2593933859771093,28.533108754366616,0,0,0
E82041,12,12,12,152406.0,12700.5,0.25346534653465347,3792.0,2929.0,863.0,0.0,24.880910200385813,0.772415611814346,0.22758438818565402,0.0,0.0,5.264912279717367,71111,65930,1440,3741,58281,9164,2,1009,2655,0,30930,6894,17637,10846,3955,622,219,4796,8,0,466.5892418933638,0.02025003164067444,0.8195778430903798,0.1288689513577365,0.43495380461531974,0.09694702647972887,0.2480207000323438,0.3449677265120727,0.15252211331580207,0.7799215311273924,0.06744385538102403,48.777706178019336,0,0,0
E82042,12,12,12,112308.0,9359.0,0.4017337984987842,25064.0,17662.0,6210.0,1192.0,223.17199130961285,0.7046760293648261,0.247765719757421,0.04755825087775295,0.0,47.012533321730025,87992,85046,1799,1147,41402,6436,37260,134,2760,0,60437,8198,13724,4362,875,222,76,1173,98,0,783.488264415714,0.020445040458223474,0.4705200472770252,0.07314301300118192,0.6868465315028639,0.09316756068733521,0.15596872442949358,0.24913628511682878,0.04957268842622056,0.9359828166196927,0.013330757341576507,95.81105386081411,0,0,0
E82043,12,12,12,182359.0,15196.583333333334,0.5439469320066335,56530.0,49479.0,7051.0,0.0,309.99292604148957,0.8752697682646382,0.12473023173536175,0.0,0.0,22.917862224683393,129036,101806,4602,22628,53042,15034,59930,430,600,0,76162,8063,18095,10392,6162,6485,3649,16296,28,0,707.5932638367177,0.03566446573049382,0.41106357915620445,0.11651012120648502,0.5902383830868905,0.06248643789330109,0.14023218326668527,0.20271862115998635,0.08053566446573049,0.7929570042468769,0.12629033758021016,78.2780570198913,0,0,0
E82044,12,12,12,174049.0,14504.083333333334,0.33319450229071224,13233.0,10898.0,2335.0,0.0,76.0303133025757,0.8235471926244994,0.17645280737550065,0.0,0.0,34.73263976222435,80917,68940,1506,10471,50058,12204,16818,0,1837,0,34054,4795,10508,9837,5638,4549,11529,21716,7,0,464.90930714913617,0.018611663803650653,0.618633908820149,0.15082121185906547,0.4208509954644883,0.05925825228320378,0.12986146298058504,0.18911971526378882,0.12156901516368625,0.6099707107282771,0.2683737657105429,56.86826007596589,0,0,0
E82045,12,12,12,229546.0,19128.833333333332,1.0353066100345103,51599.0,39535.0,12064.0,0.0,224.78718862450228,0.7661970193220798,0.2338029806779201,0.0,0.0,14.883680267299267,108863,101908,3651,3304,69077,22190,14739,2654,203,0,68031,9219,14731,9824,4269,1790,978,7037,21,0,474.2535265262736,0.03353756556405758,0.6345314753405656,0.20383417690124284,0.6249230684438238,0.0846844198671725,0.13531686615287103,0.22000128602004354,0.09024186362676025,0.8449243544638674,0.06464087890284119,39.59657063374532,0,0,0
E82046,12,12,12,127368.0,10614.0,0.423728813559322,32967.0,24514.0,8453.0,0.0,258.8326738270209,0.7435920769254103,0.25640792307458976,0.0,0.0,23.08614699641379,71457,61596,2612,7249,62519,2731,0,58,6149,0,38553,8422,10024,7088,2804,1620,2932,7356,14,0,561.0278876954965,0.036553451726212965,0.8749177827224764,0.03821878892200904,0.5395272681472774,0.11786109128566831,0.1402801684929398,0.25814125977860813,0.09919252137649216,0.7976685279258855,0.10294302867458752,67.23548455471709,0,0,0
E82050,12,12,12,63667.0,5305.583333333333,0.7474128018397853,1236.0,814.0,422.0,0.0,19.413510924026575,0.6585760517799353,0.3414239482200647,0.0,0.0,3.631804474924729,18977,18197,659,121,16199,2732,0,46,0,0,8053,1557,3685,1989,1354,1086,1252,3692,1,0,298.06650226962165,0.03472624756283923,0.8536122674816884,0.14396374558676292,0.4243557991252569,0.08204668809611636,0.1941824313642831,0.27622911946039946,0.10481108710544343,0.7005849185856563,0.1945512989408231,47.6378774543283,0,0,0
E82051,12,12,12,174316.0,14526.333333333334,0.3459968168292852,26012.0,21082.0,4930.0,0.0,149.22324973037473,0.8104720898047055,0.18952791019529447,0.0,0.0,19.210507867125628,102059,96570,2354,3135,80992,18789,0,1906,372,0,58592,5548,15719,11308,5181,2866,2838,10885,7,0,585.4826866151128,0.023065089800997463,0.7935801840112092,0.18409939348808044,0.574099295505541,0.05436071292095748,0.1540187538580625,0.20837946677901997,0.1107986556795579,0.7824787622845609,0.10665399425822318,64.6229892857531,0,0,0
E82053,12,12,12,215744.0,17978.666666666668,0.3289290293806099,30899.0,19462.0,11437.0,0.0,143.22066894096707,0.6298585714748051,0.370141428525195,0.0,0.0,50.753608504828044,81315,68769,1432,11114,60618,16877,1162,212,2446,0,34146,3985,15172,11156,7183,5038,4633,16854,2,0,376.9050355977455,0.017610526963044947,0.7454713152554879,0.20755088237102626,0.4199225235196458,0.049006948287523826,0.18658304125930025,0.23558998954682409,0.13719485949701776,0.6555125130664698,0.2072680317284634,48.91123744501037,0,0,0
E82055,12,12,12,161708.0,13475.666666666666,0.20841086713807222,5584.0,4628.0,956.0,0.0,34.53137754471022,0.8287965616045845,0.17120343839541546,0.0,0.0,25.517852021509135,58297,55448,1505,1344,36021,21514,223,241,298,0,29091,3503,10488,5709,3772,2862,2866,9500,6,0,360.50782892621265,0.02581607972966019,0.617887712918332,0.3690412885740261,0.49901367137245484,0.06008885534418581,0.17990634166423658,0.2399951970084224,0.09792956755922261,0.7390088683808772,0.1629586428118085,47.58078779978069,0,0,0
E82056,12,12,12,124226.0,10352.166666666666,0.37670240509997105,14066.0,12398.0,1668.0,0.0,113.22911467808672,0.8814161808616522,0.11858381913834778,0.0,0.0,44.48816773393243,45222,40111,2366,2745,34974,9032,0,0,1216,0,12092,2769,8598,9236,7742,3237,1539,12518,9,0,364.03007421956755,0.05231966741851311,0.7733846357967361,0.1997257971783645,0.2673919773561541,0.061231259121666444,0.19012869842112246,0.2513599575427889,0.20423687585688383,0.518751934898943,0.2768121710671797,61.42649390291645,0,0,0
E82058,12,12,12,206448.0,17204.0,3.912550026880115,38510.0,30650.0,7860.0,0.0,186.53607688134542,0.7958971695663464,0.2041028304336536,0.0,0.0,17.366807863397625,62513,57997,1520,2996,49755,5749,6142,0,867,0,24306,6719,17003,8338,2779,1411,1908,6098,49,0,302.80264279624896,0.024314942491961672,0.7959144497944427,0.0919648713067682,0.38881512645369765,0.10748164381808584,0.27199142578343705,0.3794730696015229,0.13338025690656344,0.7682881960552205,0.09754771007630413,35.72888032600025,0,0,0
E82059,12,12,12,126396.0,10533.0,0.6281526601313411,4403.0,1396.0,3007.0,0.0,34.83496313174467,0.31705655235067,0.68294344764933,0.0,0.0,3.8799333271848244,37280,35414,1283,583,31830,4759,0,593,98,0,13398,2537,6410,6514,3517,3019,1881,8417,4,0,294.9460425962847,0.034415236051502145,0.8538090128755365,0.12765557939914163,0.35938841201716737,0.06805257510729613,0.1719420600858369,0.23999463519313302,0.17473175965665236,0.5993830472103004,0.22577789699570816,31.403643820046035,0,0,0
E82060,12,12,12,264941.0,22078.416666666668,0.30483643477865235,37646.0,31279.0,6367.0,0.0,142.09201293872977,0.8308718057695372,0.16912819423046274,0.0,0.0,27.478063649975855,86922,79902,2731,4289,42681,43033,0,801,407,0,32387,8014,15723,13350,10222,4880,2308,17410,38,0,328.0805915279251,0.03141897333241297,0.4910264374956858,0.4950760451899404,0.37259842157336465,0.09219760244817192,0.18088631186581072,0.27308391431398266,0.15358597363153173,0.6456823358873472,0.2002945169232185,40.71915851703748,0,0,0
E82061,12,12,12,171266.0,14272.166666666666,0.3097500879971841,20116.0,7354.0,3640.0,9122.0,117.4547195590485,0.36557963809902566,0.18095048717438855,0.4534698747265858,0.0,16.21654072634343,83338,77839,2230,3269,69686,12092,0,4,1556,0,42414,2408,8591,11125,11070,4851,2872,18793,7,0,486.59979213620915,0.026758501523914662,0.8361851736302767,0.14509587463102067,0.5089394993880343,0.02889438191461278,0.10308622717127841,0.13198060908589118,0.13349252441863255,0.6409201084739254,0.22550337181117858,68.97451684708236,0,0,0
E82062,12,12,12,192732.0,16061.0,0.46163443543356203,18104.0,13705.0,4399.0,0.0,93.93354502625407,0.7570150243040212,0.2429849756959788,0.0,0.0,36.137652322671705,75794,67320,3003,5471,45172,23469,3196,3881,76,0,42323,3286,7693,6710,5897,4144,5720,15761,21,0,393.26110868978685,0.03962055043934876,0.5959838509644563,0.3096419241628625,0.5583951236245613,0.043354355226007335,0.10149879937725942,0.14485315460326675,0.0885294350476291,0.7032482782278281,0.20794521993825368,54.69373340078815,0,0,0
E82063,12,12,12,149690.0,12474.166666666666,0.6476891092275707,29532.0,15109.0,12139.0,2284.0,197.28772797114036,0.5116145198428823,0.41104564540159827,0.07733983475551943,0.0,39.633862057905134,72417,69902,807,1708,26022,17956,21985,308,6146,0,42963,5403,10337,5962,3096,2456,2096,7648,104,0,483.779811610662,0.01114379220348813,0.35933551514147233,0.24795282875567892,0.5932722979410912,0.07460955300550975,0.14274272615546074,0.2173522791609705,0.08232873496554677,0.8106245771020617,0.10561056105610561,61.83239370020928,0,0,0
E82066,12,12,12,44704.0,3725.3333333333335,0.4568664337543671,6483.0,417.0,141.0,5925.0,145.0205798138869,0.06432207311429894,0.02174919018972698,0.9139287366959741,0.0,21.244917934499227,18593,17796,519,278,18284,308,0,0,1,0,4581,1531,6382,1956,1788,1103,1252,4143,0,0,415.913564781675,0.027913730974022482,0.9833808422524606,0.016565374065508523,0.24638304738342387,0.08234281718926478,0.343247458721024,0.4255902759102888,0.1052008820523853,0.6719733232937127,0.222825794653902,65.49192822806769,0,0,0
E82067,12,12,12,199626.0,16635.5,0.30592046068022316,46331.0,29867.0,16464.0,0.0,232.08900644204664,0.6446439748764327,0.3553560251235674,0.0,0.0,26.51012231918015,75148,71129,1281,2738,31521,42570,98,139,820,0,24012,9034,12939,16856,7653,2737,1904,12294,13,0,376.4439501868494,0.01704636184595731,0.41945228083249053,0.5664821419066376,0.3195294618619258,0.1202161068824187,0.17218023101080535,0.29239633789322406,0.2243040400276787,0.6119257997551498,0.16359716825464418,44.78473047494965,0,0,0
E82068,12,12,12,212796.0,17733.0,61.75816939665816,31433.0,19213.0,12220.0,0.0,147.71424274892385,0.6112365984793052,0.38876340152069483,0.0,0.0,29.410684367531267,85304,74391,2999,7914,60921,9818,12861,1575,129,0,34807,7765,15306,13756,8533,4274,806,13613,57,0,400.8721968458054,0.0351566163368658,0.7141634624402138,0.11509425114883241,0.408034793210166,0.0910273844133921,0.1794288661727469,0.270456250586139,0.16125855762918503,0.678491043796305,0.15958220013129512,84.21266942403875,0,0,0
E82069,12,12,12,107506.0,8958.833333333334,0.7445008460236886,1636.0,560.0,1076.0,0.0,15.217755288076944,0.3422982885085575,0.6577017114914425,0.0,0.0,1.4441913947193121,38627,35368,1891,1368,26602,11420,429,69,107,0,14915,2868,13243,5307,1382,632,272,2286,8,0,359.3008762301639,0.048955393895461725,0.6886892588086054,0.295648121780102,0.38612887358583375,0.07424858259766484,0.3428430890309887,0.41709167162865357,0.13739094415823128,0.8032205452144873,0.059181401610272605,46.03835834718748,0,0,0
E82070,12,12,12,41909.0,3492.4166666666665,1.0398613518197575,4126.0,426.0,3700.0,0.0,98.4514066191033,0.10324769752787204,0.896752302472128,0.0,0.0,9.639385045553233,15584,13917,1035,632,10503,4982,61,37,1,0,6761,1737,3673,1532,910,567,335,1812,69,0,371.8533012002195,0.06641427104722793,0.6739604722792608,0.3196868583162218,0.4338424024640657,0.11146047227926079,0.23569045174537986,0.34715092402464065,0.09830595482546202,0.7809933264887063,0.11627310061601642,41.404992173898684,0,0,0
E82071,12,12,12,206995.0,17249.583333333332,0.36564132327336046,58183.0,40262.0,17921.0,0.0,281.08408415662217,0.6919890689720365,0.3080109310279635,0.0,0.0,25.869511266065544,56079,47541,1675,6863,47374,4365,3144,365,831,0,22984,3723,8132,7544,6305,4028,3347,13680,16,0,270.91958742964806,0.02986857825567503,0.8447725530055814,0.07783662333493821,0.40985038962891635,0.06638848766918097,0.14500971843292498,0.21139820610210597,0.13452451006615668,0.6212485957310223,0.24394158241052802,49.35425848968626,0,0,0
E82073,12,12,12,580300.0,48358.333333333336,0.26242345982421794,149592.0,122926.0,26666.0,0.0,257.78390487678786,0.8217418043745655,0.17825819562543452,0.0,0.0,19.7717802632868,275561,245470,15650,14441,153907,119850,0,723,1081,0,133678,17180,45556,21755,20600,17507,19195,57302,90,0,474.8595554023781,0.05679323271435363,0.558522432419682,0.4349309227358008,0.48511218931561434,0.06234554236630002,0.16532092712684307,0.2276664694931431,0.07894803691378678,0.7127786588087575,0.20794669782734132,55.822004282672815,0,0,0
E82074,12,12,12,275453.0,22954.416666666668,0.9939069184564194,45888.0,39525.0,6363.0,0.0,166.59103367906684,0.8613362970711297,0.13866370292887029,0.0,0.0,20.800574635932797,98888,93177,2730,2981,54230,39679,1,53,4925,0,43803,8953,16507,12626,7726,5387,3841,16954,45,0,359.00135413301,0.027606989725750344,0.5483981878488795,0.4012519213655853,0.4429556670172316,0.09053676886983254,0.16692621956152415,0.2574629884313567,0.1276797993689831,0.7004186554485883,0.17144648491222392,34.530767805452534,0,0,0
E82075,12,12,12,150336.0,12528.0,0.2795750459301861,29281.0,18542.0,10739.0,0.0,194.7703810131971,0.6332434001570985,0.36675659984290154,0.0,0.0,33.25431546597067,85273,80544,1585,3144,40329,39200,3255,0,2489,0,50539,3357,5697,6021,6631,5770,7248,19649,10,0,567.2161025968497,0.01858736059479554,0.4729398520047377,0.45970002228137863,0.5926729445428213,0.03936767792853541,0.06680895476880137,0.10617663269733679,0.07060851617745359,0.6988495772401581,0.23042463616854103,83.03033628165248,0,0,0
E82077,12,12,12,150862.0,12571.833333333334,0.41619977589242835,22155.0,14798.0,7357.0,0.0,146.8560671342021,0.6679304897314376,0.3320695102685624,0.0,0.0,33.80548762298485,52772,44441,5472,2859,34858,13015,3829,339,731,0,23082,3591,10208,7866,2700,2234,3087,8021,4,0,349.8031313385743,0.10369135147426665,0.660539680133404,0.24662699916622452,0.43739104070340334,0.0680474494049875,0.19343591298415827,0.26148336238914577,0.14905631774425832,0.6988744030925491,0.1519934813916471,47.980932803647676,0,0,0
E82078,12,12,12,121471.0,10122.583333333334,0.6742687159147248,4711.0,2583.0,2128.0,0.0,38.782919379934306,0.5482912332838039,0.45170876671619614,0.0,0.0,9.693167890492298,53489,45132,2811,5546,32149,14604,2994,959,2783,0,27094,3154,5993,9463,4080,2309,1396,7785,0,0,440.343785759564,0.05255286133597562,0.6010394660584419,0.2730280992353568,0.5065340537306736,0.05896539475406158,0.11204172820579933,0.17100712295986092,0.17691487969489053,0.6775411766905345,0.14554394361457496,55.73143769615085,0,0,0
E82079,12,12,12,107807.0,8983.916666666666,0.35634743875278396,1938.0,1411.0,527.0,0.0,17.976569239474244,0.7280701754385965,0.2719298245614035,0.0,0.0,2.1788846554105707,59055,49625,2097,7333,40396,16206,0,4,2449,0,15281,5591,18628,11008,3978,2069,2492,8539,8,0,547.7844666858367,0.03550927101854204,0.6840403014139361,0.27442214884429766,0.25875878418423504,0.0946744560155787,0.31543476420286176,0.41010922021844043,0.1864025061383456,0.6688680044026755,0.14459402252137837,57.271347383019105,0,0,0
E82081,12,12,12,162922.0,13576.833333333334,0.2661737523105361,26236.0,14404.0,3825.0,8007.0,161.0341144842317,0.5490166183869493,0.14579204146973623,0.3051913401433145,0.0,33.681247935073834,65458,61477,1687,2294,47251,12560,19,468,5160,0,23982,4605,13158,8387,6463,4027,4778,15268,58,0,401.7750825548422,0.025772250908979805,0.7218521800238321,0.1918787619542302,0.36637233034923156,0.07035045372605335,0.20101439090714657,0.27136484463319993,0.1281279599132268,0.6377371749824314,0.2332488007577378,42.00733191527253,0,0,0
E82082,12,12,12,222152.0,18512.666666666668,0.25985275010827197,10646.0,8384.0,2262.0,0.0,47.92214339731355,0.7875258312981401,0.21247416870185987,0.0,0.0,22.44209503931406,117785,94751,2775,20259,88552,11537,13016,629,4051,0,44865,7645,15863,11299,8108,11603,18366,38077,36,0,530.2000432136555,0.023559876045336842,0.7518105021861867,0.09794965403064906,0.3809058878465,0.06490639724922528,0.1346775905251093,0.1995839877743346,0.09592902322027423,0.5804898756208345,0.32327545952370845,66.63684567646109,0,0,0
E82083,12,12,12,123914.0,10326.166666666666,0.639720849084036,16137.0,13814.0,2323.0,0.0,130.22741578836934,0.8560451137138254,0.14395488628617462,0.0,0.0,11.611549465010786,65342,59161,4817,1364,39951,23669,0,1624,98,0,34960,4453,9456,7100,5086,2973,1304,9363,10,0,527.3173329890085,0.07371981267791007,0.6114137920479936,0.3622325609868079,0.535031067307398,0.0681491230755104,0.14471549692387745,0.21286461999938783,0.10865905543142236,0.7478956873067858,0.14329221633864894,46.66212105360542,0,0,0
E82084,12,12,12,167195.0,13932.916666666666,0.5255579553635709,41974.0,29574.0,12400.0,0.0,251.04817727802865,0.7045790251107829,0.29542097488921715,0.0,0.0,23.478332975460265,55156,49918,1411,3827,21245,18409,12955,2528,19,0,26137,3734,11631,8399,2678,1518,1024,5220,35,0,329.89024791411225,0.025581985640728118,0.385180216114294,0.33376241931974765,0.47387410254550727,0.06769889041989992,0.21087461019653347,0.2785735006164334,0.15227717746029443,0.7524476031619407,0.09464065559503952,35.467427207336065,0,0,0
