practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range
K84013,12,12,12,350107.0,29175.583333333332,1.8264361795006112,41283.0,30900.0,10383.0,0.0,117.91538015520969,0.7484921153985902,0.25150788460140977,0.0,0.0,13.795436648107255,117138,101535,6939,8664,64886,42573,3734,664,5281,0,40885,8722,26763,24794,9560,4326,2083,15969,5,0,334.57771481290007,0.05923782205603647,0.5539278457887278,0.3634431183732008,0.3490327647731735,0.07445918489303215,0.22847410746299238,0.3029332923560245,0.211664873909406,0.6519660571291981,0.1363263842647134,36.455880490466164,0,0,0,12,12,12,0,0,134299.0,383.5941583573022,38.59109707185133,138.3561226041232
K84014,12,12,12,135624.0,11302.0,0.2921129503407984,2827.0,1498.0,1329.0,0.0,20.844393322715742,0.5298903431199151,0.4701096568800849,0.0,0.0,2.7698763701480065,57851,54325,2219,1307,43994,12435,0,1422,0,0,17333,2852,8021,11621,7810,4886,5313,18009,15,0,426.5542971745414,0.038357158908229765,0.7604708648078685,0.21494874764481167,0.2996145269744689,0.04929906138182572,0.13864928868991028,0.187948350071736,0.2008781179236314,0.4875628770462049,0.31129971824168984,73.35099073847348,0,0,0,12,12,12,0,0,65442.0,482.5252167757919,42.36578503104177,106.15434067222975
K84015,12,12,12,47958.0,3996.5,0.625312656328164,929.0,628.0,301.0,0.0,19.371116393510988,0.6759956942949408,0.3240043057050592,0.0,0.0,2.526977592948579,19847,18835,759,253,14572,3174,2098,3,0,0,6243,2643,5988,2742,1282,471,471,2224,7,0,413.8412777847283,0.038242555549957175,0.7342167582002318,0.15992341411800273,0.3145563561243513,0.13316874086763741,0.30170806671033407,0.4348768075779715,0.13815690028719707,0.7494331637023228,0.11205723786970323,33.496385898824705,0,0,0,12,12,12,0,0,26743.0,557.6337628758497,64.21636366764321,253.19254908364957
K84016,12,12,12,277280.0,23106.666666666668,3.389680110031501,36991.0,23439.0,13552.0,0.0,133.40666474321986,0.633640615284799,0.366359384715201,0.0,0.0,33.93597412798093,125142,113537,4931,6674,55906,48638,16944,2033,1621,0,59826,9896,25401,15673,9596,3035,1338,13969,377,0,451.3199653779573,0.03940323792172092,0.4467405027888319,0.38866247942337506,0.47806491825286473,0.07907816720205846,0.20297741765354557,0.282055584855604,0.12524172539994566,0.7601205031084688,0.11162519377986607,25.341250357962846,0,0,0,12,12,12,0,0,96743.0,348.90002885170225,37.04335762406291,141.65141727243406
K84017,12,12,12,256584.0,21382.0,0.29979389169945664,27154.0,17093.0,10061.0,0.0,105.82889034390297,0.6294836856448406,0.37051631435515947,0.0,0.0,26.256605154374462,100652,90344,5518,4790,74589,22022,3765,192,84,0,40744,6109,17558,14685,9976,5727,5833,21536,20,0,392.276993109469,0.05482255692882407,0.7410582998847515,0.21879346659778245,0.40480069943965347,0.0606942733378373,0.1744426340261495,0.23513690736398682,0.14589874021380597,0.6399376068036403,0.21396494853554823,25.437825042765084,0,0,0,12,12,12,0,0,130524.0,508.69890562155086,53.05662993714461,177.3351561160216
K84019,12,12,12,191313.0,15942.75,0.2578129912595108,43550.0,29032.0,14518.0,0.0,227.63743185251394,0.6666360505166475,0.33336394948335246,0.0,0.0,19.020027088755565,91023,81093,3133,6797,49221,18943,18800,2558,1501,0,36967,7007,16339,10133,7430,7500,5631,20561,16,0,475.78052719888353,0.034419871900508665,0.5407534359447612,0.20811223536908255,0.40612812146380584,0.07698054337914594,0.1795040813860233,0.25648462476516926,0.11132351163991519,0.6626127462289751,0.22588796238313394,40.65453229501184,0,0,0,12,12,12,0,0,70861.0,370.39302086110195,30.506834028950838,102.02155509855697
K84020,12,12,12,118370.0,9864.166666666666,0.36448314265465226,1223.0,761.0,462.0,0.0,10.33200979978035,0.6222403924775143,0.3777596075224857,0.0,0.0,2.777574238535239,53606,49579,1250,2777,49629,1320,2249,408,0,0,17111,2733,8116,10630,8002,4060,2954,15016,0,0,452.8681253696038,0.02331828526657464,0.9258105435958661,0.024624109241502816,0.3191993433570869,0.05098309890683879,0.1514009625788158,0.20238406148565458,0.1982986979069507,0.5215834048427415,0.2801178972503078,64.38542056981231,0,0,0,12,12,12,0,0,65033.0,549.4044099011574,67.10139243909124,313.13043899992147
K84021,12,12,12,118791.0,9899.25,5.07366673583731,6773.0,5117.0,1656.0,0.0,57.01610391359615,0.7554997785324081,0.2445002214675919,0.0,0.0,15.018077179362704,32320,30739,791,790,22247,9630,213,32,198,0,12077,2811,9764,3894,2144,1011,534,3689,85,0,272.074483757187,0.0244740099009901,0.6883353960396039,0.2979579207920792,0.37366955445544553,0.08697400990099009,0.3021039603960396,0.3890779702970297,0.12048267326732673,0.7627475247524752,0.11413985148514852,31.60171428540339,0,0,0,12,12,12,0,0,40315.0,339.3775622732362,39.11168252084632,136.80047226125174
K84023,12,12,12,75225.0,6268.75,0.639897616381379,584.0,362.0,222.0,0.0,7.763376537055501,0.6198630136986302,0.3801369863013699,0.0,0.0,1.679214915586347,54628,51328,1715,1585,21018,27909,4157,1544,0,0,31386,6332,11785,3294,1050,542,218,1810,21,0,726.1947490860751,0.0313941568426448,0.3847477484074101,0.5108918503331625,0.5745405286666179,0.11591125430182324,0.21573185911986528,0.3316431134216885,0.060298747894852456,0.9061836420883064,0.033133191769788385,60.183023173488685,0,0,0,12,12,12,0,0,44190.0,587.4376869391824,36.79634561990006,128.65720852013862
K84024,12,12,12,108479.0,9039.916666666666,0.34498108168261743,22034.0,15073.0,6961.0,0.0,203.1176541081684,0.6840791504039212,0.3159208495960788,0.0,0.0,17.12328691904978,62138,59173,1523,1442,24768,15608,20059,1350,353,0,37710,3310,8755,7184,3618,1099,417,5134,45,0,572.8113275380489,0.024509961698155718,0.39859667192378256,0.25118285107341726,0.6068750201165148,0.05326853133348353,0.1408960700376581,0.19416460137114164,0.11561363416910747,0.8010396214876565,0.08262254980849078,62.72886392983112,0,0,0,12,12,12,0,0,56918.0,524.691414928235,45.05660624590408,259.0258181189199
K84026,12,12,12,149870.0,12489.166666666666,1.4469192001300601,5130.0,2581.0,2549.0,0.0,34.22966571028225,0.5031189083820663,0.4968810916179337,0.0,0.0,4.416059944426746,54055,49293,2982,1780,35521,16665,1743,56,70,0,15681,4382,13826,10043,5464,2753,1901,10118,5,0,360.6792553546407,0.0551660345943946,0.6571270002774952,0.30829710480066597,0.2900934233650911,0.08106558135232633,0.25577652391083155,0.3368421052631579,0.1857922486356489,0.626935528628249,0.1871797243548238,57.52295921774821,0,0,0,12,12,12,0,0,49245.0,328.58477347034096,35.064807843766395,95.63636833056074
K84028,12,12,12,505357.0,42113.083333333336,0.32747982914095874,64994.0,48053.0,16158.0,783.0,128.61007169189307,0.7393451703234145,0.2486075637751177,0.012047265901467827,0.0,12.233697526960583,178118,159869,8533,9716,119705,42051,7728,5933,2701,0,70094,10495,22833,29006,19904,11931,13830,45665,25,0,352.45974627837353,0.047906444042713256,0.6720544807374886,0.23608506720264094,0.3935256403058647,0.05892161376166362,0.12819030081182137,0.18711191457348497,0.16284710135977273,0.5806375548793496,0.25637498736792463,45.03363615275883,0,0,0,12,12,12,0,0,226571.0,448.3385012971028,47.43434831953509,147.3191833581547
K84030,12,12,12,184421.0,15368.416666666666,0.28169014084507044,26410.0,21459.0,2195.0,2756.0,143.20494954479153,0.8125331313896251,0.08311245740249905,0.10435441120787581,0.0,31.690393151492536,102368,94967,3240,4161,63680,22751,13925,1581,431,0,37839,8526,21145,13773,10860,9143,1060,21063,22,0,555.0777839833859,0.031650515786183185,0.6220693966864645,0.222247186620819,0.36963699593623006,0.08328774617067834,0.2065586902156924,0.28984643638637075,0.13454399812441387,0.6594834323226008,0.20575765864332604,64.32288437479228,0,0,0,12,12,12,0,0,92386.0,500.9516269839118,38.15137789446564,366.21863941208017
K84032,12,12,12,119773.0,9981.083333333334,1.0578279266572637,3239.0,1579.0,1660.0,0.0,27.04282267288955,0.4874961407841927,0.5125038592158073,0.0,0.0,5.5217826513571024,43346,38539,3311,1496,27918,13864,1036,427,101,0,16004,2199,7371,8105,5200,3123,1336,9659,8,0,361.90126322293,0.07638536427813408,0.6440732708900475,0.3198449683938541,0.3692151524938864,0.050731324689706085,0.17005029299127947,0.22078161768098556,0.18698380473400084,0.589996770174872,0.22283486365523925,38.23982846857968,0,0,0,12,12,12,0,0,65069.0,543.2693511893332,41.60619460362247,98.5777472952314
K84034,12,12,12,40830.0,3402.5,0.5822416302765648,862.0,546.0,316.0,0.0,21.111927504286065,0.6334106728538283,0.3665893271461717,0.0,0.0,7.649383946717733,21388,20453,436,499,9581,11523,0,23,261,0,12588,1787,4059,1740,610,382,218,1210,4,0,523.8305167768798,0.02038526276416682,0.4479614737235833,0.5387600523658126,0.5885543295305778,0.08355152421918834,0.18977931550402094,0.27333083972320926,0.081354030297363,0.8618851692537872,0.056573779689545536,63.030263608151515,0,0,0,12,12,12,0,0,28330.0,693.8525593926034,69.61496530711226,290.97976847611744
K84035,12,12,12,131261.0,10938.416666666666,0.4578754578754579,1986.0,1262.0,724.0,0.0,15.130160519880238,0.6354481369587109,0.364551863041289,0.0,0.0,3.2345418762754856,62533,58519,2061,1953,36379,25913,42,199,0,0,27834,4386,12311,6931,4167,3523,3375,11065,6,0,476.40197773900854,0.032958597860329744,0.5817568323924968,0.4143892025010794,0.44510898245726255,0.07013896662562168,0.19687205155677803,0.2670110181823997,0.11083747781171542,0.7121200006396623,0.1769465722098732,42.42955841444691,0,0,0,12,12,12,0,0,86516.0,659.1142837552662,48.31550357925874,134.40158634022714
K84036,12,12,12,70744.0,5895.333333333333,0.8175779253960144,810.0,405.0,405.0,0.0,11.449734253081534,0.5,0.5,0.0,0.0,3.189789061957465,34449,31155,2082,1212,23508,9535,1218,188,0,0,12842,1688,7681,6249,2924,2033,1032,5989,0,0,486.95295714124165,0.060437167987459725,0.6824000696682052,0.2767859734680252,0.3727829545124677,0.04899997097158118,0.2229672849719876,0.27196725594356874,0.18139858921884525,0.6447502104560364,0.1738512003251183,92.0705295239808,0,0,0,12,12,12,0,0,45953.0,649.5674544837725,66.16547342456312,194.36437486321086
K84038,12,12,12,197714.0,16476.166666666668,0.605060506050605,13149.0,13146.0,3.0,0.0,66.50515390918196,0.999771845767739,0.00022815423226100844,0.0,0.0,32.417467268323804,94258,90152,2858,1248,54928,38260,0,1069,1,0,44810,11813,17346,11423,4235,2593,2038,8866,0,0,476.7391282357344,0.030321033758407775,0.5827409875023871,0.405907190901568,0.4753973137558616,0.12532623225614803,0.18402682000466805,0.3093530522608161,0.12118865242207558,0.7847503660166776,0.09406098156124679,41.42882693127864,0,0,0,12,12,12,0,0,96010.0,485.6004127173594,34.478065511935796,112.90547761110156
K84041,12,12,12,174601.0,14550.083333333334,0.5240295111356271,5140.0,0.0,0.0,5140.0,29.43854846192175,0.0,0.0,1.0,0.0,18.45151728567975,83292,77144,2165,3983,39239,39855,0,1424,2774,0,52499,4232,10153,7976,4206,2873,1321,8400,32,0,477.04194134054217,0.025992892474667434,0.47110166642654755,0.47849733467800026,0.6303006291120395,0.05080920136387648,0.12189646064447966,0.17270566200835613,0.09575949671036835,0.8030062911203957,0.10085002161071892,30.155485769483338,0,0,0,12,12,12,0,0,98360.0,563.3415616176311,58.27364003825457,142.0222744076347
K84045,12,12,12,88996.0,7416.333333333333,0.4961115580584607,5915.0,4315.0,1585.0,15.0,66.46366128814778,0.7295012679628065,0.2679628064243449,0.00253592561284869,0.0,8.811337085183503,50267,46101,3103,1063,23161,25970,0,1112,24,0,24746,2841,7439,6198,4183,2318,2538,9039,4,0,564.8231381185672,0.061730359878250145,0.46075954403485386,0.5166411363319872,0.49229116517794974,0.05651819285018004,0.14798973481608213,0.20450792766626216,0.1233015696182386,0.6967990928442119,0.17981976246841863,93.5535990832679,0,0,0,12,12,12,0,0,48629.0,546.41781653108,52.207655971434974,190.6318322015399
K84047,12,12,12,94190.0,7849.166666666667,1.0407297957085957,878.0,551.0,327.0,0.0,9.321584032275188,0.6275626423690205,0.3724373576309795,0.0,0.0,2.3347962259977595,59710,56125,1494,2091,35525,24080,0,105,0,0,20524,6130,12731,7337,5022,4417,3548,12987,1,0,633.9314152245462,0.02502093451683135,0.5949589683470106,0.40328253223915594,0.34372801875732706,0.10266287054094791,0.2132138670239491,0.315876737564897,0.12287723999330095,0.659604756322224,0.21750125607100987,68.81254631224424,0,0,0,12,12,12,0,0,67029.0,711.6360547828857,62.80338890768471,168.4165641987131
K84050,12,12,12,164849.0,13737.416666666666,0.3976728772369099,8253.0,5585.0,2668.0,0.0,50.06399796177107,0.6767236156549133,0.32327638434508665,0.0,0.0,5.77561287239554,85888,76901,2169,6818,65308,14854,1,716,5009,0,26291,8905,17512,9054,9220,8907,5998,24125,1,0,521.0101365492056,0.025253818926974664,0.7603856184798807,0.17294616244411326,0.30610795454545453,0.10368153874813711,0.2038934426229508,0.3075749813710879,0.1054163561847988,0.6136829359165424,0.28088906482861403,58.81400145035427,0,0,0,12,12,12,0,0,92712.0,562.4055954236908,44.95768101793039,136.18694632563222
K84051,12,12,12,231954.0,19329.5,0.2642897859770949,28474.0,10422.0,2444.0,15608.0,122.75709839019805,0.36601812179532206,0.08583268947109644,0.5481491887335815,0.0,74.10629917576506,114892,104492,6044,4356,64092,45680,3960,295,865,0,57820,6752,19088,11484,6454,4492,8767,19713,35,0,495.32234839666484,0.05260592556487832,0.5578456289384813,0.39759078090728683,0.5032552309995474,0.058768234515893185,0.16613863454374542,0.2249068690596386,0.0999547401037496,0.728162100059186,0.17157852591999442,79.14477717319818,0,0,0,12,12,12,0,0,109288.0,471.1623856454297,50.28961149316038,176.05446085194671
K84054,12,12,12,238341.0,19861.75,0.7943736085812588,7280.0,5249.0,2031.0,0.0,30.544471996005722,0.7210164835164835,0.2789835164835165,0.0,0.0,3.15401087522808,103479,95041,4077,4361,61238,29339,9245,738,2919,0,34334,8704,18878,20558,9394,4008,7593,20995,10,0,434.163656273994,0.03939929840837271,0.591791571236676,0.2835261260738894,0.3317967896867964,0.0841136849022507,0.18243315068757912,0.26654683558982983,0.19866832883966795,0.5983436252766262,0.20289140791851487,69.23084478566301,0,0,0,12,12,12,0,0,112062.0,470.1750852769771,55.291899695526766,155.56126137026
K84055,12,12,12,145960.0,12163.333333333334,0.3137643464618941,38093.0,28753.0,9340.0,0.0,260.98246094820496,0.7548105951224634,0.24518940487753654,0.0,0.0,19.93401248605106,53139,48730,2026,2383,38824,13724,329,258,4,0,11684,2462,9282,12018,6032,4364,7292,17688,5,0,364.065497396547,0.03812642315436873,0.7306121680874688,0.2582660569449933,0.21987617380831403,0.04633131974632568,0.1746739682718907,0.22100528801821637,0.22616157624343702,0.44088146182653043,0.33286286907920737,51.1923781386057,0,0,0,12,12,12,0,0,52282.0,358.1940257604823,31.55609303722516,91.89780568768964
K84056,12,12,12,62466.0,5205.5,0.6897873155776969,162.0,78.0,84.0,0.0,2.5934108154836233,0.48148148148148145,0.5185185185185185,0.0,0.0,0.838645420098315,38089,36966,722,401,30043,6740,0,1304,2,0,16197,1860,4898,4310,3719,3630,3474,10823,1,0,609.7557071046649,0.01895560398015175,0.7887579091076163,0.17695397621360498,0.4252408831946231,0.048832996403161015,0.1285935571949907,0.1774265535981517,0.11315602929979784,0.6026674367927748,0.28415027960828587,97.25375939233412,0,0,0,12,12,12,0,0,40669.0,651.0581756475523,62.974267054947035,172.6641841489469
K84058,12,12,12,96885.0,8073.75,0.6050129645635264,420.0,312.0,108.0,0.0,4.335036383341074,0.7428571428571429,0.2571428571428571,0.0,0.0,1.6731436506536097,46393,43039,1213,2141,32635,11931,0,1574,253,0,14964,2733,9206,7561,5325,3799,2788,11912,17,0,478.8460546008154,0.02614618584700278,0.7034466406569957,0.25717241825275367,0.3225486603582437,0.05890974931562951,0.19843510874485376,0.2573448580604833,0.1629771732804518,0.5798935184187269,0.2567628737093958,66.51975514893971,0,0,0,12,12,12,0,0,75359.0,777.8190638385715,76.34881645832071,183.9269399381185
K84059,12,12,12,148639.0,12386.583333333334,0.16940948693126814,20947.0,16667.0,4280.0,0.0,140.9253291531832,0.7956747983004726,0.2043252016995274,0.0,0.0,10.881627018291976,84401,75207,3157,6037,41858,18832,22019,1692,0,0,34583,7141,13063,9977,6149,5390,8045,19584,53,0,567.8254024852158,0.037404770085662495,0.49594199120863497,0.22312531842039787,0.4097463300197865,0.08460800227485456,0.15477304771270484,0.23938104998755938,0.11820949988744209,0.6491273800073459,0.23203516546012487,54.93510432626033,0,0,0,12,12,12,0,0,84269.0,566.9373448422016,57.93166425254869,165.21228508975645
K84060,12,12,12,74062.0,6171.833333333333,2.1919142717973696,6117.0,4848.0,1269.0,0.0,82.59296265291242,0.7925453653751839,0.2074546346248161,0.0,0.0,22.228467248464735,37748,32457,3014,2277,20873,14610,1562,181,522,0,15046,5121,9297,4540,2116,1072,545,3733,11,0,509.68107801571654,0.07984528981667903,0.5529564480237363,0.387040372999894,0.39859065380947334,0.13566281657306348,0.24629119423545617,0.38195401080851965,0.12027127265020664,0.780544664617993,0.0988926565645862,55.02593241038332,0,0,0,12,12,12,0,0,32450.0,438.1464178661122,28.555583775283264,84.57180879378262
K84062,12,12,12,118503.0,9875.25,0.6883287782164187,2808.0,1301.0,1507.0,0.0,23.695602642971064,0.4633190883190883,0.5366809116809117,0.0,0.0,2.763677329569883,53949,48640,2607,2702,29611,22966,141,1231,0,0,20521,3397,7400,5694,5977,5503,5451,16931,6,0,455.2542973595605,0.04832341656008452,0.5488702292906263,0.42569834473298857,0.38037776418469293,0.0629668761237465,0.13716658325455522,0.20013345937830174,0.10554412500695101,0.5805112235629947,0.3138334352814695,58.86332942827824,0,0,0,12,12,12,0,0,87291.0,736.6142629300524,61.05609572040226,214.59220996845875
K84063,12,12,12,144574.0,12047.833333333334,0.9060209208467177,924.0,604.0,320.0,0.0,6.391190670521671,0.6536796536796536,0.3463203463203463,0.0,0.0,2.6845419388708596,41100,35306,3181,2613,33725,7201,93,81,0,0,13335,1934,5263,8771,6034,3368,2392,11794,3,0,284.2834811238535,0.07739659367396594,0.8205596107055961,0.17520681265206814,0.32445255474452556,0.047055961070559614,0.1280535279805353,0.1751094890510949,0.21340632603406326,0.4995620437956204,0.2869586374695864,38.539651258302555,0,0,0,12,12,12,0,0,54446.0,376.5960684493754,36.277954726601024,118.3619388640169
K84065,12,12,12,39023.0,3251.9166666666665,0.7946210268948656,88.0,48.0,40.0,0.0,2.2550803372370143,0.5454545454545454,0.45454545454545453,0.0,0.0,1.3676464430615825,13158,12432,413,313,10299,2809,0,50,0,0,4213,772,3646,2686,1006,471,364,1841,0,0,337.1857622427799,0.03138774889800881,0.782717738258094,0.21348229214166287,0.3201854385164919,0.05867153062775498,0.277093783249734,0.335765313877489,0.2041343669250646,0.6559507523939808,0.13991488068095456,60.26611302116275,0,0,0,12,12,12,0,0,30343.0,777.5670758270763,62.10932957140489,169.51298200863744
K84071,12,12,12,125871.0,10489.25,0.5089302861532552,31808.0,23770.0,8038.0,0.0,252.7031643508036,0.7472962776659959,0.252703722334004,0.0,0.0,23.96247693855141,78149,74824,1762,1563,73065,4813,0,216,55,0,45557,2467,8651,9091,5672,3664,3033,12369,14,0,620.8658070564308,0.02254667366185108,0.9349447849620597,0.06158748032604384,0.5829505176009929,0.03156790234040103,0.11069879333068881,0.14226669567108985,0.1163290637116278,0.7252172132720828,0.15827457804962317,71.30119067156423,0,0,0,12,12,12,0,0,53777.0,427.2389986573555,43.05586034492736,144.9487308497691
K84072,12,12,12,141391.0,11782.583333333334,0.470971056687789,9954.0,8139.0,1815.0,0.0,70.40052054232589,0.8176612417118746,0.18233875828812537,0.0,0.0,21.67525613043233,80636,75892,2747,1997,37084,40552,0,2913,87,0,29823,5249,16190,9578,7321,4994,7463,19778,18,0,570.3050406320062,0.03406666997370901,0.4598938439406717,0.5029019296592093,0.3698472146435835,0.0650949947914083,0.20077880847264248,0.2658738032640508,0.1187806934867801,0.6357210179076344,0.24527506324718487,66.79962944323755,0,0,0,12,12,12,0,0,74053.0,523.7462073257846,60.21370656675518,261.35068505081983
K84075,12,12,12,147089.0,12257.416666666666,0.5220417633410672,23983.0,15974.0,8009.0,0.0,163.05094194671253,0.6660551223783513,0.33394487762164865,0.0,0.0,41.699801873380814,66562,61535,2126,2901,37676,27028,0,1858,0,0,27052,5427,12033,8473,5255,3714,4581,13550,27,0,452.5287411023258,0.031940146029265946,0.5660286650040564,0.4060575102911571,0.40641807637991645,0.0815330068207085,0.1807788227517202,0.2623118295724287,0.12729485291908296,0.6687299059523452,0.2035696042787176,61.98143652147523,0,0,0,12,12,12,0,0,71164.0,483.8159209730163,73.89263805621653,408.608119902803
K84078,12,12,12,141146.0,11762.166666666666,6.954478196535817,1121.0,738.0,383.0,0.0,7.942130843240332,0.6583407671721677,0.3416592328278323,0.0,0.0,1.2564021842437452,28167,26432,1488,247,22401,5766,0,0,0,0,7959,3927,13004,3012,234,18,8,260,5,0,199.55932155356865,0.052827777186068806,0.7952923634039833,0.20470763659601662,0.2825647033762914,0.13941846842049208,0.4616750097631981,0.6010934781836902,0.10693364575567153,0.8836581815599815,0.009230659992189442,31.709711821108353,0,0,0,12,12,12,0,0,46748.0,331.2031513468324,39.204187700447605,126.3140525900074
K84079,12,12,12,111039.0,9253.25,1.6104626026805013,21135.0,16613.0,4522.0,0.0,190.33852970577905,0.7860421102436717,0.21395788975632837,0.0,0.0,15.67225325501267,58662,55150,1177,2335,50967,7041,366,208,80,0,34573,2394,5240,4939,4124,3635,3740,11499,17,0,528.3008672628536,0.02006409600763697,0.8688247928812519,0.12002659302444513,0.5893593808598411,0.04081006443694385,0.08932528723875763,0.13013535167570148,0.08419419726569159,0.7194947325355426,0.1960212744195561,60.617080786886845,0,0,0,12,12,12,0,0,37051.0,333.67555543547763,27.86080729339304,106.21671142143259
K84080,12,12,12,160734.0,13394.5,3.1051677243880325,4182.0,2498.0,1684.0,0.0,26.01814177460898,0.5973218555714969,0.4026781444285031,0.0,0.0,5.524691683311048,66590,62175,3047,1368,33201,32966,11,173,239,0,32181,3011,9713,10424,5984,3442,1691,11117,144,0,414.2869585775256,0.045757621264454124,0.4985883766331281,0.49505931821594834,0.4832707613755819,0.045216999549481905,0.1458627421534765,0.1910797417029584,0.1565400210241778,0.6743505030785403,0.166946989037393,55.56215863195641,0,0,0,12,12,12,0,0,67861.0,422.19443303843616,40.01935317793441,111.39486964664451
K84605,12,12,12,78793.0,6566.083333333333,6.636687858582727,1687.0,1256.0,431.0,0.0,21.410531392382573,0.7445168938944873,0.2554831061055127,0.0,0.0,3.7438361691189472,23976,22844,643,489,12454,11459,0,63,0,0,10138,2143,4490,3802,1902,916,584,3402,1,0,304.2909903163987,0.026818485151818484,0.5194361027694361,0.4779362696029363,0.4228395061728395,0.08938104771438105,0.1872706039372706,0.2766516516516516,0.15857524190857525,0.6994911578244911,0.14189189189189189,46.07212891773212,0,0,0,12,12,12,0,0,23342.0,296.2445902554795,41.06133424434957,107.2619619979942
K84610,12,12,12,64773.0,5397.75,1.6173497518838449,604.0,402.0,202.0,0.0,9.32487301807852,0.6655629139072847,0.3344370860927152,0.0,0.0,2.019125594821071,41311,36732,3160,1419,27871,13148,180,112,0,0,18108,2381,7607,5319,4051,2259,1584,7894,2,0,637.7811742547049,0.07649294376800368,0.6746629227082375,0.3182687419815545,0.4383336157439907,0.05763598073152429,0.18413981748202657,0.24177579821355086,0.12875505313354796,0.6801094139575415,0.1910871196533611,103.72540583976269,0,0,0,12,12,12,0,0,47713.0,736.6186528337424,58.879820050026844,194.3428935376295
K84613,12,12,12,258744.0,21562.0,0.36385408990420043,9784.0,9686.0,98.0,0.0,37.813437219800264,0.9899836467702371,0.010016353229762878,0.0,0.0,5.403695248982784,71750,66804,3637,1309,60560,11072,0,118,0,0,17117,4764,27027,11678,4173,3170,3782,11125,39,0,277.3011161611477,0.05068989547038327,0.8440418118466899,0.1543135888501742,0.23856445993031358,0.066397212543554,0.3766829268292683,0.4430801393728223,0.1627595818815331,0.6816445993031359,0.15505226480836237,41.114301256530844,0,0,0,12,12,12,0,0,120026.0,463.8793556565563,46.72266783762918,130.18134980295872
K84618,12,12,12,102750.0,8562.5,0.3037028384534517,6019.0,1438.0,4581.0,0.0,58.579075425790755,0.238910117959794,0.761089882040206,0.0,0.0,4.835262240528098,43482,39811,2263,1408,27000,12322,1934,1774,452,0,15770,1858,6253,5269,5020,4763,4537,14320,12,0,423.1824817518248,0.0520445241709213,0.620946598592521,0.2833816291798905,0.3626788096223725,0.042730325192033486,0.14380663262959387,0.18653695782162735,0.12117657881422197,0.5492157674439998,0.3293316774757371,44.12948733818042,0,0,0,12,12,12,0,0,55674.0,541.8394160583941,54.52612823852624,136.53823769060642
K84624,12,12,12,130950.0,10912.5,0.6612917836760576,23162.0,17037.0,6125.0,0.0,176.8766704849179,0.7355582419480183,0.26444175805198167,0.0,0.0,17.671624508071492,56846,52475,1514,2857,30425,16471,8243,1534,173,0,19158,4750,14303,6936,4682,3014,3991,11687,12,0,434.1046200840015,0.026633360306793794,0.5352179572881117,0.2897477395067375,0.33701579706575663,0.0835590894697956,0.2516096119339971,0.33516870140379273,0.12201386201315836,0.6721844984695493,0.20559054287021075,51.064070818359454,0,0,0,12,12,12,0,0,36469.0,278.49560901107293,26.992457875817824,98.44984896760047
L81004,12,12,12,210896.0,17574.666666666668,0.33639318091111237,58390.0,44587.0,13803.0,0.0,276.8663227372733,0.7636067819832163,0.2363932180167837,0.0,0.0,17.942273979471523,86535,79895,2399,4241,61974,20544,2995,766,256,0,23751,7388,19424,10440,16007,5192,4324,25523,9,0,410.32072680373267,0.02772288669324551,0.7161726469058762,0.2374068296065176,0.27446697867914716,0.0853758594788236,0.2244640896746981,0.3098399491535217,0.12064482579303172,0.5843069278326689,0.294944242214133,46.88150701875659,0,0,0,12,12,12,0,0,91175.0,432.32209240573553,32.878834871656096,109.18466465941657
