practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_outcome_complete_months,cbt003_007_comparable_months,cbt003_answered_calls,cbt007_answered_calls,cbt_missed_calls,cbt_ivr_calls,cbt_callback_requests,cbt_answered_share_cbt003,cbt_answered_share_cbt007_sensitivity,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share,cbt003_007_relative_difference
J82128,12,12,12,102669.0,8555.75,0.36402066697980273,2039.0,1731.0,308.0,0.0,19.8599382481567,0.8489455615497793,0.1510544384502207,0.0,0.0,6.190595641911394,40427,37237,1646,1544,35142,3226,213,0,1846,0,12793,1847,5639,8580,4827,4240,2500,11567,1,0,393.7605314164938,0.04071536349469414,0.8692705370173399,0.07979815469859253,0.31644692903257726,0.04568728819848121,0.13948598708783733,0.18517327528631855,0.2122343978034482,0.5016202043188958,0.2861206619338561,42.45563524478068,0,0,0,12,12,12,0,0,67892.0,661.2706854065005,88.60935862442564,223.63851599822635,12,12,33067.0,33068.0,11077.0,17829.0,5918.0,0.487052966476168,0.4870676957520768,0.1631561892417369,0.26260826017792965,0.08716785482825665,3.02416306287235e-05
J82129,12,12,12,89484.0,7457.0,0.454971229760471,734.0,539.0,195.0,0.0,8.202583702114344,0.7343324250681199,0.2656675749318801,0.0,0.0,1.8465268710329725,30121,27777,1157,1187,26649,2363,4,1105,0,0,7132,2136,6800,6972,3087,1527,2452,7066,15,0,336.6076617048858,0.038411739318083726,0.884731582616779,0.07845025065568872,0.2367783274127685,0.0709139802795392,0.2257561169947877,0.2966700972743269,0.23146641877759702,0.5334484246870954,0.23458716510076028,67.62667337659605,0,0,0,12,12,12,0,0,50038.0,559.1837646953645,55.96866300042855,155.58328472085577,12,12,34022.0,34024.0,4608.0,8994.0,2396.0,0.6799232583236741,0.6799632279467605,0.09209001159119069,0.17974339501978495,0.047883608457572245,5.878549174063841e-05
J82131,12,12,12,146633.0,12219.416666666666,0.18016542461714846,17697.0,15974.0,1723.0,0.0,120.68906726316723,0.9026388653444086,0.09736113465559135,0.0,0.0,27.246074498190357,105517,99615,1589,4313,46023,24720,29674,246,4854,0,42927,10570,18985,15676,9578,4229,3521,17328,31,0,719.5992716509926,0.015059184775912886,0.4361666840414341,0.2342750457272288,0.40682544045035396,0.10017343176928836,0.17992361420434622,0.2800970459736346,0.14856373854449995,0.6869224864239886,0.1642199835097662,102.88887048485627,0,0,0,12,12,12,0,0,58341.0,397.870874905376,38.38004853088567,85.90123215594025,12,12,27166.0,27189.0,7488.0,16322.0,7340.0,0.4656416585248796,0.4660358924255669,0.12834884558029516,0.27976894465298846,0.12581203613239403,0.0008466465434734594
J82132,12,12,12,167180.0,13931.666666666666,1.244541484716157,2897.0,2272.0,625.0,0.0,17.328627826295012,0.784259578874698,0.21574042112530203,0.0,0.0,3.157076219741062,63557,57636,3447,2474,52652,10322,11,565,7,0,21767,2380,14871,9132,4901,3515,6945,15361,46,0,380.1710730948678,0.05423478137734632,0.8284217316739305,0.1624053998772755,0.34247997860188495,0.037446701386157306,0.23397894803090138,0.2714256494170587,0.14368204918419686,0.6139056280189437,0.24168856302216907,57.40281076950119,0,0,0,12,12,12,0,0,126020.0,753.7983012322048,63.71291376914205,174.6117257111091,12,12,59029.0,59064.0,10658.0,48713.0,7576.0,0.4684097762259959,0.46868750991906044,0.08457387716235518,0.3865497540073004,0.060117441675924456,0.0005929288993545545
J82134,12,12,12,298861.0,24905.083333333332,0.6522870062827644,35410.0,33713.0,1697.0,0.0,118.48317445233738,0.9520756848347924,0.04792431516520757,0.0,0.0,31.416633007579488,171106,156653,4847,9606,70529,74978,20797,4555,247,0,85924,10659,22927,17386,20475,9983,3703,34161,49,0,572.5270276148443,0.028327469521816886,0.41219477984407327,0.4381962058606945,0.5021682465839888,0.06229471789417086,0.13399296342618025,0.19628768132035113,0.10160952859630872,0.69845592790434,0.19964817130901313,53.273040768952086,0,0,0,12,12,12,0,0,144115.0,482.2141396836657,49.6420994315399,124.8397567527914,12,12,39658.0,39885.0,17472.0,52094.0,34664.0,0.2751830135655553,0.27675814453734865,0.12123651250737258,0.3614752107691774,0.24053013218610136,0.005723939684300771
J82142,12,12,12,141398.0,11783.166666666666,0.36580178647384093,4176.0,2542.0,1634.0,0.0,29.533656770251348,0.6087164750957854,0.3912835249042146,0.0,0.0,4.058550185424324,64662,60653,1950,2059,46798,17427,436,0,1,0,28558,2811,10906,7654,5744,5577,3341,14662,71,0,457.30491237499825,0.030156815440289506,0.7237326404998299,0.26950913983483343,0.4416504283814296,0.043472209334694256,0.16866165599579352,0.21213386533048778,0.11836936686152609,0.6537842937119174,0.22674832204385884,58.42086436213402,0,0,0,12,12,12,0,0,77584.0,548.6923435975049,36.84853758704762,169.09187947663008,12,12,34306.0,34311.0,5978.0,19717.0,17470.0,0.4421787997525263,0.4422432460301093,0.07705196947824294,0.254137451020829,0.22517529387502577,0.0001457470996327173
J82144,12,12,12,327422.0,27285.166666666668,0.5333728424327727,90625.0,51859.0,38766.0,0.0,276.7834782024421,0.5722372413793103,0.42776275862068963,0.0,0.0,26.04152405012602,128783,107619,8002,13162,71490,34322,20756,2055,160,0,58829,7126,16987,14545,11237,12768,6959,30964,332,0,393.32421156794595,0.06213553031067765,0.5551198527755993,0.26651033133255164,0.4568071872840359,0.05533339027666695,0.1319040556595203,0.18723744593618724,0.11294192556470962,0.6440446332202232,0.24043546120217732,44.09653256323993,0,0,0,12,12,12,0,0,113991.0,348.1470396002712,37.63306177732891,118.23052746458478,12,12,42946.0,42949.0,15662.0,35430.0,19895.0,0.3767490415910028,0.37677535945820284,0.13739681202901982,0.3108140116324973,0.17453132264827925,6.985516695384902e-05
J82149,12,12,12,201801.0,16816.75,0.5169954837176135,10690.0,7413.0,3277.0,0.0,52.97297833013712,0.6934518241347053,0.30654817586529465,0.0,0.0,13.740937600750355,97237,88848,4195,4194,60325,29766,0,0,7146,0,47406,6336,15672,13517,8563,3221,2467,14251,55,0,481.84597697731925,0.043142013842467374,0.6203914147906661,0.30611804148626554,0.4875304667976182,0.0651603813363226,0.16117321595688883,0.22633359729321142,0.13901087034770715,0.7138640640908296,0.1465594372512521,62.48419705389069,0,0,0,12,12,12,0,0,116275.0,576.1864410979133,60.80720134801518,167.54058838781003,12,12,36824.0,36947.0,12788.0,39727.0,26813.0,0.31669748441195444,0.3177553214362503,0.10998064932272629,0.3416641582455386,0.23059987099548485,0.0033402129046274168
J82150,12,12,12,142203.0,11850.25,0.3788835564536499,32057.0,29047.0,3010.0,0.0,225.43124969234123,0.9061047509124373,0.09389524908756278,0.0,0.0,45.61001320483593,96416,85181,3683,7552,71699,10357,8103,1,6256,0,36910,5997,21795,14331,7516,4952,4779,17247,136,0,678.0166381862549,0.03819905409890475,0.743642134085629,0.10741993030202455,0.3828202787919018,0.06219922004646532,0.22605169266511782,0.28825091271158315,0.1486371556588118,0.6710711915034849,0.17888109857285098,68.83585486563611,0,0,0,12,12,12,0,0,63216.0,444.5475833843168,40.83694282868586,109.7635398546849,12,12,36806.0,36869.0,5784.0,16145.0,4382.0,0.5822260187294356,0.5832226018729436,0.0914958238420653,0.2553942039989876,0.06931789420399899,0.001711677443895017
J82151,12,12,12,65892.0,5491.0,0.7163850110213078,1292.0,1011.0,281.0,0.0,19.607843137254903,0.7825077399380805,0.21749226006191952,0.0,0.0,3.3238737041689244,37059,34285,710,2064,27285,511,6865,46,2352,0,19099,2908,4076,4340,2823,1247,2538,6608,28,0,562.4203241668184,0.01915863892711622,0.7362583987695297,0.0137888232278259,0.5153673871394263,0.07846946760570982,0.10998677784074044,0.18845624544645026,0.11711055344180901,0.7038236325858765,0.17831026201462533,59.797936066962954,0,0,0,12,12,12,0,0,52061.0,790.0959145268014,85.18054433763596,300.15302530014776,12,12,34446.0,34453.0,1713.0,13540.0,2355.0,0.6616469141968075,0.6617813718522503,0.03290370911046657,0.2600795220990761,0.045235396938207106,0.00020321662892643558
J82155,12,12,12,750523.0,62543.583333333336,0.2751823883271471,57599.0,50905.0,6694.0,0.0,76.74514971559832,0.8837827045608431,0.11621729543915693,0.0,0.0,21.70630545183969,367056,338603,16919,11534,185884,100417,76391,1203,3161,0,159019,16743,63733,58139,34982,20702,12920,68604,818,0,489.06695730843694,0.04609378405474914,0.5064186391177368,0.2735740595440478,0.4332281722679918,0.045614293186870665,0.17363290615056012,0.21924719933743078,0.15839272481583191,0.6524753716054226,0.18690336079508305,57.352018758674596,0,0,0,12,12,12,0,0,414230.0,551.9217932028732,58.79722523166544,519.7460397740791,12,12,136635.0,136742.0,38150.0,205542.0,33794.0,0.32985298022837556,0.3301112908287666,0.09209859256934554,0.49620259276247497,0.08158269560389156,0.0007831082811871043
J82163,12,12,12,203982.0,16998.5,0.3008317112015573,28032.0,25685.0,2347.0,0.0,137.42389034326558,0.9162742579908676,0.08372574200913242,0.0,0.0,33.85186827279763,119021,102799,7932,8290,58992,51596,1151,6441,841,0,51592,8536,14811,10772,7100,7569,18548,33217,93,0,583.487758723809,0.06664370153166248,0.4956436259147545,0.4335033313448887,0.43346972383024845,0.0717184362423438,0.12444022483427294,0.19615866107661672,0.09050503692625671,0.6296283849068651,0.27908520345149174,83.53356077506777,0,0,0,12,12,12,0,0,94625.0,463.8889705954447,43.340322838334025,94.44094027551239,12,12,58297.0,58304.0,9272.0,19113.0,7936.0,0.6160845442536328,0.6161585204755614,0.09798678996036989,0.2019867899603699,0.08386789960369881,0.00012007478944027994
J82178,12,12,12,153680.0,12806.666666666666,0.5993690851735016,17625.0,12661.0,4964.0,0.0,114.68636127017179,0.7183546099290781,0.281645390070922,0.0,0.0,31.453114338924603,90964,82552,5592,2820,43095,47580,0,170,119,0,41425,9623,22167,9436,3663,2722,1925,8310,3,0,591.9052576782925,0.06147486917901587,0.4737588496548085,0.5230640693021416,0.45539993843718396,0.10578910338155754,0.24368981135394222,0.34947891473549975,0.10373334505958401,0.8048788531726837,0.09135482168770064,61.98767687301129,0,0,0,12,12,12,0,0,71191.0,463.2418011452369,33.98907123064154,147.2638783855848,12,12,41418.0,41419.0,2272.0,23399.0,4080.0,0.5817870236406287,0.5818010703600174,0.031914146451096345,0.3286791869758818,0.05731061510584203,2.414409194070211e-05
J82194,12,12,12,163392.0,13616.0,0.44892552251987045,10747.0,8127.0,2620.0,0.0,65.77433411672543,0.7562110356378524,0.2437889643621476,0.0,0.0,13.155984493293813,66767,62174,2610,1983,34566,16958,14011,134,1098,0,17597,12364,13444,9617,6879,3938,2915,13732,13,0,408.6307775166471,0.03909116779247233,0.5177108451780071,0.2539877484385999,0.2635583446912397,0.1851813021402789,0.2013569577785433,0.3865382599188222,0.14403822247517487,0.6500966046100619,0.20567046594874713,53.97327081239095,0,0,0,12,12,12,0,0,99956.0,611.7557775166471,63.44900556114314,150.07071431657573,12,12,54668.0,54702.0,7945.0,33231.0,3979.0,0.5469206450838369,0.5472607947496899,0.07948497338829084,0.33245628076353595,0.039807515306734965,0.0006219360503402356
J82196,12,12,12,183725.0,15310.416666666666,0.22197558268590456,57656.0,47220.0,10436.0,0.0,313.8168458293645,0.8189954211183571,0.18100457888164284,0.0,0.0,53.73896229361057,104546,93259,5803,5484,54093,35045,12245,3106,57,0,42684,7762,20536,16013,6374,3766,7375,17515,36,0,569.0352428901891,0.0555066669217378,0.5174086048246704,0.33521129454976756,0.40827960897595317,0.07424483002697377,0.19643027949419395,0.2706751095211677,0.153167026954642,0.6789547184971209,0.16753390851873817,56.68225680886007,0,0,0,12,12,12,0,0,86274.0,469.58225608926386,33.530225207364715,78.14743072627812,12,12,38243.0,38261.0,5625.0,27590.0,14728.0,0.4432737557085565,0.44348239330505135,0.06519924890465262,0.3197950715163317,0.1707119178431509,0.00047067437178045655
J82198,12,12,12,76039.0,6336.583333333333,0.8773329079598022,6179.0,3384.0,2795.0,0.0,81.26093189021424,0.5476614338889788,0.4523385661110212,0.0,0.0,7.215380593907205,41638,36063,1632,3943,18664,6458,16339,172,5,0,19956,3855,6273,4308,2966,2467,1547,6980,266,0,547.5874222438486,0.03919496613670205,0.44824439214179357,0.1550987079110428,0.47927374033334935,0.09258369758393775,0.1506556510879485,0.24323934867188626,0.10346318266967673,0.7225130890052356,0.1676353331091791,53.054524740559856,0,0,0,12,12,12,0,0,43660.0,574.1790397033102,78.89190327296384,257.46788209571866,12,12,21542.0,21631.0,7258.0,13347.0,1421.0,0.49340357306459004,0.4954420522217132,0.16623912047640862,0.30570316078790655,0.03254695373339441,0.0041314641166094145
J82199,12,12,12,223007.0,18583.916666666668,4.484803558191253,12529.0,9151.0,3378.0,0.0,56.182092938786674,0.7303855056269455,0.2696144943730545,0.0,0.0,8.866107619931485,69810,63391,3942,2477,51706,2453,12159,0,3492,0,36075,4014,8737,9604,6880,2698,1763,11341,39,0,313.03950100221067,0.05646755479157714,0.7406675261423865,0.03513823234493626,0.5167597765363129,0.05749892565535024,0.12515398939979946,0.1826529150551497,0.13757341355106717,0.6994126915914626,0.1624552356395932,33.17390817350725,0,0,0,12,12,12,0,0,71819.0,322.04818682821616,34.22126019182987,141.08486440187164,12,12,45551.0,45551.0,2862.0,22048.0,1358.0,0.6342472047786797,0.6342472047786797,0.03985017892201228,0.3069939709547613,0.01890864534454671,0.0
J82201,12,12,12,96212.0,8017.666666666667,0.6680110915049156,3241.0,2002.0,1239.0,0.0,33.68602669105725,0.6177105831533477,0.38228941684665224,0.0,0.0,3.886938413643774,64076,57787,2025,4264,34449,7911,19406,2277,33,0,29803,2963,6486,4792,5316,4863,9824,20003,29,0,665.9876106930528,0.0316030963231163,0.5376271927086584,0.12346276296897435,0.46511954553967166,0.04624196266933017,0.1012235470378925,0.14746550970722266,0.07478619139771521,0.6125850552468943,0.3121761658031088,63.07001340609782,0,0,0,12,12,12,0,0,60942.0,633.4137113873529,46.68156908489241,174.2788949742337,12,12,33448.0,33481.0,5114.0,21383.0,678.0,0.5488497259689541,0.5493912244429129,0.08391585441895573,0.35087460208066684,0.011125332283154475,0.0009866060751016503
J82207,12,12,12,136419.0,11368.25,0.761354686269362,5799.0,2254.0,3545.0,0.0,42.50874145097091,0.3886877047766856,0.6113122952233143,0.0,0.0,10.952668221003027,54825,49482,3565,1778,38274,12426,2267,1806,52,0,21032,3350,8132,8037,5662,4737,3762,14161,113,0,401.8868339454182,0.0650250797993616,0.6981121751025992,0.2266484268125855,0.3836206110351117,0.061103511171910624,0.1483264933880529,0.20943000455996352,0.146593707250342,0.5930506155950752,0.25829457364341085,54.15515002298046,0,0,0,12,12,12,0,0,64317.0,471.4665845666659,43.5591535025121,142.77888899651634,12,12,51639.0,51655.0,1398.0,11100.0,164.0,0.8028825971360605,0.8031313649579427,0.02173608843696068,0.1725826764308037,0.002549870174292955,0.0003098433354635063
J82208,12,12,12,88779.0,7398.25,1.173901173901174,3153.0,2286.0,867.0,0.0,35.51515561112425,0.725023786869648,0.27497621313035203,0.0,0.0,7.357809622166115,62253,55981,1891,4381,42957,988,11234,3714,3360,0,23851,5759,12854,10167,3794,2262,3546,9602,20,0,701.2131247254418,0.030376046134322845,0.690039034263409,0.01587072108974668,0.3831301302748462,0.09250959793102341,0.2064800089955504,0.29898960692657384,0.16331743048527783,0.68211973720142,0.15424156265561498,76.1415159153305,0,0,0,12,12,12,0,0,55571.0,625.9475776929229,56.94497894796102,235.05245980658083,12,12,34058.0,34058.0,5861.0,11280.0,4372.0,0.6128736211333249,0.6128736211333249,0.10546867970704145,0.20298357056738225,0.07867412859225136,0.0
J82640,12,12,12,85835.0,7152.916666666667,0.8885754583921015,1374.0,828.0,546.0,0.0,16.00745616589969,0.6026200873362445,0.39737991266375544,0.0,0.0,2.5902609432807275,44992,43039,892,1061,37774,620,6380,211,7,0,17723,1815,9591,4545,3662,5067,1661,10390,928,0,524.1684627482962,0.01982574679943101,0.8395714793741109,0.01378022759601707,0.3939144736842105,0.04034050497866287,0.21317123044096728,0.2535117354196301,0.1010179587482219,0.6474262091038406,0.23092994310099574,71.08326745779718,0,0,0,12,12,12,0,0,49568.0,577.4800489310887,32.573997395938584,84.56813455899908,12,12,38443.0,38452.0,2106.0,7643.0,1355.0,0.7755608457069076,0.7757424144609425,0.04248708844415752,0.15419222078760492,0.027336184635248548,0.000234112842390032
J82646,12,12,12,202780.0,16898.333333333332,0.2666350654737216,5306.0,3909.0,1397.0,0.0,26.166288588618208,0.7367131549189597,0.26328684508104033,0.0,0.0,3.3499166604741415,78194,68725,5181,4288,58338,17539,2026,279,12,0,18371,7800,16493,12856,10851,7081,4623,22555,119,0,385.6100207121018,0.06625828068649768,0.746067473207663,0.22430109727089034,0.2349412998439778,0.09975189912269483,0.21092411182443666,0.3106760109471315,0.16441159168222627,0.5456173107911093,0.2884492416297926,43.661837375101726,0,0,0,12,12,12,0,0,139333.0,687.1141138179307,65.77424711507467,171.77647373542084,12,12,62977.0,62990.0,19006.0,41510.0,15827.0,0.4519891195911952,0.45208242124981163,0.13640702489718876,0.2979193730128541,0.11359118084014555,0.0002064245676993188
J83006,12,12,12,130877.0,10906.416666666666,0.3215138710270072,93.0,39.0,54.0,0.0,0.7105908601205713,0.41935483870967744,0.5806451612903226,0.0,0.0,0.2910239856101997,62326,58701,1329,2296,42124,17690,238,1251,1023,0,21258,3567,18328,9195,3332,2348,3604,9284,694,0,476.2181284717712,0.021323364246061034,0.6758656098578443,0.2838301832301126,0.3410775599268363,0.05723133202836697,0.2940666816416905,0.3512980136700574,0.1475307255399031,0.6923755735968937,0.14895870102364983,84.55900703653228,0,0,0,12,12,12,0,0,83096.0,634.9167538986987,65.89588036915146,246.86800527379512,12,12,51117.0,51122.0,8045.0,19981.0,3948.0,0.6151559641860017,0.615216135554058,0.09681573120246462,0.24045682102628285,0.04751131221719457,9.781481698847741e-05
J83009,12,12,12,179705.0,14975.416666666666,0.29530201342281875,14654.0,10354.0,4300.0,0.0,81.54475390222865,0.7065647604749556,0.29343523952504436,0.0,0.0,29.238373019819036,87327,79024,3831,4472,70784,5532,5351,0,5660,0,25028,4765,12246,12360,11501,9752,11656,32909,19,0,485.94641217550986,0.04386959359648219,0.8105625980510037,0.06334810539695626,0.28660093670915066,0.05456502570797119,0.14023154350888042,0.19479656921685162,0.14153698168951184,0.4813975059260023,0.37684793935438066,64.46785259706324,0,0,0,12,12,12,0,0,99687.0,554.7258006176789,61.1761627017213,159.1879374947357,12,12,48787.0,48814.0,12038.0,30523.0,8308.0,0.489401827720766,0.4896726754742344,0.12075797245378034,0.3061883695968381,0.08334085688204079,0.0005534261176132986
J83011,12,12,12,172680.0,14390.0,0.2913227439827981,38200.0,31735.0,6465.0,0.0,221.21843873059996,0.8307591623036649,0.16924083769633508,0.0,0.0,31.726203957287876,109852,102428,1014,6410,47838,55509,876,3172,2457,0,65142,4923,13594,12123,6487,4458,3084,14029,41,0,636.1593699328237,0.009230601172486618,0.43547682336234206,0.5053071405163311,0.5929978516549539,0.04481484178713178,0.12374831591595965,0.16856315770309144,0.11035757200597167,0.7615610093580454,0.12770818920001456,55.631523904933054,0,0,0,12,12,12,0,0,63336.0,366.78248783877694,31.808938499502236,68.84172171009658,12,12,31731.0,31754.0,4786.0,21502.0,5280.0,0.5009946949602122,0.5013578375647341,0.0755652393583428,0.33949096880131363,0.08336491095111785,0.0007248432132614793
J83013,12,12,12,93769.0,7814.083333333333,0.4104669061056952,23712.0,19900.0,3812.0,0.0,252.87675031193677,0.8392375168690959,0.1607624831309042,0.0,0.0,11.729925611421418,49654,45813,1364,2477,34199,14571,0,0,884,0,17349,1686,5611,7197,7153,6194,4464,17811,0,0,529.5353475029061,0.027470093043863535,0.6887461231723527,0.2934506786965803,0.34939783300439037,0.03395496838119789,0.11300197365771136,0.14695694203890924,0.1449430055987433,0.4963547750432996,0.35870221935795704,63.93300478183214,0,0,0,12,12,12,0,0,46793.0,499.02419776258677,34.37177261309786,108.76087634247386,12,12,34260.0,34279.0,4984.0,7401.0,126.0,0.7321607932810463,0.7325668369200521,0.10651165772658304,0.15816468275169362,0.002692710448143953,0.0005545826036193812
J83018,12,12,12,215976.0,17998.0,0.2883602284700272,57772.0,48997.0,8775.0,0.0,267.4926843723377,0.8481098109810981,0.1518901890189019,0.0,0.0,29.09486780674441,139596,129533,3368,6695,66507,45060,18730,2099,7200,0,65163,9011,25516,15909,7730,5473,10730,23933,64,0,646.3495943993777,0.024126765809908593,0.4764248259262443,0.32278861858505975,0.4667970428952119,0.064550560187971,0.1827846070087968,0.24733516719676782,0.11396458351242156,0.7141322100919797,0.17144474053697814,78.48905100414692,0,0,0,12,12,12,0,0,91486.0,423.59336222543243,45.10078976443347,108.70201935357744,12,12,39313.0,39330.0,9162.0,32149.0,9927.0,0.4297160221236036,0.42990184290492534,0.1001464704982183,0.35140895874778655,0.10850840565769626,0.0004324269325668354
J83029,12,12,12,105738.0,8811.5,0.6547753443215173,183.0,83.0,100.0,0.0,1.7306928445781082,0.453551912568306,0.546448087431694,0.0,0.0,0.3740562716015663,47117,41754,1894,3469,41668,4807,135,0,507,0,10154,2980,6933,5314,4455,6115,11148,21718,18,0,445.60139212014604,0.040197805462996374,0.8843517201859201,0.10202262453042427,0.21550608060784854,0.06324681112974086,0.14714434280620584,0.2103911539359467,0.11278307192732984,0.42589723454379524,0.4609376658106416,68.31571996000618,0,0,0,12,12,12,0,0,72184.0,682.6684824755528,59.339110060954546,150.08242925463367,12,12,50334.0,50337.0,1808.0,16398.0,3641.0,0.6973013410173999,0.6973429014740109,0.02504710185082567,0.2271694558350881,0.05044054084007536,5.960185957801883e-05
J83030,12,12,12,228052.0,19004.333333333332,0.6382422181532827,17335.0,14659.0,2676.0,0.0,76.01336537280972,0.8456302278627055,0.1543697721372945,0.0,0.0,14.425421367209935,210154,184300,2285,23569,88502,52170,52530,4441,12511,0,72778,11949,26975,25348,21312,20190,31334,72836,268,0,921.5178994264465,0.010872978863119427,0.42112926710888204,0.24824652397765448,0.3463079456017968,0.05685830391046566,0.12835825156789782,0.18521655547836346,0.1206163099441362,0.5315245010801602,0.34658393368672497,115.12537180306462,0,0,0,12,12,12,0,0,109242.0,479.0223282409275,47.397599569912515,105.7460860312355,12,12,29459.0,29808.0,10250.0,40660.0,28206.0,0.26966734406180776,0.2728620860108749,0.09382838102561286,0.3722011680489189,0.2581973966057011,0.011846973760141212
J83039,12,12,12,166701.0,13891.75,0.2736372146611939,12370.0,10909.0,1461.0,0.0,74.20471382895124,0.8818916734033954,0.11810832659660468,0.0,0.0,22.8144518038137,72050,65187,2761,4102,62606,3030,3907,856,1651,0,25727,2958,13155,9911,5642,5898,8756,20296,3,0,432.21096454130446,0.0383206106870229,0.8689243580846634,0.04205412907702984,0.3570714781401804,0.04105482303955586,0.18258154059680778,0.22363636363636363,0.13755725190839696,0.5807078417765441,0.2816932685634976,55.19028649814814,0,0,0,12,12,12,0,0,90223.0,541.2265073394881,56.446325479979755,257.34843075744936,12,12,41562.0,41562.0,9305.0,24929.0,14125.0,0.46065859038161,0.46065859038161,0.10313334737262117,0.2763042683129579,0.15655653214812187,0.0
J83040,12,12,12,298295.0,24857.916666666668,0.19303466580873482,10679.0,7682.0,2997.0,0.0,35.80013074305637,0.7193557449199364,0.2806442550800637,0.0,0.0,3.468764645133827,162120,146608,6234,9278,93031,51743,10613,2648,4085,0,67631,8716,17151,16005,17049,13845,21718,52612,5,0,543.4888281734525,0.03845299777942265,0.5738403651616086,0.3191648161855416,0.41716629657044163,0.0537626449543548,0.1057920059215396,0.1595546508758944,0.09872316802368616,0.5767209474463361,0.32452504317789294,47.90963238865966,0,0,0,12,12,12,0,0,175947.0,589.8422702358404,56.11667164273853,130.06338990236827,12,12,67574.0,67611.0,19134.0,48425.0,39896.0,0.384058835899447,0.3842691264983205,0.10874865726610855,0.2752249256878492,0.22675010088265216,0.0005475478734424483
J83041,12,12,12,200261.0,16688.416666666668,0.22170291808975973,11700.0,10781.0,919.0,0.0,58.42375699711876,0.9214529914529914,0.07854700854700855,0.0,0.0,6.429917215848229,108413,97873,3186,7354,80834,14723,1335,2196,9325,0,33660,6266,18684,15937,12884,10322,10633,33839,27,0,541.3585271221057,0.029387619565919218,0.7456116886351268,0.13580474666322304,0.3104793705551917,0.05779749661018513,0.1723409554204754,0.23013845203066052,0.1470026657319694,0.5406178225858522,0.31213046405873834,62.261421146539995,0,0,0,12,12,12,0,0,119480.0,596.6214090611752,56.61443887794569,137.7048259876036,12,12,75498.0,75551.0,10333.0,27565.0,6006.0,0.631888182122531,0.6323317710077,0.08648309340475394,0.23070806829594911,0.050267827251422835,0.0007020053511351294
J83043,12,12,12,80298.0,6691.5,0.35917390002993116,4071.0,2630.0,1441.0,0.0,50.69864753792125,0.646032915745517,0.3539670842544829,0.0,0.0,8.554028247729565,40869,38542,1081,1246,27034,8290,4678,0,867,0,20325,1508,6605,6785,2371,1413,1846,5630,16,0,508.96659941717104,0.02645036580293132,0.6614793608847782,0.20284323081063887,0.4973207076268076,0.036898382637206684,0.1616139372140253,0.198512319851232,0.16601825344393062,0.6958330274780395,0.1377572243020382,68.20252855380637,0,0,0,12,12,12,0,0,50567.0,629.7417121223442,76.25245916539053,231.1212111741621,12,12,27019.0,27020.0,3092.0,18372.0,2083.0,0.534320802104139,0.5343405778472126,0.0611465975834042,0.3633199517471869,0.041192872822196296,3.7010992264702614e-05
J83045,12,12,12,123646.0,10303.833333333334,0.3806363458910794,562.0,22.0,540.0,0.0,4.545233974410818,0.03914590747330961,0.9608540925266904,0.0,0.0,0.6638857287746142,85896,81597,1111,3188,68210,12255,843,1065,3523,0,37891,5072,11981,11599,10337,6057,2922,19316,37,0,694.6929136405545,0.012934246065008847,0.794099841668995,0.14267253422743784,0.44112647853217846,0.05904815125267766,0.13948263015739965,0.1985307814100773,0.1350353916363975,0.6396572599422558,0.22487659495203502,63.055271533124625,0,0,0,12,12,12,0,0,73839.0,597.1806609190754,49.13149643552912,139.00829096732514,12,12,57991.0,58110.0,4467.0,10348.0,293.0,0.785370874470131,0.786982488928615,0.06049648559704222,0.1401427429948943,0.003968092742317746,0.002052042558328016
