practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_outcome_complete_months,cbt003_007_comparable_months,cbt003_answered_calls,cbt007_answered_calls,cbt_missed_calls,cbt_ivr_calls,cbt_callback_requests,cbt_answered_share_cbt003,cbt_answered_share_cbt007_sensitivity,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share,cbt003_007_relative_difference
A81004,12,12,12,136622.0,11385.166666666666,0.44815465729349735,31523.0,28036.0,3487.0,0.0,230.73150737070165,0.8893823557402531,0.11061764425974685,0.0,0.0,28.513388986344413,60350,53354,2574,4422,42792,14502,33,2161,862,0,22732,2581,7009,7804,6034,4761,9393,20188,36,0,441.72973606007815,0.042651201325600664,0.7090637945318973,0.24029826014913008,0.3766694283347142,0.04276719138359569,0.11613918806959403,0.15890637945318972,0.12931234465617233,0.5355758077879039,0.33451532725766364,63.964748242595924,0,0,0,12,12,12,0,0,74747.0,547.1080792258933,47.49446330013257,124.64490170781846,12,12,46264.0,46278.0,11060.0,14282.0,3124.0,0.6189412284105048,0.6191285268974006,0.14796580464767817,0.19107121356041046,0.04179431950446172,0.00030261110150440947
A81012,12,12,12,68012.0,5667.666666666667,0.7964601769911505,1672.0,822.0,850.0,0.0,24.583896959360114,0.4916267942583732,0.5083732057416268,0.0,0.0,4.4452351170990925,34304,29501,2760,2043,28276,3200,1338,632,858,0,12205,2745,7750,6449,2832,1365,931,5128,27,0,504.38157972122565,0.0804570895522388,0.824277052238806,0.09328358208955224,0.35578941231343286,0.08001982276119403,0.22592117537313433,0.30594099813432835,0.18799556902985073,0.6617304104477612,0.14948694029850745,53.90336584901027,0,0,0,12,12,12,0,0,57094.0,839.4695053814033,77.62649431330334,239.79857620098892,12,12,38119.0,38119.0,2643.0,14581.0,1751.0,0.6676533436087855,0.6676533436087855,0.04629207972816758,0.25538585490594456,0.03066872175710232,0.0
A81019,12,12,12,106425.0,8868.75,0.46036379968560526,4666.0,3153.0,1513.0,0.0,43.843081982616866,0.6757393913416202,0.32426060865837975,0.0,0.0,11.280559054955962,54323,47944,3240,3139,43912,7257,0,2106,1048,0,21670,3158,7935,9586,6016,3336,2563,11915,59,0,510.4345783415551,0.05964324503433168,0.8083500543048064,0.13358982383152623,0.3989102221894962,0.05813375549951218,0.146070725107229,0.20420448060674118,0.17646300830219244,0.6031147027962374,0.21933619277285865,53.41660371366156,0,0,0,12,12,12,0,0,85889.0,807.0378200610759,74.30848867071626,211.20510130114337,12,12,47632.0,47632.0,8883.0,24397.0,4977.0,0.5545762553994109,0.5545762553994109,0.10342418703209957,0.28405267263561107,0.05794688493287848,0.0
A81041,12,12,12,112918.0,9409.833333333334,0.12742911755336095,1173.0,739.0,434.0,0.0,10.388069218370854,0.6300085251491901,0.3699914748508099,0.0,0.0,1.7504008087583458,49038,45996,1397,1645,46963,1389,0,0,686,0,20605,2500,6933,8985,3271,2812,3929,10012,3,0,434.279742822225,0.028488111260655,0.9576858762592275,0.028324972470329134,0.4201843468330682,0.05098087197683429,0.14138015416615685,0.19236102614299114,0.18322525388474245,0.6125453729760594,0.20416819609282597,64.78052937360837,0,0,0,12,12,12,0,0,121088.0,1072.3533891850723,91.20338845761484,294.963700004173,12,12,59101.0,59123.0,7575.0,44638.0,9752.0,0.48808304704016914,0.4882647330866808,0.06255780919661734,0.368640988372093,0.08053646934460888,0.0003722441244648991
A81618,12,12,12,119286.0,9940.5,0.2716024544814405,2990.0,1987.0,1003.0,0.0,25.06580822560904,0.6645484949832776,0.3354515050167224,0.0,0.0,4.247348138744088,65413,59988,2661,2764,47072,12915,2426,2958,42,0,24187,4713,15664,9749,3652,2681,4759,11092,8,0,548.3711416260081,0.04067998715851589,0.7196123094797671,0.19743781817070002,0.36975830492409767,0.0720498983382508,0.2394631036644092,0.31151300200266,0.14903765306590433,0.6812713069267576,0.16956874015868406,80.2465398447477,0,0,0,12,12,12,0,0,106803.0,895.3523464614456,82.40152150240161,323.32232787564203,12,12,46962.0,46965.0,10796.0,35932.0,13110.0,0.4397067498103986,0.43973483890901943,0.10108330290347649,0.3364324972144977,0.12274936097300637,6.388143605468251e-05
A82021,12,12,12,217071.0,18089.25,0.5106288505300549,45292.0,38051.0,7241.0,0.0,208.650625832101,0.8401262916188289,0.15987370838117107,0.0,0.0,20.157724995194382,96141,88673,3105,4363,70107,16698,5756,2494,1086,0,27285,8327,21446,11977,9329,9324,8428,27081,25,0,442.90117058473953,0.03229631478765563,0.7292102224857241,0.17368240396917028,0.28380191593596904,0.08661237141282076,0.22306820191177543,0.3096805733245962,0.1245774435464578,0.5934824892605652,0.28168003245233564,46.168437126219345,0,0,0,12,12,12,0,0,174203.0,802.5162274094652,70.59697989215654,217.43745290927325,12,12,49712.0,49752.0,42626.0,53626.0,22455.0,0.2853682198354793,0.28559783700625135,0.2446915380332141,0.30783625999552244,0.12890133924214853,0.0008046346958480849
A82035,12,12,12,173310.0,14442.5,0.3595381317845537,11963.0,7599.0,4364.0,0.0,69.02659973457966,0.6352085597258212,0.3647914402741787,0.0,0.0,9.0555054921803,103893,90330,6318,7245,55214,40097,2195,3644,2743,0,35779,7309,23442,18826,9249,5601,3482,18332,205,0,599.4633893024061,0.06081256677543242,0.5314506270874843,0.38594515511150895,0.344383163447008,0.07035122674289894,0.2256359908752274,0.29598721761812635,0.18120566351919765,0.6403703810651343,0.17645077146679758,80.4819041509758,0,0,0,12,12,12,0,0,112930.0,651.6069470890312,62.772011248643096,172.43126167741298,12,12,58229.0,58247.0,14420.0,32181.0,8082.0,0.5156202957584344,0.5157796865314797,0.1276897192951386,0.2849641370760648,0.07156645709731692,0.00030912431949715776
A83003,12,12,12,110194.0,9182.833333333334,0.47774158523344196,1227.0,767.0,460.0,0.0,11.134907526725593,0.6251018744906276,0.37489812550937246,0.0,0.0,1.6498263614615134,52501,47806,2050,2645,37225,11032,1247,1287,1710,0,16641,2268,8059,7745,6436,6086,5249,17771,17,0,476.4415485416629,0.03904687529761338,0.7090341136359307,0.2101293308698882,0.31696539113540695,0.04319917715853031,0.15350183806022744,0.19670101521875774,0.1475209996000076,0.5136664063541647,0.33848879068970117,47.98396400432073,0,0,0,12,12,12,0,0,70036.0,635.5699947365555,51.547292371948586,191.78712951228147,12,12,39357.0,39384.0,3705.0,13432.0,13514.0,0.5619538523045291,0.5623393683248615,0.0529013650122794,0.19178708092980754,0.19295790736192814,0.000686027898467871
A83007,12,12,12,123141.0,10261.75,0.23414634146341462,4907.0,2623.0,2284.0,0.0,39.84862880762703,0.534542490319951,0.4654575096800489,0.0,0.0,5.305827806428778,69848,62638,3253,3957,54893,10858,811,2,3284,0,22889,3532,9048,13228,11813,6245,2976,21034,117,0,567.2196912482439,0.04657255755354484,0.7858922231130455,0.15545183827740236,0.32769728553430305,0.05056694536708281,0.12953842629710227,0.18010537166418508,0.18938265948917649,0.5078026571984882,0.30113961745504525,51.554286773277525,0,0,0,12,12,12,0,0,89385.0,725.8752162155578,64.89996483036934,143.7429478725785,12,12,58347.0,58453.0,9468.0,16527.0,4936.0,0.6527605302903172,0.6539464115903115,0.10592381272025507,0.1848967947642222,0.055221793365777254,0.00181671722624985
A83015,12,12,12,116530.0,9710.833333333334,0.2777777777777778,608.0,385.0,223.0,0.0,5.217540547498499,0.6332236842105263,0.3667763157894737,0.0,0.0,1.124727176656568,65457,58269,2555,4633,53730,5924,0,0,5803,0,23334,3248,10057,12901,7275,4382,4250,15907,10,0,561.7180125289625,0.039033258475029406,0.8208442183418122,0.09050216172449088,0.35647829873046427,0.04962036145866752,0.1536428495042547,0.20326321096292221,0.19709122019035397,0.5597415096933865,0.24301449806743358,67.9759988409057,0,0,0,12,12,12,0,0,116200.0,997.1681112159959,85.41386984665779,299.65319172912643,12,12,73547.0,73557.0,5602.0,30705.0,6336.0,0.632934595524957,0.6330206540447504,0.04820998278829604,0.26424268502581755,0.05452667814113597,0.00013596747657960217
A83016,12,12,12,129669.0,10805.75,0.35204743375949604,1344.0,929.0,415.0,0.0,10.364852046364204,0.6912202380952381,0.3087797619047619,0.0,0.0,2.83045809405243,86062,79683,2282,4097,56694,24377,1209,695,3087,0,37286,5213,13741,13427,9149,5093,2152,16394,1,0,663.7052803677054,0.02651576770235412,0.6587576398410449,0.2832492853988985,0.4332457995398666,0.06057261044363366,0.15966396318932863,0.22023657363296228,0.15601543073598104,0.6534823731728289,0.19049057656108387,62.66140658153159,0,0,0,12,12,12,0,0,111116.0,856.9203124879501,70.40395305884536,196.41456991454527,12,12,71208.0,71225.0,4784.0,29720.0,5240.0,0.6408438028726736,0.6409967961409698,0.04305410561935275,0.2674682313978185,0.04715792505129774,0.00023873722053701832
A83018,12,12,12,200442.0,16703.5,0.3586157432311278,25934.0,22240.0,3694.0,0.0,129.38406122469343,0.8575615022750058,0.14243849772499423,0.0,0.0,27.09661183212161,109558,100376,3834,5348,82532,23746,61,0,3219,0,39256,8041,26312,18113,7468,5645,4622,17735,101,0,546.5820536614083,0.034995162379744066,0.753317877288742,0.21674364263677687,0.3583124920133628,0.07339491410942149,0.2401650267438252,0.3135599408532467,0.16532795414301102,0.6718724328666095,0.16187772686613483,54.700991718628714,0,0,0,12,12,12,0,0,128579.0,641.4773350894523,66.70055932706322,240.68162055022083,12,12,61120.0,61743.0,12921.0,41128.0,12562.0,0.47534978495710806,0.4801950551800838,0.10049074887812162,0.3198656079142006,0.09769869107708101,0.010193062827225131
A83021,12,12,12,192025.0,16002.083333333334,0.26243439140214947,2321.0,1555.0,766.0,0.0,12.08696784272881,0.6699698405859543,0.3300301594140457,0.0,0.0,2.3400320780765127,109633,100500,3592,5541,70298,32671,3,0,6661,0,38293,5952,24383,28474,9170,1523,1835,12528,3,0,570.9308683765134,0.032763857597621154,0.6412120438189232,0.29800333841087995,0.3492835186485821,0.05429022283436556,0.2224056625286182,0.2766958853629838,0.2597210693860425,0.6259794040115658,0.11427216257878559,72.52384632274288,0,0,0,12,12,12,0,0,214142.0,1115.1777112355162,83.26701874900506,197.1177301750172,12,12,146053.0,146053.0,8179.0,47696.0,12214.0,0.6820380868769321,0.6820380868769321,0.03819428229866163,0.22273071139711034,0.057036919427295905,0.0
A83023,12,12,12,150418.0,12534.833333333334,0.2235707441711913,45213.0,35135.0,10078.0,0.0,300.5823771091226,0.7770995067790237,0.22290049322097627,0.0,0.0,22.939191379253728,77420,70845,3058,3517,56165,18764,0,871,1620,0,30465,3799,11497,12482,9057,4769,5347,19173,4,0,514.6990386788815,0.03949883750968742,0.725458537845518,0.24236631361405322,0.3935029708085766,0.04907000774993542,0.14850167915267373,0.19757168690260915,0.16122448979591836,0.5910746577111857,0.2476491862567812,85.62507158963446,0,0,0,12,12,12,0,0,94047.0,625.2376710234148,51.0509903766336,152.3909389966159,12,12,65908.0,65937.0,4129.0,23269.0,467.0,0.7007985369017619,0.7011068933618297,0.0439035801248312,0.24741884376960455,0.004965602305230364,0.0004400072828791649
A83025,12,12,12,164140.0,13678.333333333334,0.2556423928127967,1798.0,1216.0,582.0,0.0,10.954063604240282,0.6763070077864294,0.3236929922135706,0.0,0.0,2.5267601931121657,96295,83471,3443,9381,76665,13454,4,0,6172,0,38925,8551,18981,14129,5835,4246,5627,15708,1,0,586.6638235652492,0.03575471208266265,0.7961472558284438,0.13971649618360246,0.4042265953580144,0.08880004153902071,0.19711303806012773,0.28591307959914847,0.1467262059296952,0.6901396749571629,0.1631237343579625,73.96163070175231,0,0,0,12,12,12,0,0,174997.0,1066.1447544778848,70.75997990552519,220.83323049511716,12,12,112146.0,112150.0,7941.0,43541.0,11365.0,0.640845271633228,0.6408681291679286,0.04537792076435596,0.2488099795996503,0.06494397046806517,3.566779020205803e-05
A83031,12,12,12,141092.0,11757.666666666666,0.6346788525006346,2985.0,2336.0,649.0,0.0,21.15640858446971,0.7825795644891123,0.21742043551088777,0.0,0.0,3.8562524296469003,58822,53728,1629,3465,47288,9225,5,0,2304,0,17398,2073,6763,7122,8705,7787,8960,25452,14,0,416.90528166019334,0.027693720036720954,0.8039169018394479,0.15682907755601647,0.295773690115943,0.03524191628982354,0.11497398932372242,0.15021590561354597,0.12107714800584815,0.445989595729489,0.432695250076502,67.50916575738931,0,0,0,12,12,12,0,0,101120.0,716.695489467865,56.02273968062996,143.04202961132262,12,12,61645.0,61657.0,3789.0,27938.0,7732.0,0.6096222310126582,0.6097409018987342,0.03747033227848101,0.2762856012658228,0.07646360759493671,0.00019466298969908347
A83033,12,12,12,122575.0,10214.583333333334,0.42629126598592243,15538.0,8530.0,7008.0,0.0,126.76320620028554,0.5489767022782855,0.4510232977217145,0.0,0.0,14.766244809281778,86694,80257,3086,3351,49546,16980,14719,3116,2333,0,41254,5237,12056,13106,9917,4059,1063,15039,2,0,707.2730981032021,0.03559646573003899,0.5715043716981567,0.19586130528064227,0.47585761413707983,0.06040787136364685,0.1390638337139825,0.19947170507762935,0.1511753985281565,0.6753293192147092,0.1734722126098692,85.84865799349821,0,0,0,12,12,12,0,0,93237.0,760.6526616357332,69.50495616377988,193.6464739841531,12,12,60616.0,60779.0,9426.0,21941.0,875.0,0.6501281680019735,0.6518764009996032,0.10109720389973938,0.23532503190793355,0.009384686336969228,0.002689058994324931
A83040,12,12,12,147224.0,12268.666666666666,0.26041666666666663,2783.0,2229.0,554.0,0.0,18.903167961745368,0.8009342436219906,0.19906575637800933,0.0,0.0,3.0245383198485403,67910,58800,4469,4641,57812,5052,3020,733,1293,0,15972,4782,17020,11022,7896,4247,6964,19107,7,0,461.26990164647066,0.06580768664408776,0.851303195405684,0.07439257841260492,0.23519363863937565,0.07041672802238257,0.2506258283021646,0.3210425563245472,0.16230304815196583,0.5562361949639228,0.2813576792814019,62.00728747718793,0,0,0,12,12,12,0,0,106227.0,721.5331739390317,54.8125264755781,171.99805874100264,12,12,71112.0,71112.0,5329.0,26661.0,3125.0,0.6694343246067384,0.6694343246067384,0.05016615361442948,0.2509813889124234,0.02941813286640873,0.0
A83041,12,12,12,88108.0,7342.333333333333,0.2727024815925825,7514.0,1306.0,6208.0,0.0,85.2816997321469,0.17380889007186584,0.8261911099281342,0.0,0.0,8.696442445661651,67958,62336,2508,3114,54820,3283,6725,0,3130,0,26885,5621,16100,12440,5215,1209,482,6906,6,0,771.3034003722704,0.03690514729685983,0.8066747108508197,0.048309249830777834,0.3956119956443686,0.08271285205568145,0.23691103328526442,0.3196238853409459,0.1830542393831484,0.7152358809853144,0.10162158980546808,92.59499188710289,0,0,0,12,12,12,0,0,71335.0,809.631361510873,67.29194365387805,158.37293110929636,12,12,57495.0,57592.0,3273.0,10045.0,425.0,0.8059858414523026,0.8073456227658232,0.04588210555828135,0.14081446695170674,0.005957804724188687,0.0016871032263675102
A83044,12,12,12,99830.0,8319.166666666666,0.19203072491598655,1987.0,873.0,1114.0,0.0,19.90383652208755,0.4393558127830901,0.5606441872169099,0.0,0.0,3.135740897473363,64297,59420,2873,2004,53140,7687,2106,50,1314,0,21276,5141,19356,11836,3224,1744,1687,6655,33,0,644.0649103475909,0.04468326671539885,0.8264771295705865,0.11955456708711137,0.33090190833164845,0.07995707420252889,0.3010404840039193,0.3809975582064482,0.18408323872031354,0.7118994665380967,0.10350405151095697,56.12932718447685,0,0,0,12,12,12,0,0,79559.0,796.9448061704899,61.59553048320235,183.98016309928335,12,12,65935.0,65942.0,1837.0,11724.0,56.0,0.8287560175467263,0.8288440025641348,0.023089782425621236,0.14736233487097625,0.0007038801392677133,0.00010616516266019565
A83045,12,12,12,178794.0,14899.5,0.2342860967936274,6875.0,3463.0,3412.0,0.0,38.45207333579427,0.5037090909090909,0.4962909090909091,0.0,0.0,6.757396304474616,126542,116195,3930,6417,56233,50472,16924,130,2783,0,57866,9256,18753,16609,9347,8458,6113,23918,140,0,707.7530565902659,0.031056882299947842,0.4443821023849789,0.3988557158887958,0.4572869086943465,0.07314567495377029,0.14819585592135417,0.22134153087512448,0.1312528646615353,0.678628439569471,0.18901234372777417,68.64849622391164,0,0,0,12,12,12,0,0,116455.0,651.3361745919885,43.959307402655945,170.25672861488454,12,12,89651.0,89651.0,7490.0,15315.0,3999.0,0.7698338413979648,0.7698338413979648,0.06431668884977029,0.1315100253316732,0.03433944442059164,0.0
A83046,12,12,12,131948.0,10995.666666666666,0.3275407151305614,589.0,337.0,252.0,0.0,4.463879710188862,0.5721561969439728,0.42784380305602715,0.0,0.0,0.831725699737838,72178,65011,2186,4981,58679,10616,0,0,2883,0,22676,5024,13773,11541,8825,4896,5439,19160,4,0,547.0185224482371,0.030286236803458117,0.81297625315193,0.14708082795311592,0.31416775194657653,0.06960569702679487,0.19081991742636262,0.2604256144531575,0.15989636731414003,0.574593366399734,0.26545484773753775,59.51155027371896,0,0,0,12,12,12,0,0,108003.0,818.5269954830691,58.064687111543314,176.4519457816374,12,12,68348.0,68360.0,10955.0,24837.0,3851.0,0.6328342731220429,0.63294538114682,0.10143236761941798,0.22996583428238104,0.03565641695138098,0.0001755720723356938
A83047,12,12,12,179313.0,14942.75,0.45181738485400236,8051.0,6566.0,1485.0,0.0,44.89914283961564,0.8155508632468016,0.18444913675319835,0.0,0.0,14.04020900605371,71639,63313,3848,4478,58705,11292,0,0,1642,0,19338,4891,10803,8274,10295,6302,11724,28321,12,0,399.5192763491771,0.053713759265204705,0.819455882968774,0.1576236407543377,0.2699367662865199,0.06827286813048758,0.15079774982900376,0.21907061795949134,0.11549574952190846,0.48900738424601126,0.39532935970630523,74.53586623667434,0,0,0,12,12,12,0,0,109501.0,610.669611238449,42.847384304651925,121.63730528733788,12,12,61664.0,61749.0,7005.0,28940.0,11800.0,0.5631364097131533,0.5639126583318874,0.06397201852037881,0.2642898238372252,0.10776157295367166,0.0013784379865075247
A83049,12,12,12,197630.0,16469.166666666668,0.46009447273173426,1400.0,386.0,1014.0,0.0,7.083944745230987,0.2757142857142857,0.7242857142857143,0.0,0.0,1.191673066024698,117884,109422,3736,4726,78109,29875,411,1199,8290,0,42912,6731,25866,23636,8211,4517,6006,18734,5,0,596.4883873905784,0.03169217196566116,0.6625920396321808,0.25342709782498046,0.36401886600386824,0.057098503613721964,0.219419089952835,0.276517593566557,0.20050218859217536,0.6405364595704252,0.15891893726035763,67.82018098070444,0,0,0,12,12,12,0,0,137919.0,697.8646966553661,64.30895656481317,156.52785513765832,12,12,92915.0,92915.0,7452.0,26911.0,10256.0,0.673692529673214,0.673692529673214,0.054031714267069805,0.1951217743748142,0.0743624881270891,0.0
A83054,12,12,12,203347.0,16945.583333333332,0.3556820202738752,21092.0,18248.0,2844.0,0.0,103.72417591604498,0.8651621467855111,0.1348378532144889,0.0,0.0,34.44253545424839,139621,124155,4030,11436,104015,26948,743,2079,5836,0,64219,6370,15092,14126,11893,11587,16314,39794,20,0,686.6145062381053,0.028863852858810636,0.7449810558583594,0.1930082150965829,0.45995229943919613,0.045623509357474876,0.1080926221700174,0.15371613152749228,0.10117389217954319,0.6136684309666884,0.2850144319264294,70.38233699839574,0,0,0,12,12,12,0,0,127044.0,624.7645650046472,57.683717890536556,174.22419554654402,12,12,83587.0,83589.0,8081.0,29301.0,6071.0,0.657937407512358,0.6579531500897327,0.06360788388274928,0.2306366298290356,0.04778659362110765,2.3927165707586107e-05
A83071,12,12,12,56246.0,4687.166666666667,0.4045996592844974,1177.0,888.0,289.0,0.0,20.925932510756322,0.7544604927782498,0.24553950722175022,0.0,0.0,3.8925628213060874,30654,26817,1666,2171,26745,2528,251,0,1130,0,9075,2177,5831,5808,4092,1903,1763,7758,5,0,544.9987554670554,0.054348535264565796,0.8724799373654335,0.08246884582762445,0.29604619299275786,0.07101846414823514,0.1902198734259803,0.26123833757421544,0.18946956351536504,0.5572845305669734,0.2530827950675279,61.341046553992925,0,0,0,12,12,12,0,0,43005.0,764.5877040145077,68.29606692376856,150.09059672832768,12,12,32022.0,32033.0,1782.0,8282.0,908.0,0.7446110917335194,0.7448668759446576,0.041437042204394835,0.19258225787699104,0.021113823973956516,0.0003435138342389607
A83075,12,12,12,99673.0,8306.083333333334,0.2044989775051125,3094.0,1284.0,1810.0,0.0,31.041505723716554,0.41499676793794443,0.5850032320620556,0.0,0.0,5.51992495745231,65468,54006,5774,5688,61649,1532,0,1351,936,0,20317,5068,14746,14012,5150,3074,3094,11318,7,0,656.8278269942713,0.08819575976049368,0.941666157512067,0.023400745402333965,0.3103348200647645,0.07741186533879148,0.22523981181645994,0.30265167715525143,0.2140282275310075,0.6129864972200159,0.17287835278303904,77.2790569229537,0,0,0,12,12,12,0,0,73569.0,738.1035987679712,59.76521756513641,173.4259989884191,12,12,61789.0,61789.0,3327.0,8278.0,168.0,0.8398782095719665,0.8398782095719665,0.04522285201647433,0.11252021911402901,0.0022835705256290012,0.0
A83618,12,12,12,92192.0,7682.666666666667,0.36434612882238127,6793.0,5528.0,1265.0,0.0,73.68318292259632,0.8137788900338584,0.1862211099661416,0.0,0.0,15.179038006681294,61037,57021,1659,2357,32511,19182,7094,861,1389,0,22627,6054,14455,5988,4324,4922,2662,11908,5,0,662.0639534883721,0.02718023493946295,0.5326441338860036,0.3142683945803365,0.37070956960532137,0.09918573979717221,0.23682356603371726,0.3360093058308895,0.09810442846142503,0.7067188754362108,0.19509477857692875,101.8450525317326,0,0,0,12,12,12,0,0,78634.0,852.9373481430059,61.65120346955908,170.18865760366975,12,12,52172.0,52187.0,7000.0,17368.0,2051.0,0.6634789022560216,0.66366965943485,0.08902001678663174,0.22087137879288857,0.0260828649184831,0.0002875105420532086
A83636,12,12,12,69511.0,5792.583333333333,0.32562125107112255,14251.0,12345.0,1906.0,0.0,205.01791083425644,0.8662549996491474,0.13374500035085257,0.0,0.0,15.601352677989047,59224,55535,1449,2240,34721,9363,14073,0,1067,0,29621,3859,10151,6526,4245,3086,1734,9065,2,0,852.0090345412956,0.024466432527353775,0.5862657030933406,0.1580946913413481,0.5001519654194245,0.06515939483992976,0.17140010806429826,0.236559502904228,0.110191814129407,0.7367114683236525,0.15306294745373497,92.47483104303421,0,0,0,12,12,12,0,0,55496.0,798.377235257729,91.11039713998412,260.5066191122769,12,12,40095.0,40095.0,2644.0,11685.0,1072.0,0.7224845033876316,0.7224845033876316,0.04764307337465763,0.21055571572725962,0.019316707510451205,0.0
A84009,12,12,12,323320.0,26943.333333333332,0.1705156244208029,13242.0,8201.0,5041.0,0.0,40.95632809600396,0.6193173236671198,0.3806826763328802,0.0,0.0,5.850283303510571,189399,172941,12075,4383,112613,65282,6965,4290,249,0,87541,14165,37172,20989,11765,7337,10080,29182,350,0,585.7942595570952,0.06375429648519791,0.5945807528022852,0.3446797501570758,0.4622041299056489,0.07478920163253237,0.19626291585488836,0.27105211748742075,0.11081895891741772,0.7332562473930696,0.15407684306675326,57.7278176108794,0,0,0,12,12,12,0,0,327575.0,1013.160336508722,108.96556259400633,264.57260587257997,12,12,158476.0,158505.0,61979.0,85805.0,10254.0,0.4837853926581699,0.4838739220025948,0.18920552545218652,0.26194001373731207,0.031302755094253225,0.00018299300840505817
A84014,12,12,12,167382.0,13948.5,0.37391241820665855,4684.0,2740.0,1944.0,0.0,27.983893130683107,0.5849701110162254,0.4150298889837746,0.0,0.0,3.8772603450753023,72899,66065,3689,3145,65398,6299,0,185,1017,0,23502,4524,7966,14592,8134,6514,7665,22313,2,0,435.5247278679906,0.050604260689447046,0.8971042126778145,0.08640722094953292,0.32239125365231347,0.06205846445081551,0.1092744756443847,0.1713329400952002,0.20016735483339965,0.4937241937475137,0.3060810162004966,65.17664492738619,0,0,0,12,12,12,0,0,167876.0,1002.9513328792822,101.61058601985387,218.6942346174917,12,12,109388.0,109977.0,14063.0,35742.0,8094.0,0.6515999904691558,0.6551085324882652,0.08377016369224904,0.21290714575043485,0.048214158069050966,0.005384502870515962
A84016,12,12,12,82126.0,6843.833333333333,0.35149384885764495,1888.0,1349.0,539.0,0.0,22.98906558215425,0.7145127118644068,0.2854872881355932,0.0,0.0,4.6387222343662025,45509,42241,1309,1959,32282,10483,0,891,1853,0,15352,3141,7836,6406,5041,3915,3812,12768,6,0,554.1363271071281,0.028763541277549497,0.7093541936759762,0.23035004065129974,0.33733986683952627,0.06901931486079677,0.17218572150563624,0.241205036366433,0.1407633654881452,0.5785449032059593,0.2805598892526753,76.18157710110572,0,0,0,12,12,12,0,0,63632.0,774.8094391544699,82.10748359056356,255.87434214617792,12,12,44667.0,44691.0,5403.0,12184.0,1354.0,0.7019581342720643,0.7023353029922051,0.08491010812169977,0.1914759869248177,0.021278601961277344,0.000537309423064007
A84031,12,12,12,131247.0,10937.25,0.5663881151346332,34505.0,28718.0,5787.0,0.0,262.9012472666042,0.8322851760614404,0.16771482393855963,0.0,0.0,21.480960761379553,82684,75944,1303,5437,48938,29380,693,0,3673,0,36499,2733,10182,10170,9702,7601,5790,23093,7,0,629.9877330529459,0.015758792511247642,0.5918678341638044,0.3553287213971264,0.441427603889507,0.033053553287213974,0.12314353442020222,0.1561970877074162,0.12299840356054376,0.5976246915969232,0.27929224517439893,76.08248242972705,0,0,0,12,12,12,0,0,88689.0,675.7411597979383,55.88382507739423,144.24752706539323,12,12,47439.0,47439.0,23991.0,13676.0,268.0,0.5348915874572946,0.5348915874572946,0.27050705273483744,0.15420176121052215,0.0030217952620956376,0.0
A84034,12,12,12,67077.0,5589.75,0.537345513164965,709.0,403.0,306.0,0.0,10.56994200694724,0.5684062059238364,0.4315937940761636,0.0,0.0,2.6115515964052687,35741,31897,1408,2436,26997,7538,0,1169,37,0,11106,1836,4706,4308,3450,3080,7252,13782,3,0,532.8353981245434,0.03939453288939873,0.7553509974539044,0.2109062421308861,0.31073556979379424,0.051369575557483005,0.1316695112056182,0.1830390867631012,0.120533840687166,0.49377465655689545,0.38560756554097536,74.26779613425002,0,0,0,12,12,12,0,0,67374.0,1004.4277472158863,84.49895842689749,216.82558066066247,12,12,34250.0,34287.0,12227.0,18284.0,455.0,0.5083563392406566,0.508905512512245,0.18147950247870098,0.2713806512898151,0.006753346988452519,0.0010802919708029198
