practice_code_standardised,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_over_14_days_share,ocs_mean_absolute_monthly_rate_change,gpad_mean_absolute_monthly_rate_change,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range
E82085,9.137128026451453,0.4080739299610895,0.5919260700389105,295.7656344437729,0.04043454742156509,0.771411828344753,0.2238850823416276,0.32245462194975355,0.3071432864526986,0.22759646592138477,0.14233982449813679,1.1675821711089749,46.78334252793998,537.3617876062146,57.198633391872136,228.4663660792666
E82086,48.28632753222962,0.6649915062287656,0.33500849377123443,442.383146267106,0.027326246175716183,0.5677941221916623,0.2517537624772088,0.47492969498439386,0.11876912141907969,0.08944961216354028,0.31674340987051514,7.790620623335749,56.205620529251355,532.6705128029857,63.077104034751734,219.49519212194485
E82091,118.56557031571536,0.7013508427083769,0.2986491572916231,333.5911815896345,0.057421033073206985,0.7033816425120772,0.2492753623188406,0.3540988480118915,0.4512820512820513,0.09233742103307321,0.10150873281308063,10.785794027741186,62.597263960699706,531.4202976163912,66.82987145661411,226.43917430650566
E82092,15.933232169954476,0.21759697256385999,0.78240302743614,469.10329718919894,0.027752784918594686,0.6416452442159383,0.28705012853470435,0.5325514138817481,0.22437874892887746,0.09840402742073694,0.14461225364181662,2.07236668889683,55.74153688411738,532.3739561245717,55.67059681900748,228.36072028407676
E82096,267.99515197305254,0.6681839539527781,0.33181604604722187,377.6581511388141,0.058392031009044304,0.7341307881465428,0.23606885341557954,0.24369607802275664,0.3636685699995832,0.20262159796607343,0.18986787813112158,20.964696385226674,43.45926071265816,381.3964836064284,25.79256991233069,89.9988136766197
E82098,20.082025173242823,0.6495124593716143,0.3504875406283857,431.2196077151529,0.038623577789550695,0.49933146648502735,0.41928403844698403,0.5112893867151038,0.21935467595045283,0.11463457705794798,0.15454476651782337,3.7722934875393346,51.02561597681024,664.8608074149016,59.04573515370684,165.23105448343574
E82099,261.1760988486528,0.8861499684940138,0.11385003150598613,610.7406407783608,0.061092727723465946,0.6788212595794216,0.11342250773359777,0.34698254955430763,0.2938012653998297,0.14568265841749573,0.21335029155933044,32.4080570377985,52.218085463398445,389.21327900256074,47.75939367088625,131.02226810018385
E82100,159.0925581057876,0.7260945576162967,0.27390544238370323,471.59406970275955,0.02406533668393251,0.4470485665931586,0.2901302630904149,0.37928868147084466,0.3312221139545618,0.1476101338530181,0.14181496486999334,19.47700249148175,64.50307046226631,459.18083536895057,49.04278182003147,131.72609327397134
E82102,46.82980146802476,0.7755533199195171,0.2244466800804829,309.80222182438354,0.03602603485507467,0.7207031844034186,0.17503573709662704,0.33264393685939353,0.2476352687125521,0.1561939231728459,0.26349645670488764,14.421863190279868,46.43322221702258,543.6779768018166,71.41818353653174,203.9612479436375
E82106,164.65003115449665,0.8051250630721546,0.19487493692784547,481.8680829599739,0.023041304401369426,0.5589640649245092,0.14912194280929042,0.563631437649319,0.23141055639023672,0.12663481195044457,0.07822467426910668,32.98226613160846,50.081740103963824,414.74646173931103,46.58853761805287,159.28005584558565
E82107,327.71793587174346,0.7000525511179057,0.2999474488820944,522.4824649298597,0.017050221742778378,0.41940848615605897,0.18701306484478006,0.5382506292700467,0.20166606736186027,0.15931020016780534,0.10066822485916337,24.366601262034184,46.18901539670792,359.06970190380764,28.294982277629227,101.70814828662208
E82111,16.279152068513998,0.7,0.3,402.0596666312772,0.04785376874101458,0.7866971804125223,0.16007980518146878,0.3796614147815627,0.26758207904233783,0.14153683654607868,0.2111609893495291,3.6378128126652056,43.124588231947044,767.078364063182,86.11410461762927,314.0400627855977
E82113,6.9569017064532455,0.3768595041322314,0.6231404958677685,313.1295708569063,0.030626859094414455,0.9828504278212331,0.014982923873526496,0.6243252175829018,0.2471080753552936,0.04494877162057949,0.08358121258859388,1.7372285686997389,26.248120706650983,1180.7069592015087,136.34828785161503,465.51279393998084
E82115,86.6699726456897,0.451734957548911,0.2262827611664821,495.3049765648745,0.035671608048315734,0.5521751768239511,0.2809805251429125,0.467105900591028,0.250347188579918,0.11235991344507962,0.17000936601750477,13.36030349817314,59.06315894363783,624.1661734359253,54.75457574616976,247.94957293054904
E82117,206.5388758966813,0.7246906904996661,0.27530930950033394,510.6353627453557,0.030514710611966603,0.40815355125879615,0.20244941016042092,0.5249893867469414,0.20147170442411846,0.11837958138757028,0.15515932744136982,17.39416526352193,63.47562927269014,368.3684998817563,34.66362565065711,143.37873547146103
E82121,5.81254541051102,0.7305555555555555,0.26944444444444443,355.2918382174861,0.020495341967734605,0.8600318109520564,0.03994546693933197,0.6416723471938196,0.1886389456941604,0.07998182231311066,0.0892069984094524,2.957252688854129,39.27034077016793,535.2547025106967,56.110387800982195,134.45186505975073
E82123,238.29977705663106,0.7500722438953908,0.24714636613206184,358.663372728603,0.0325437396500828,0.6944824441404469,0.2240862073103415,0.257733938128495,0.4271005831953344,0.1817265461876305,0.13228694170446637,21.82797505435852,49.870310056969764,395.3672540091071,46.7924313709542,152.03532732185198
E82124,39.32191715870013,0.6560893571111253,0.3439106428888748,328.0960675587321,0.041643214627987285,0.8660267429301611,0.12388000669333861,0.3091637890381368,0.27582639913595086,0.12957695057577925,0.2853491945175472,4.747855507491287,42.50814348642697,533.9565479963466,49.58834401635466,172.30336993958974
E82129,104.02747491199777,0.9330964153275649,0.06690358467243511,367.94307849745235,0.025977808195241286,0.6093426915572123,0.20766228849346186,0.4123394588927396,0.2082593121122987,0.16594344293327898,0.20284241488773044,39.22358910872975,45.456385094831695,401.83130361170794,42.25381839710856,122.18704621931238
E82132,4.333960258402159,0.48427672955974843,0.5157232704402516,507.05972142720856,0.03870447520494557,0.5024055906464185,0.45031581776642926,0.41424539712404246,0.2277919634457734,0.13820723021099315,0.2196210186802849,0.6094412963009884,57.7119079156659,786.8999918227165,69.96137824986255,268.93157172926885
E82133,136.9886435217681,0.41910267358602116,0.23280562307035407,414.2594892284434,0.04055609862061475,0.7410448571738895,0.22161398935592483,0.48495709786032365,0.30392092972738133,0.1063973063973064,0.10452916259367873,19.87322866227134,55.94099333788365,594.8112952864316,63.07790028804414,224.7861238569369
E82626,49.155011655011656,0.7806757557794902,0.21932424422050978,490.93822843822846,0.03258353611490296,0.7038993412071933,0.2563356875778978,0.3034007952994243,0.3483292777019408,0.18950679565552853,0.15775416938690723,9.559561592356324,29.797569071265933,597.3484848484849,83.03026727801613,221.15532640987863
E82638,36.09819872167345,0.6569416498993964,0.34305835010060365,360.26777067596356,0.02977050502335271,0.8541715668156312,0.10869930445885555,0.3835556600920668,0.32156177547797454,0.18006787406337152,0.11447868015187662,5.185557996042818,41.78948561918964,556.9678481503003,58.13704087163108,215.46507259232897
E82643,7.21216509775525,0.7068273092369478,0.2931726907630522,345.83635047067344,0.06088777219430486,0.7968174204355108,0.20159128978224455,0.3644891122278057,0.2603852596314908,0.19363484087102178,0.1814070351758794,2.045094628952209,50.481809281200135,624.4460535843591,75.81321150779866,216.37619426967325
E82654,107.12294285395657,0.5499702558001189,0.450029744199881,356.20290270675014,0.03942572176129883,0.8685511103159872,0.08694679875662499,0.3572019589865152,0.28604333922221975,0.1140729476485453,0.24259230270366974,12.457398302206359,52.28870691636187,617.4385445044528,85.12383741688028,269.71579765040644
E82655,152.7918077921049,0.6893959035519834,0.3106040964480166,441.7176698952205,0.03856329312586879,0.3871126855297969,0.22259091520559615,0.5613201201739833,0.2569391507107305,0.11438948926057127,0.06730639881619659,10.561993945379633,48.21448694171111,696.5555489531959,70.79661510309451,257.7505195056493
E82661,146.29389480563242,0.846164584351225,0.15383541564877504,337.09781176927083,0.11931663284160784,0.9341774452488414,0.05049525944324963,0.25317299245751673,0.3565262169448399,0.12240632478114682,0.26786417471905005,38.81792155029598,53.41067584253587,412.7719971817467,58.44258683736503,247.28500777233484
E83003,23.478302534698376,0.7537414965986394,0.24625850340136055,303.3412659117407,0.04920363301303146,0.679294458338818,0.19597209424772938,0.42840594971699353,0.19441884954587338,0.11401869158878504,0.2593128866657891,4.049411283905701,46.173728298361624,613.1670153806839,42.26832533830263,153.29426061595086
E83005,75.9185781063159,0.6950062645426884,0.3049937354573116,646.5920208718339,0.014521687962340282,0.5594107262945528,0.08177118359112306,0.792661398789509,0.11556405514458643,0.05344233355749832,0.03547410894418292,15.00423375149005,85.68065525190956,482.7019241221872,65.79174164700815,135.47326973701388
E83006,159.96410409811546,0.8793477447827063,0.12065225521729374,485.69548309901285,0.03456346078044935,0.7061489948758376,0.29242215214820655,0.6186933385888845,0.20521284982262514,0.08055774536854553,0.09526507686243595,16.366144670457906,49.447928114464844,388.23810948250076,33.438239022351496,93.98243955799177
E83007,138.4987086561693,0.8454042348411934,0.15459576515880655,494.1597933849871,0.039552213642647605,0.7068145800316957,0.17129176922817546,0.6490541861955019,0.22787200323700982,0.0748558519068011,0.048049364399635835,11.177861969206383,67.27932472446223,431.2921769557611,40.34918777681418,117.68378321955129
E83008,9.468585580298976,0.5483193277310925,0.45168067226890757,244.18408044319347,0.042034947659973114,0.46511343733452815,0.5343977842043094,0.48653822654881673,0.21799519367846523,0.13038165451509104,0.16508492525762697,1.7242561395063059,33.68366739775844,623.3352893786738,79.70400295903913,232.83108501367417
E83009,182.35746954671015,0.7705487956295008,0.22945120437049912,359.3391167090393,0.016868597764055665,0.49525626946549767,0.48413055610564026,0.6340036365600302,0.17199848776711613,0.09071597025941995,0.10092354222550273,19.619907820987752,51.823062901076625,390.35845284996213,47.00264872395862,128.73442233103867
E83010,152.36822431143193,0.6498046026921407,0.3501953973078593,438.3679464362508,0.041474237073259076,0.3811766126354553,0.6116846267620514,0.6914787648283981,0.10602493283829877,0.07380240876573395,0.1284976908448791,14.158852393099602,58.302352629722115,483.8997796846778,38.11653148169427,146.25864737643792
E83011,121.31638783899773,0.9418481971079252,0.05815180289207472,405.0128747609511,0.0918706894949157,0.6049485992601268,0.39501422118119456,0.5084676444890599,0.21123566263268456,0.13103935456286134,0.14922015875671557,28.37164782819892,59.60498236343731,442.3421524190998,43.09325238848365,184.62078009247
E83012,101.31032798893139,0.5408097686375322,0.4591902313624679,339.69235777651176,0.039077100004791795,0.35713258900761896,0.6320139920456179,0.5410656955292539,0.1828789113038478,0.10208922324979634,0.17363074416598784,28.42130707584331,43.730313279442036,500.2034670790266,79.79019513159955,594.4108144960412
E83013,75.82931310023449,0.8093362221784518,0.19066377782154817,537.4068376323689,0.03360106722992691,0.34451516077930017,0.5113254217503682,0.6967010366582362,0.16550401600844888,0.049887440593646644,0.08729607292737834,18.4519743813791,65.79833247853698,453.22838409033204,56.902459527218184,199.9449139280125
E83016,134.75218321670232,0.8440292855339561,0.15597071446604394,590.2050369624457,0.038008173428862924,0.3265279066684343,0.605358264789122,0.5821348903965093,0.23664900944728484,0.10414493137893469,0.0738721186934042,21.90165094160467,52.38067433162271,504.6351893368532,38.1461167079277,122.71544556637423
E83017,70.45803668668883,0.618022274721566,0.38197772527843404,498.05723199551045,0.04874671759369778,0.482167581761757,0.5055908331343996,0.5807973263308666,0.15026020529959416,0.08686560038195273,0.18199092862258295,21.08525374339165,56.49183652461797,533.6167824718096,54.94543070323939,180.5764720533299
E83018,115.74587407332741,0.8517536220410102,0.1482463779589898,406.69128629944925,0.0391271039408756,0.5054415177666118,0.4803068880827381,0.6312273270093058,0.1541538045560037,0.09011739257790496,0.12394943782249161,32.34264088899458,55.979385467377554,483.372584236715,29.665951225573327,238.33351800468085
E83020,194.27193841946104,0.8246371552975327,0.17536284470246735,332.34176635204386,0.05896451523956986,0.45288141345154515,0.21384181390120263,0.5071372515748616,0.195664623411882,0.11792903047913972,0.17816616115553482,21.44966884936334,41.18865873384862,378.42143476452634,37.113422824290645,137.02245667454605
E83021,183.2384008911935,0.8756604183252515,0.1243395816747485,536.4533946912983,0.04569726335566488,0.36381053620429654,0.2757781019010655,0.5606907122197227,0.19919161454599393,0.10312476823811526,0.13505228548119946,28.43558614698164,55.02061899848288,472.5911583526182,45.890462503952385,156.25622670878727
E83024,183.87610363294255,0.6173252518891688,0.38267474811083124,472.347662469243,0.04361948244955492,0.4490033553448038,0.33902771606735205,0.5392146348189799,0.27640993427201277,0.10421486463711715,0.07916468767715149,23.68558675911994,63.59985701639684,484.07873787812997,43.09120452203491,129.5858978499673
E83025,33.50210970464135,0.6177581863979849,0.3822418136020151,301.0337552742616,0.0507043240591492,0.9219286565281379,0.0757235966080314,0.5673137570958021,0.13886747494568646,0.07530310463241993,0.2184806223281239,3.779940029704541,35.86584602406699,616.3080168776371,51.534500423500724,154.22094299137234
E83026,90.58925102525362,0.5580176316416487,0.4419823683583512,456.2270666954457,0.07678478497421583,0.5729289870842599,0.4270710129157402,0.6005109523584237,0.25689549131854095,0.08317168945451105,0.056346690637271137,6.5180863790194365,36.74714833603841,624.3039067558817,58.69122248368747,181.4945040318555
E83027,81.54554375663191,0.8615595342921436,0.13844046570785637,390.85375096736107,0.03378240457236171,0.6630740967544397,0.33486425801183917,0.6671769748928352,0.18656868748724229,0.1182282098387426,0.025290875688916106,25.619984956705153,39.39944651051657,392.16218156868064,40.466412529709174,101.5864625721751
E83028,15.233106618383955,0.5017543859649123,0.4982456140350877,361.4789475794059,0.08324707969835872,0.7037187638621913,0.281384001182907,0.4198580511607275,0.29450687564690226,0.17669673221942925,0.108938340972941,3.443215426402946,38.09012642539454,589.561313254139,50.326950198266985,134.7378645987768
E83030,36.74139365457693,0.761015911872705,0.238984088127295,310.9639556584894,0.08727719729563614,0.8482591561517047,0.10336599298600817,0.27792038757728044,0.24787591742290033,0.14743844679851043,0.32658447521602374,13.266402199457714,35.61900787142837,905.0322667686012,76.50290743040375,285.0460814522513
E83031,197.27680851635796,0.822988349117667,0.1770116508823329,527.5410629317993,0.018676110884631066,0.8907205462698736,0.09715144720750102,0.686175091724419,0.17032715042804727,0.10420913167549939,0.036103750509580104,38.65848166794733,60.8079763536112,542.0306997499932,52.02582460027065,140.9214232149206
E83032,146.9435382087491,0.8296113830097559,0.17038861699024407,330.60271950086917,0.05804220989699633,0.5514802276165094,0.41841100626665706,0.49225671684794353,0.3953756392710509,0.0768133688684002,0.03528055895699777,29.131754041674,37.892211369914634,358.6073869454433,32.3122411529072,97.08062882966323
E83034,250.26519923092224,0.7385919597324326,0.26140804026756737,375.05801233176425,0.03451476047374934,0.6855223616757999,0.27328972953862474,0.5133904896588297,0.39831182605621357,0.08038713098815627,0.007910553296800424,20.776643580907905,53.146018856234676,489.72352980176356,53.43407583381643,140.80862563918538
E83035,145.5505179349574,0.7025488890234304,0.2974511109765696,494.335981388709,0.03496621922740967,0.5688717756742785,0.27141380109453267,0.5878478350000891,0.2211437331764622,0.09627074531614882,0.09446137939640266,44.48943898827711,59.514802962534844,466.41904484951027,61.2344057088282,187.67575409328617
E83039,29.41306299015641,0.7838919459729865,0.2161080540270135,336.5949119373777,0.044763070466864834,0.7178702570379437,0.21301801014163316,0.4281780031474034,0.25485224689631053,0.13866060500087427,0.1781342892114006,4.4411556154562275,43.12026880795983,474.5523299442344,42.189008041901296,114.29804928884931
E83041,159.51190308494154,0.756264488354123,0.24373551164587703,338.0933934356952,0.06171553564918494,0.6335086714233633,0.3171709806780897,0.5350242174886725,0.3020155200249987,0.12452476433519087,0.038279256288734964,16.25343424657518,37.53534085463678,365.03380757853216,33.354065283660994,120.35018455331851
E83044,93.06898938235344,0.8137299356125873,0.18627006438741273,335.8147229114971,0.04971348145169398,0.7927515833919775,0.10513220066351664,0.3668191414496833,0.26839750678596563,0.1049814014275661,0.25140745953553834,10.354551607024105,26.799448318283876,415.90283756182373,40.080758424111885,97.39400342588647
E83045,136.82219419924337,0.7294183584506165,0.27058164154938347,619.951603558161,0.029411764705882353,0.5067069818581639,0.11772952171522814,0.5857339197361188,0.262218251786696,0.10065970313358988,0.05068719076415613,23.02347304714411,83.72594318384509,518.4128011996864,62.30536091066692,341.01469371867853
E83046,94.36700912066871,0.810843242063925,0.18915675793607506,286.2201725309341,0.04495756006330025,0.6171054524528845,0.3813120414328873,0.5784059847503956,0.3140555315781902,0.07027765789095095,0.037045029492159404,25.17564267708734,31.292341128147147,520.0119412818349,55.49471180360551,327.67949232666194
E83050,87.74899393558945,0.8344404701073072,0.1655595298926929,484.58115212590656,0.01674801637789447,0.2316500497351315,0.7645330680792987,0.6376737838025399,0.24004719054338525,0.0791598232667885,0.042749080478382565,30.828529873303662,33.99814241709861,525.8325953659385,63.968182700405826,291.46491553130954
E83053,148.01756629806115,0.738023322500478,0.2619766774995221,442.50772487012034,0.028404440351954163,0.4181501943932883,0.4838986085533047,0.6039748311847759,0.23620063433599342,0.07009668508287292,0.08930581133619808,30.159598643450746,65.29715213240435,502.8918744552976,67.63371210426153,261.2433661770164
E83600,78.32336360115333,0.6542582417582418,0.34574175824175823,953.7590911047037,0.015262267343485618,0.9370332769317541,0.05598420755781162,0.6149802594472645,0.30416243654822334,0.03698815566835872,0.038883248730964465,8.345148390801542,144.13225874641347,716.1423591685674,91.4332804591994,282.3426741528024
E83613,86.02024779796061,0.8365907545887151,0.16340924541128485,427.9229560323088,0.10146561443066517,0.33406784872399303,0.6572546206142599,0.7135902429025315,0.08933756960814458,0.06291209729766663,0.13381845512623416,16.06850669735506,48.48294921568102,635.5469463835386,50.086696373396784,185.99134178621705
E83621,116.58950964088274,0.7961449498843485,0.2038550501156515,417.6277585509461,0.042101638003400846,0.42805484405604943,0.2246496911255085,0.4812415247852946,0.2789125895951269,0.17903958328849093,0.059428743623409885,16.487553930085912,38.55899776132646,545.4806957616073,64.02083205299556,152.1852044515905
E83622,156.0549645390071,0.832812588763279,0.167187411236721,343.7677304964539,0.03024989039894783,0.7790700673079403,0.21069190499522913,0.36449441679346006,0.36390128168759833,0.11885911751811641,0.15235835675787193,12.5158260174423,54.773394099410886,547.4290780141844,33.010569351238175,114.71702738384431
E83637,153.0259424265504,0.7750616631430585,0.2249383368569415,222.17204634453753,0.04013590995965173,0.7275430027606711,0.2511907289991809,0.5146376240026697,0.1717986833722659,0.12808300215393018,0.17176834632770074,11.97708119610112,36.25529503831036,332.5874352113341,28.166794425044028,76.7474877098756
E83638,20.360534363431515,0.6110671936758894,0.38893280632411065,322.9035892483502,0.03668627255507925,0.6977370152527166,0.3016648389991028,0.3947761937992224,0.44721363772305855,0.12202173262885056,0.034941680789552385,6.966015741484785,39.01904714476649,486.43167551907294,46.41588246100594,119.30314732824928
E83639,111.38754714484219,0.8301057383865985,0.16989426161340146,491.5635545556805,0.03122896755956387,0.31500874949522145,0.38653923812087765,0.6026113878045497,0.21297617445147393,0.10615156817875891,0.0781531834701844,39.89847848553012,36.69288699906888,470.61470257394296,52.99641663695261,251.68839558374447
E83649,53.459881780380016,0.358214161144053,0.641785838855947,415.55874620074957,0.03769182446378892,0.6875616979269497,0.2834514942116127,0.4877501570492686,0.2435161087678363,0.13048550659606928,0.1380687427084268,7.878158587233759,48.37768854763635,636.670458147644,77.90754064160906,203.12754379677438
E83653,10.282422020371877,0.46380697050938335,0.5361930294906166,385.7493349505865,0.03548139281439265,0.42472263412716843,0.5694888607006949,0.49700748575205905,0.3351437300126847,0.11712790095224483,0.050613688742786704,1.6767389428514634,34.525628229172426,622.1209907513336,70.4051694563828,181.09365196858244
E83668,11.800827102218138,0.48672566371681414,0.5132743362831859,396.4242449559297,0.046680716543730245,0.588145416227608,0.41159114857744994,0.5008956796628029,0.3113277133825079,0.10395152792413066,0.08356164383561644,5.121668051275024,45.91295553010729,792.0130331258615,79.88052951334272,168.8250187546887
E84003,41.94096111647008,0.0,0.0,508.49255103710095,0.044607397217723145,0.4010561114685718,0.42304364225333363,0.6056444276807703,0.16535022520023962,0.09303099554036964,0.13591888353930465,25.251226141672785,53.621877631713396,368.17225409396804,39.402025254061144,145.64462512595657
E84005,12.65851019930183,0.7612334801762115,0.23876651982378855,437.22605757112746,0.05053184705252149,0.7277504272632197,0.11749100834119838,0.3653291839910211,0.32211820523939494,0.1394281049919649,0.17302247276994107,3.8368891706744197,68.35006475863466,664.7558078583139,51.293841252177295,167.66110065049133
E84006,51.00384366781631,0.5600270871626197,0.43997291283738027,516.7488195153722,0.052802444380788696,0.4222667812470161,0.5353575861739711,0.3771030268308985,0.26498615487443905,0.1073044972787167,0.25052993411629904,17.30519698719094,51.517051002446145,690.9325951912213,56.706986219845476,131.3627042827286
E84007,12.124637885960574,0.6258741258741258,0.3741258741258741,447.0712923055183,0.04681227676454784,0.641211240003793,0.34633498751461894,0.3061288997060404,0.3514555741694851,0.1576318867149224,0.18114865505578912,2.5812870988242604,67.67166562918008,704.6279940648626,72.77712371094522,190.55723043655098
E84008,299.1913314579276,0.7225898047199378,0.27741019528006217,556.0898591842787,0.2650717013763782,0.4741514736614542,0.5214960005764935,0.36019312531526987,0.40615406788210706,0.1851841176046696,0.04843986452403257,20.924354282300474,44.40796719250489,449.71267822365417,46.5844891900867,121.34654454386617
E84009,176.02870584046073,0.998949661557613,0.0010503384423869915,632.8090226181754,0.031067730032139033,0.4850829446710889,0.43651729772429687,0.5143976366449882,0.3173107097639891,0.0987977621711701,0.06941814286178052,13.166515111059669,68.66385100257759,562.1743030684845,50.64701294608567,159.50933945964766
E84012,46.53490370520144,0.28177275689767545,0.7182272431023246,427.65000252742254,0.0523155480957897,0.6505519964067044,0.2616250206850902,0.32774638897425595,0.285667005508144,0.24954492801588615,0.13654523533722607,4.351169940913929,54.70795220737491,605.6917555476924,71.50527168628558,251.8307360103911
E84013,231.90333993633524,0.8493051719008967,0.1506948280991033,722.4866708058619,0.05744100395580412,0.7061792388487246,0.29170645205292595,0.6131359978174874,0.19698540444686946,0.09323421088528168,0.0962351657345519,15.957928844373663,69.66223729789955,535.0501138278686,62.007313395103594,184.7709710000779
E84014,152.68650625088495,0.9069932358716998,0.09300676412830024,487.80223715882494,0.04340328171154404,0.7529837621868971,0.1695152560315536,0.4449604726211006,0.28183106527566715,0.14588420100056346,0.1271535164853928,16.58144635355791,54.02220508922164,473.32650358561756,39.97824793967904,143.54870908344594
E84015,324.8082123737513,0.8581186705634473,0.1418813294365527,707.3734753573597,0.04097714736012608,0.3083662976226701,0.47031653519961925,0.5407937956916259,0.20774914370869713,0.07028220552551709,0.18054287698273375,28.578984624186784,49.52792088076203,496.4346818257078,50.16265079107972,167.3073177259024
E84017,28.192920278406422,0.49829609996213553,0.37485800833017796,455.0365088176267,0.06944118613053066,0.7865387322291559,0.210036128184676,0.5259231454980529,0.318420682212734,0.09956364660066626,0.056022146108009194,3.236160059434574,67.21731124462468,715.6048507622016,52.95111200881386,231.84184186527443
E84018,210.43299144210147,0.9363237297542762,0.0636762702457238,411.66040219999576,0.0392561450568724,0.7651337339764257,0.217017874184313,0.36480874880709807,0.4658378685099688,0.11495705553119599,0.05437053467798097,18.376785005460945,44.286557496601674,434.7964579218959,31.7624479607078,107.23691677199793
E84020,59.89951836321386,0.8621586475942783,0.1378413524057217,1056.874683560737,0.07191991155877657,0.4463825082913647,0.44021618965729026,0.507075297874954,0.3605085370347623,0.09995086598697948,0.03182655693403759,17.643462730787935,96.23494671838915,776.9671162808812,61.87733451787235,191.85239064457335
E84021,201.84357738451254,0.7555965038970094,0.24440349610299061,444.19258045546616,0.06364778166264978,0.4172578838385553,0.5824252916482795,0.4317978659606006,0.47733007456691223,0.06763071839958361,0.022766104303155798,18.07439356834259,57.85941370118958,408.35138544739925,30.566194682078223,81.63399993194025
E84022,296.84368443876656,0.49658467248391047,0.5034153275160895,411.38758336165773,0.08638176638176638,0.4743019943019943,0.33105413105413106,0.29866096866096864,0.4601139601139601,0.1347008547008547,0.09954415954415954,67.91188886257076,38.58572582123425,472.158085348273,71.8899969919643,515.2815093330175
E84024,187.23014830110756,0.8385553745247942,0.16144462547520574,545.8083036105376,0.03909401623662771,0.5790156275750389,0.11589914087746576,0.5693782647014567,0.18424918136155516,0.09876684747171488,0.14547760477497296,23.2250104326915,102.66812792120355,469.4754708716601,46.58761508875782,205.2757563002757
E84028,145.23404370256327,0.7726427375860145,0.2273572624139855,411.8791021797261,0.06708636631910289,0.9132074234376024,0.08679257656239753,0.27391960128533016,0.48704833103810086,0.1573873696635845,0.08020198045773494,16.077700234583133,36.26933382393975,403.3708775625962,36.82729667155673,101.48951331001905
E84030,103.29087830376206,0.4839629365645046,0.5160370634354954,504.7853935065891,0.06114635747101291,0.5277109312331364,0.18941879967913658,0.235360606723547,0.4078246918981988,0.13574710129074602,0.21833296871581712,14.896376123387496,57.742756314226156,538.3015534123537,70.1429018439412,166.5441037852206
E84031,124.59266267213287,0.723476059902974,0.27652394009702597,660.6135463751358,0.06297322742763184,0.4801426809701245,0.2899765292456208,0.5710686486414809,0.21632874968506755,0.12310874782862372,0.08853911129380876,9.188083689566827,78.51915356710673,526.31486737447,51.411342670951896,128.21520645853576
E84032,99.67639929619924,0.7624984569806197,0.2375015430193803,450.5309266300001,0.055713349355473014,0.3500928555822591,0.4773323137426262,0.48432379287743066,0.31592746340397637,0.12781297793314397,0.06387917850120166,27.42839165023813,38.089859435971526,485.6348356772852,70.82273489223859,284.6832331012781
E84033,64.55472829239993,0.799662984459839,0.200337015540161,491.23718816476503,0.09647417759515783,0.3917525773195876,0.5444233939423763,0.3819845975936816,0.2886843982973698,0.15321211524739808,0.17587284403218267,7.978077188896,41.00523777521433,458.3615354863663,23.96678383421637,113.33425269065174
E84039,27.28168383340797,0.6510177281680893,0.3489822718319107,636.8562472010748,0.06488995148020534,0.6221362773363336,0.3129386119119612,0.4173053934322481,0.33184023627030446,0.12518107024822445,0.1251037198509247,3.5979143568952234,74.86823391699419,602.7675772503359,58.36582684633607,161.576404560563
E84040,82.79092065716446,0.6902004454342985,0.3097995545657016,459.70165766230895,0.06590188921423128,0.477076731779712,0.5140588022943323,0.3169146845293009,0.4246921503349244,0.18671533432273074,0.06999318118005696,16.25077905975638,52.16956269802949,677.023214647908,53.010156474129715,155.12569237993387
E84042,12.26243796150587,0.6061204343534057,0.39387956564659427,476.10458782229756,0.08891205410490453,0.5211665098777046,0.4331951895451425,0.34664768248963923,0.3808700516132313,0.16122142838981973,0.10742162670666904,1.495782745352532,54.09823020275562,630.7347778719284,73.13703735573638,178.78082072712402
E84048,34.76052407839376,0.6641580432737535,0.33584195672624645,473.22927339713544,0.05332258436024415,0.7771737878613383,0.2143038120465277,0.31636531152827363,0.33278820684095356,0.19507082805481976,0.15342623517217552,5.859154152362344,84.6986000559461,542.892023282684,47.87793291025957,109.4879028172544
E84049,93.04601126944317,0.6442644747975341,0.35235102139489904,553.552348925354,0.039477426957617134,0.9317322930635134,0.06404161079279938,0.6541915559348206,0.16071356007964566,0.09142996464708034,0.09171441342598237,9.654962485942155,61.194566402799,501.3327634879039,52.35796093007777,170.37184262454934
E84051,53.77450661108578,0.7231104651162791,0.2768895348837209,536.3251481795089,0.0765344538631561,0.6544169439654125,0.31721357266036776,0.4488353452672998,0.29166160647057393,0.13086881542833548,0.12771125306647882,7.59592593737268,44.96790666715025,635.7063766039211,47.118303474786714,171.91091460350742
E84053,5.7715288195062415,0.5991189427312775,0.4008810572687225,662.6579542854237,0.06772052334727391,0.9965851974062848,0.0034148025937152287,0.22491654836358055,0.5180907800329969,0.16210720178030158,0.09473199554924605,1.4874224693415181,48.710393609629904,779.410643004246,65.37647782253349,160.5999744076198
E84058,163.56326506573095,0.8137247469961718,0.18627525300382822,382.8420690446152,0.061243988146324875,0.6918692209285379,0.19241170469450877,0.3272877431055981,0.29133807264424405,0.24781791977717682,0.13191261962981554,11.70893170711102,34.97959158048808,547.4065647250645,48.7336457551972,135.8461160744701
