practice_code_standardised,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_over_14_days_share,ocs_mean_absolute_monthly_rate_change,gpad_mean_absolute_monthly_rate_change,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_answered_share_cbt003,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share
A86017,11.142199750028405,0.655831739961759,0.3441682600382409,568.8416089080787,0.09780030461162019,0.6796584354947443,0.2781578487428529,0.4777533644603131,0.2044518239244963,0.1437167611295598,0.17264238096427056,2.3738622761843273,55.92726311684059,1026.7725258493354,79.6343957329364,264.35023406704386,0.5621152808709003,0.10987232512138105,0.24301799620986816,0.0684644433070975
A86018,248.30086375386168,0.8911459259071173,0.10885407409288271,867.0575625748692,0.017836886652511562,0.3952764608359268,0.30984409993891976,0.6416480032576132,0.10188767051569181,0.06713010092783805,0.18927605363427474,20.07147068531111,88.9767790994116,726.7259315301683,56.18736567430533,210.60859383818638,0.4250082418059098,0.21282945534676315,0.3089983169364774,0.010211163742994465
A86021,85.65246586585093,0.7674216027874564,0.23257839721254356,534.92999079808,0.054519813411440174,0.6068157515458645,0.3467075797728083,0.4183365102980148,0.1883707595270197,0.1402668650332419,0.25276240953399354,18.18317887235902,73.67208122779351,696.6516617341059,42.598192551816034,164.0339769628681,0.5914797405842803,0.12799428809424646,0.24093532456714464,0.03959064675432855
A86022,57.45324776466645,0.7561770761839396,0.2438229238160604,530.1609834481807,0.030272039271834732,0.7227356403056955,0.18999981405381283,0.5622082969188716,0.1673515684560888,0.11244165938377433,0.15790550214767846,16.532708113534934,71.66036197215946,883.9696763572196,59.22542804359155,165.44455680788303,0.6215302947506942,0.07513187389175746,0.26577747047474604,0.037526904504343754
A86026,48.678321832491896,0.7857789855072463,0.21422101449275363,681.7720849225071,0.02941033808145645,0.4560300085692574,0.4294006370353603,0.3750424420766706,0.3577260747950654,0.1299940176882407,0.13720512861970283,8.349966079344547,95.4421483573075,919.0127648316762,66.07811769823203,210.33590370376828,0.6408103537201185,0.026831871993858777,0.251142483597414,0.0811433232179055
A86040,279.0650892037668,0.7962695981257885,0.20373040187421157,790.8772018054491,0.04953580058501844,0.5327006231718173,0.3234929416253338,0.6342045020984357,0.1625492814447412,0.09667111789393361,0.10627305099834669,46.62273347724952,104.30946755057035,1159.6112501100117,105.67638724394114,311.4823144155531,0.48514615317894005,0.1979356405585914,0.2578497701448521,0.03223393182409576
A87004,20.750550371799154,0.5853177861717852,0.4146822138282148,401.95203075266323,0.06183233289246109,0.7745955844948621,0.16637840404245938,0.33206158646183065,0.16557296435717433,0.14228303998372163,0.3594634923864754,4.167156270325003,46.438161842133155,810.239300976697,74.42864145625066,200.69969098777256,0.39590755189165316,0.12260940884523985,0.2864671615738891,0.18495510083909908
A87008,45.428465667221914,0.7239763699327766,0.27602363006722347,467.93448084397556,0.06840700088994364,0.485177494314249,0.4566992979333531,0.42052803322456245,0.19968357559576783,0.12581825373281916,0.25373281914367646,8.20356089692496,40.593700673577125,679.4466037386637,62.39353981825605,181.81684917850328,0.765802699500143,0.024761308072622275,0.2014410046172076,0.00796774764713093
A87009,25.438993873500735,0.7218571125715497,0.2781428874284503,413.1450081974286,0.037568368425861864,0.7554401033848082,0.20828383829153993,0.3370579712036759,0.14069210385473913,0.10231440991032151,0.4198571932068871,3.984586467898922,46.20675424411099,700.4594874449909,69.9234108681893,176.49015192852164,0.6128716835281255,0.057398253799602714,0.2738100737592584,0.055866093839023113
A87011,22.8012600002636,0.6132947976878613,0.38670520231213873,627.7331857182397,0.013878390862517846,0.6002141597379692,0.1840723943898547,0.4419039220626522,0.15650457713949778,0.07140757537582934,0.32974300831443687,3.474700132680626,91.90604069947264,727.6106124708394,60.1342636745407,185.08861072001366,0.7968880194181792,0.02639205883418469,0.17213708654856355,0.004582835199072564
A87012,13.306141553274715,0.5628140703517588,0.4371859296482412,326.49081163005803,0.0808615216575076,0.8853807557087756,0.09762091681742158,0.34447213025224427,0.19967914803563505,0.17561525070826364,0.2801310714407618,2.219808233346378,51.42843633295652,1131.8132682513678,82.32662172904325,269.80402982199985,0.4065832356908656,0.21586041886157087,0.29480804639576214,0.049221650042831404
A87013,23.135581112936638,0.3307603241991509,0.6692396758008491,548.3784556039717,0.05047708991435178,0.7406617383658449,0.1773862637183704,0.4815840036473768,0.21685609144494739,0.1249552219363663,0.17601849741101377,4.733626685381784,78.59702879358329,863.1062933066647,72.54090875600531,193.24434977454746,0.4741312421762655,0.21888869347513476,0.24750416403720218,0.03795739750261222
A87029,36.52782489999132,0.5311588724484285,0.4688411275515714,627.5929271968376,0.03165054280523758,0.7974742426814013,0.15305410451279536,0.43179889490259676,0.26651831456930747,0.09548594741043871,0.20605854878961033,7.4691598548538165,77.41561183448617,841.1814832056431,62.93162828937338,157.57800352034303,0.3586748022005337,0.2049094601376037,0.21434567889654396,0.18744401348835246
A87030,20.240925451237167,0.5570866141732284,0.44291338582677164,485.95486964259624,0.055754461723468804,0.5902047063325043,0.36595698160649376,0.45521878160102763,0.17218289649894777,0.14187324059143458,0.23069775069009812,3.1199891207430683,70.99868404004242,884.4381283784682,69.64717778664985,202.4621564658612,0.781550336376742,0.05503664103796252,0.14393620855358,0.019341662662181642
A88001,148.8292404340377,0.671527244819647,0.328472755180353,507.4357509994289,0.03367397469950029,0.8570656822581372,0.13573132850132805,0.512942871291586,0.3413766713185972,0.08382478728672399,0.06163057668932607,26.597340405774773,64.60792439935507,547.5042832667048,60.07301737331787,221.5800485819617,0.713063796052906,0.07234948053573664,0.20081779112946968,0.013351691909709184
A88006,13.127206590349845,0.658516707416463,0.3414832925835371,478.3887878463678,0.05917477356591748,0.6097059152409706,0.33612881583361287,0.3402661299340266,0.20697752432069774,0.11515151515151516,0.33758246673375825,2.3951316564119236,73.26787169616605,968.2144003423558,71.21022632407592,207.0919530930572,0.43830318567055987,0.21394711543773964,0.21349407175769897,0.10502878484845136
