practice_code_standardised,ocs_months,cbt_months,denominator_months,patient_month_exposure,ocs_total,cbt_total,ocs_submissions_per_1000_patient_months,cbt_inbound_calls_per_1000_patient_months,ocs_morning_share,cbt_morning_share,ocs_out_of_hours_share,cbt_out_of_hours_share,cbt_april_y60_integrity_gap_flag
J82156,12,,12,96087.0,1507.0,,15.6837033105415,,0.627737226277372,,0.0849369608493696,,0
J82157,12,5,12,205892.0,51490.0,24738.0,250.082567559691,120.150370096944,0.476791610021363,0.446398253698763,0.319498931831424,0.0550974209717843,0
J82161,,5,12,124879.0,,18761.0,,150.233425956326,,0.468471829859816,,0.0172165662811151,0
J82163,12,12,12,203982.0,27791.0,94625.0,136.242413546293,463.888970595445,0.536504623799072,0.469970937912814,0.20945629880177,0.0469537648612946,0
J82169,12,,12,103842.0,1530.0,,14.7339226902409,,0.465359477124183,,0.103921568627451,,0
J82174,7,,12,167998.0,7226.0,,43.0124168144859,,0.514669249930805,,0.0381954054802104,,0
J82178,10,12,12,153680.0,16760.0,71191.0,109.057782404997,463.241801145237,0.524582338902148,0.556081527159332,0.122971360381862,0.0240339368740431,0
J82181,12,12,12,110192.0,6569.0,71500.0,59.6141280673733,648.867431392479,0.481960724615619,0.443272727272727,0.056477393819455,0.062027972027972,0
J82184,12,5,12,53532.0,6556.0,9031.0,122.468803706194,168.702831950983,0.555521659548505,0.454545454545455,0.131940207443563,0.0210386446683645,0
J82194,12,12,12,163392.0,10488.0,99956.0,64.1891891891892,611.755777516647,0.493039664378337,0.437952699187643,0.133581235697941,0.0548741446236344,0
J82196,12,12,12,183725.0,56606.0,86274.0,308.10178255545,469.582256089264,0.488764441931951,0.474128938034634,0.135674663463237,0.0453439043048891,0
J82198,10,12,12,76039.0,5249.0,43660.0,69.0303659963966,574.17903970331,0.483520670603925,0.519766376546038,0.0756334539912364,0.0387769125057261,0
J82199,12,12,12,223007.0,12459.0,71819.0,55.8682014465914,322.048186828216,0.670358776787864,0.477311017975745,0.0340316237258207,0.0284882830448767,0
J82201,12,12,12,96212.0,3154.0,60942.0,32.7817735833368,633.413711387353,0.403297400126823,0.47166157986282,0.19435637285986,0.0354763545666371,0
J82207,12,12,12,136419.0,5606.0,64317.0,41.0939825097677,471.466584566666,0.487691758829825,0.463267876300201,0.068498037816625,0.0365999657944245,0
J82208,12,12,12,88779.0,3090.0,55571.0,34.8055283344034,625.947577692923,0.505177993527508,0.488348239189505,0.12621359223301,0.0453293984272372,0
J82210,12,12,12,113358.0,19714.0,64709.0,173.909207995907,570.837523597805,0.370041594805722,0.483765782194131,0.277467789388252,0.0236906767219398,0
J82213,12,,12,75373.0,4892.0,,64.9038780465153,,0.338103025347506,,0.340760425183974,,0
J82214,10,12,12,119404.0,6271.0,68381.0,52.519178586982,572.686007168939,0.343645351618562,0.481581140960208,0.311911975761442,0.0279756072593264,0
J82215,12,5,12,159061.0,33683.0,24567.0,211.761525452499,154.450179490887,0.529317459846213,0.465380388325803,0.111688388801473,0.0217771807709529,0
J82216,12,4,12,162296.0,5905.0,37231.0,36.3841376250801,229.401833686597,0.488060965283658,0.574574950981709,0.152413209144793,0.109478660256238,0
J82218,12,12,12,217333.0,51425.0,51948.0,236.618461071259,239.024906479918,0.483558580456976,0.464117964117964,0.322177929022849,0.0453915453915454,0
J82605,12,12,12,57698.0,5420.0,20750.0,93.9373981767132,359.631183056605,0.498708487084871,0.492674698795181,0.102214022140221,0.020578313253012,0
J82622,12,9,12,573641.0,159225.0,129631.0,277.569071945694,225.979314588741,0.482110221384833,0.444723870061945,0.130940493013032,0.0303091081608566,0
J82625,12,9,12,57896.0,2853.0,22617.0,49.2780157523836,390.648749481829,0.324921135646688,0.506875359243047,0.354363827549947,0.0733076889065747,0
J82628,12,12,12,72078.0,6912.0,35393.0,95.8961125447432,491.037487166681,0.572337962962963,0.476337128810782,0.162615740740741,0.037945356426412,0
J82630,12,12,12,76427.0,6330.0,29604.0,82.8241328326377,387.350020280791,0.554502369668246,0.486690987704364,0.195260663507109,0.0492838805566815,0
J82639,8,9,12,231013.0,45.0,106578.0,0.194794232359218,461.350659919572,0.6,0.460601625100865,0.0888888888888889,0.0217399463303871,0
J82640,12,12,12,85835.0,1337.0,49568.0,15.5763965748238,577.480048931089,0.527299925205684,0.466006294383473,0.0860134629768138,0.0773684635248547,0
J82646,12,12,12,202780.0,5151.0,139333.0,25.4019134036887,687.114113817931,0.482624733061541,0.496092095914105,0.100757134536983,0.0687489682989672,0
J82669,12,5,12,110978.0,16556.0,20087.0,149.182720899638,180.999837805691,0.794515583474269,0.473340966794444,0.0731456873640976,0.0539154677154378,0
J83001,12,,12,161662.0,1010.0,,6.24760302359243,,0.578217821782178,,0.0594059405940594,,0
J83002,12,9,12,593605.0,7921.0,62668.0,13.34389029742,105.571887029253,0.327105163489458,0.51244654369056,0.33417497790683,0.0270632539733197,0
J83003,12,5,12,157132.0,39596.0,26210.0,251.991955807856,166.802433622687,0.592585109607031,0.482640213658909,0.176356197595717,0.0698969858832507,0
J83004,12,,12,93195.0,1646.0,,17.6618917323891,,0.42588092345079,,0.187120291616039,,0
J83005,4,9,12,130136.0,6312.0,51558.0,48.5031044445811,396.185528985062,0.637515842839037,0.51099732340277,0.020595690747782,0.0440474805073897,0
J83006,12,12,12,130877.0,93.0,83096.0,0.710590860120571,634.916753898699,0.580645161290323,0.61939202849716,0.0645161290322581,0.0123712332723597,0
J83007,12,9,12,185998.0,31429.0,63587.0,168.974935214357,341.869267411478,0.526233733176366,0.509333668831679,0.317191129211874,0.0446160378693758,0
J83008,12,4,12,229259.0,50034.0,24670.0,218.242250031624,107.607553029543,0.571671263540792,0.453506282934739,0.112023823799816,0.0262261856505878,0
J83009,11,12,12,179705.0,14326.0,99687.0,79.7195403578086,554.725800617679,0.530085159849225,0.460982876403142,0.0638698869188887,0.0489231293950064,0
J83010,12,5,12,140468.0,36037.0,29195.0,256.549534413532,207.840931742461,0.475428032300136,0.500462407946566,0.19513278019813,0.0310669635211509,0
J83011,12,12,12,172680.0,37398.0,63336.0,216.574009728978,366.782487838777,0.538451254077758,0.503868258178603,0.199128295630782,0.030756599722117,0
J83013,12,12,12,93769.0,23712.0,46793.0,252.876750311937,499.024197762587,0.49055330634278,0.451392302267433,0.159665991902834,0.0354753916184045,0
J83016,12,9,12,383344.0,13754.0,173689.0,35.8790016277808,453.089131432864,0.474552857350589,0.642303197093656,0.152755562018322,0.0195924900252751,0
J83018,12,12,12,215976.0,57772.0,91486.0,267.492684372338,423.593362225432,0.584019940455584,0.482401678945412,0.190542131136191,0.0391753929562993,0
J83019,11,8,12,148198.0,3461.0,67964.0,23.3538914155387,458.602680198113,0.396128286622363,0.552380672120534,0.226813059809304,0.0391089400270732,0
J83021,12,,12,294396.0,51567.0,,175.162026657971,,0.605115674753234,,0.170806911396824,,0
J83022,12,,12,111770.0,1990.0,,17.8044197906415,,0.431658291457286,,0.164824120603015,,0
J83023,12,12,12,105917.0,4203.0,60031.0,39.6820151628162,566.773983402098,0.549369497977635,0.452516199963352,0.0342612419700214,0.0310006496643401,0
J83024,12,,12,105479.0,2082.0,,19.7385261521251,,0.411623439000961,,0.159942363112392,,0
J83026,12,6,12,284360.0,47240.0,64970.0,166.127444084963,228.47798565199,0.86735817104149,0.446406033553948,0.00726079593564776,0.0587348006772356,0
J83027,12,,12,146801.0,6306.0,,42.9561106531972,,0.650174437044085,,0.0938788455439264,,0
J83029,12,12,12,105738.0,181.0,72184.0,1.71177816868108,682.668482475553,0.276243093922652,0.572398315416159,0.30939226519337,0.0162916989914663,0
J83030,12,12,12,228052.0,16882.0,109242.0,74.02697630365,479.022328240927,0.528669588911266,0.499807766243752,0.32016348773842,0.0319016495487084,0
J83033,9,12,12,257036.0,10195.0,125562.0,39.6637046950622,488.499665416518,0.73241785188818,0.515808923081824,0.030505149583129,0.108878482343384,0
J83034,12,5,12,81390.0,2536.0,21860.0,31.1586189949625,268.583364049638,0.507492113564669,0.47804208600183,0.0319400630914827,0.0236962488563586,0
J83035,10,,12,176648.0,58.0,,0.328336578959286,,0.5,,0.0862068965517241,,0
J83036,12,,12,124005.0,8875.0,,71.5696947703722,,0.590084507042254,,0.064112676056338,,0
J83037,12,12,12,203866.0,154.0,122810.0,0.755398153689188,602.405501653047,0.38961038961039,0.494422278316098,0.201298701298701,0.0199250875335885,0
J83038,12,5,12,348877.0,1958.0,125814.0,5.61229315776047,360.625664632521,0.393258426966292,0.595347099686839,0.0720122574055158,0.0586262260161826,0
J83039,12,12,12,166701.0,12370.0,90223.0,74.2047138289512,541.226507339488,0.586903799514956,0.57694822827882,0.216248989490703,0.0222781330702814,0
J83040,12,12,12,298295.0,10568.0,175947.0,35.4280158903099,589.84227023584,0.437831188493566,0.508442883368287,0.16218773656321,0.0621493972616754,0
J83041,12,12,12,200261.0,11486.0,119480.0,57.3551515272569,596.621409061175,0.505223750652969,0.427887512554402,0.195803586975448,0.0758034817542685,0
J83042,12,5,12,237156.0,6524.0,48337.0,27.509318760647,203.819426875137,0.311465358675659,0.498955251670563,0.242489270386266,0.0348387363717235,0
J83043,12,12,12,80298.0,4025.0,50567.0,50.1257814640464,629.741712122344,0.589813664596273,0.502738940415686,0.0362732919254658,0.0125378211086282,0
J83045,12,12,12,123646.0,558.0,73839.0,4.51288355466412,597.180660919075,0.512544802867383,0.528000108343829,0.0931899641577061,0.0174433564918268,0
J83046,12,5,12,187122.0,39215.0,29668.0,209.569158089375,158.548968052928,0.591227846487314,0.50037076985304,0.279153385184241,0.0236281515437508,0
J83047,11,,12,101200.0,28.0,,0.276679841897233,,0.642857142857143,,0.107142857142857,,0
J83048,,5,12,82658.0,,19981.0,,241.730987926154,,0.504579350382864,,0.0275261498423502,0
J83049,12,5,12,149493.0,9102.0,39382.0,60.8857939836648,263.437084010623,0.391672159964843,0.507008277893454,0.255108767303889,0.023386318622721,0
J83050,12,5,12,177931.0,32583.0,29001.0,183.121547116579,162.990147866308,0.426326612036952,0.484431571325127,0.161924930178314,0.0361022033722975,0
J83052,12,5,12,194910.0,53381.0,40359.0,273.875121851111,207.064799138064,0.551675689852195,0.474194107881761,0.0327832000149866,0.0437820560469784,0
J83053,12,,12,89569.0,695.0,,7.75938103584946,,0.536690647482014,,0.0,,0
J83055,12,12,12,118448.0,179.0,74945.0,1.51121167094421,632.724908820748,0.53072625698324,0.471412369070652,0.0223463687150838,0.107145239842551,0
J83056,12,7,12,65462.0,3774.0,26727.0,57.6517674375974,408.282667807278,0.416004239533651,0.503348673625921,0.267355590885003,0.0284730796572754,0
J83057,12,4,12,239421.0,28240.0,59706.0,117.951223994554,249.3766210984,0.501487252124646,0.485880815998392,0.159667138810198,0.0340166817405286,0
J83058,6,12,12,51248.0,393.0,36654.0,7.66859194505151,715.227911333125,0.452926208651399,0.475064113057238,0.195928753180662,0.0298739564576854,0
J83059,12,,12,114937.0,2369.0,,20.6112914031165,,0.462220346137611,,0.173490924440692,,0
J83064,12,,12,147133.0,17311.0,,117.655454588705,,0.411819074576859,,0.27681820807579,,0
J83601,12,12,12,50148.0,35.0,28681.0,0.697934115019542,571.927095796443,0.314285714285714,0.52700393989052,0.228571428571429,0.0138070499633904,0
J83603,8,,12,58511.0,15.0,,0.256362051580045,,0.2,,0.333333333333333,,0
J83609,12,9,12,41936.0,211.0,25339.0,5.03147653567341,604.230255627623,0.327014218009479,0.583211650025652,0.23696682464455,0.0176407908757252,0
J83615,5,12,12,41843.0,9.0,31953.0,0.215089740219392,763.640274358913,0.444444444444444,0.520358025850468,0.222222222222222,0.0151785434857447,0
J83618,12,5,12,40891.0,129.0,14243.0,3.15472842434766,348.316255410726,0.441860465116279,0.595520606613775,0.0697674418604651,0.0148845046689602,0
J83619,3,5,12,39932.0,3.0,11420.0,0.0751277171191025,285.98617650005,0.0,0.491593695271454,0.333333333333333,0.0259194395796848,0
J83625,12,12,12,100387.0,250.0,50360.0,2.4903622979071,501.658581290406,0.42,0.544579030976966,0.2,0.0273828435266084,0
J83630,,12,12,30234.0,,23033.0,,761.824436065357,,0.530369469891026,,0.0212738245126558,0
J83633,10,,12,123765.0,37.0,,0.298953662182362,,0.432432432432432,,0.0540540540540541,,0
J83645,6,,12,52059.0,353.0,,6.78076797479783,,0.373937677053824,,0.218130311614731,,0
J83646,6,,12,92652.0,444.0,,4.79212537236109,,0.385135135135135,,0.234234234234234,,0
J84003,12,8,12,98182.0,9041.0,39108.0,92.084088733169,398.321484589843,0.52958743501825,0.508029047765163,0.160933525052538,0.05579421090314,0
J84004,12,5,12,105126.0,10046.0,20296.0,95.561516656203,193.063561821053,0.35217997212821,0.478419392983839,0.303702966354768,0.0377906976744186,0
J84005,12,,12,102237.0,15206.0,,148.732846229839,,0.526108115217677,,0.0802314875706958,,0
J84007,12,5,12,79004.0,1927.0,18484.0,24.3911700673384,233.962837324692,0.482615464452517,0.513795715213157,0.104307213284899,0.0235879679723004,0
J84008,12,5,12,64978.0,2829.0,17809.0,43.5378127981778,274.07738003632,0.507246376811594,0.451176371497557,0.109579356663132,0.0572744118142512,0
J84012,12,5,12,175775.0,10556.0,43287.0,60.054046366093,246.263689375622,0.487684729064039,0.485272714671841,0.0952065176203107,0.0212303924965925,0
J84013,8,12,12,324989.0,32761.0,196335.0,100.806488835007,604.128139721652,0.483227007722597,0.450958820383528,0.0639479869356857,0.0316397993225864,0
J84015,12,,12,186381.0,19077.0,,102.354853767283,,0.443780468627143,,0.237353881637574,,0
J84016,12,12,12,77936.0,5087.0,51766.0,65.2715048244714,664.211660849928,0.495576960880676,0.558648533786655,0.161981521525457,0.0495305799173202,0
J84017,12,5,12,102454.0,5571.0,35045.0,54.3756222304644,342.055947059168,0.462394543169987,0.482379797403339,0.264943457189015,0.0729918675988015,0
J84019,12,12,12,132993.0,6186.0,105630.0,46.5137262863459,794.252329069951,0.495635305528613,0.567906844646407,0.102166181700614,0.011369875982202,0
K81001,10,12,12,187740.0,42062.0,77325.0,224.043890486844,411.8728028124,0.564713993628453,0.472770772712577,0.125005943607056,0.0216230197219528,0
K81002,12,12,12,184840.0,30008.0,63627.0,162.345812594676,344.227439948063,0.50039989336177,0.466924418878778,0.28019194881365,0.0388042812013768,0
K81003,8,12,12,189190.0,15837.0,96077.0,83.7094983878641,507.833394999736,0.339458230725516,0.521227765229972,0.345141125213109,0.0191825306785183,0
K81004,9,12,12,174443.0,17615.0,82328.0,100.978543134434,471.947856893083,0.74005109281862,0.499016130599553,0.022934998580755,0.101715090856088,0
K81007,3,12,12,67806.0,1530.0,25956.0,22.5643748340855,382.797982479427,0.53921568627451,0.466867005701957,0.0640522875816993,0.0575204191709046,0
K81010,12,12,12,86411.0,8664.0,44376.0,100.265012556272,513.545729131708,0.484649122807018,0.493802956553092,0.0771006463527239,0.023751577429241,0
K81012,11,12,12,146441.0,35628.0,65031.0,243.292520537281,444.076453998539,0.508139665431683,0.458642801125617,0.191029527338049,0.0234349771647368,0
K81014,12,12,12,244975.0,30880.0,81673.0,126.053678946831,333.393203388101,0.39815414507772,0.4638987180586,0.347830310880829,0.0339279810953436,0
K81015,12,12,12,43075.0,693.0,22802.0,16.0882182240279,529.355774811375,0.531024531024531,0.534821506885361,0.111111111111111,0.0812648013332164,0
K81017,12,12,12,173983.0,16942.0,82290.0,97.37732996902,472.977244903238,0.491913587533939,0.464746627779803,0.114449297603589,0.0334913112164297,0
K81018,12,12,12,123313.0,5712.0,64989.0,46.3211502436888,527.02472569802,0.497198879551821,0.450399298342796,0.0593487394957983,0.0550093092677222,0
K81019,12,,12,69788.0,3422.0,,49.0342179171204,,0.514903565166569,,0.105493863237873,,0
K81020,12,12,12,229188.0,13110.0,118417.0,57.2019477459553,516.680629003264,0.447215865751335,0.52662202217587,0.13394355453852,0.0462855839955412,0
K81021,12,,12,121336.0,5793.0,,47.7434561877761,,0.580528223718281,,0.146383566373209,,0
K81022,12,12,12,347442.0,19229.0,162785.0,55.3444891521463,468.524242895217,0.414998179832545,0.452830420493289,0.395652400020802,0.119083453635163,0
K81024,12,,12,281923.0,9612.0,,34.0944158511367,,0.422388680815647,,0.186849771119434,,0
K81025,10,12,12,233557.0,5940.0,111620.0,25.4327637364755,477.913314522793,0.361111111111111,0.503270023293317,0.291077441077441,0.0543988532521054,0
K81026,3,12,12,96437.0,2739.0,43628.0,28.4019619025893,452.398975496957,0.486308871851041,0.452874300907674,0.0777656078860898,0.049165673420739,0
K81027,5,12,12,134712.0,140.0,80409.0,1.03925411247699,596.895599501158,0.335714285714286,0.480717332636894,0.25,0.0318123593130122,0
K81028,12,12,12,109186.0,11149.0,46775.0,102.110160643306,428.397413587823,0.42882769755135,0.451181186531267,0.197954973540228,0.0208872260823089,0
K81030,6,12,12,486168.0,44717.0,234198.0,91.9784930312155,481.72236757664,0.554464744951584,0.500200684890563,0.0139767873515665,0.0323700458586324,0
K81034,12,12,12,143388.0,4106.0,79623.0,28.6355901470137,555.297514436355,0.515099853872382,0.567386307976338,0.102776424744277,0.122627883902892,0
K81036,12,6,12,145784.0,6083.0,44419.0,41.7261153487351,304.690501015201,0.496794344895611,0.433463157657759,0.0863060989643268,0.0479074270019586,0
K81040,11,12,12,240347.0,6483.0,160505.0,26.9735008134073,667.805298173058,0.373283973469073,0.51053238216878,0.285515964831097,0.152923584935049,0
K81041,11,12,12,139646.0,27651.0,69538.0,198.007819772854,497.959125216619,0.434306173375285,0.4967068365498,0.192759755524213,0.0298541804481003,0
K81042,12,12,12,96311.0,13858.0,49545.0,143.888029404741,514.427220151385,0.513061047770241,0.528812190937532,0.0676865348535142,0.0167322635987486,0
K81043,12,12,12,223144.0,6189.0,194807.0,27.7354533395476,873.010253468612,0.535627726611731,0.679087507122434,0.161900145419292,0.0768298880430375,0
K81045,12,,12,205629.0,21147.0,,102.840552645784,,0.442663261928406,,0.261786541826264,,0
K81046,12,,12,101223.0,4251.0,,41.9963842209774,,0.476123265114091,,0.104446012702893,,0
K81047,12,12,12,369675.0,50998.0,126138.0,137.95360789883,341.213227835261,0.401427506961057,0.461890944838193,0.346758696419467,0.0512930282706242,0
K81048,12,12,12,110352.0,20242.0,67725.0,183.431201971872,613.717920835146,0.491354609228337,0.539756367663344,0.221272601521589,0.0762643041712809,0
K81050,11,12,12,133113.0,3365.0,76348.0,25.2792740002855,573.557804271559,0.465378900445765,0.508566039712894,0.0695393759286776,0.0717635039555719,0
K81051,12,5,12,165679.0,29408.0,29422.0,177.499864195221,177.584364946674,0.388771762785637,0.453912038610564,0.409548422198041,0.0629460947590239,0
K81052,12,12,12,74514.0,4654.0,47807.0,62.458061572322,641.584131840996,0.469488611946712,0.464806409103269,0.141598624838848,0.0132616562428096,0
K81055,11,5,12,92212.0,4390.0,24259.0,47.6076866351451,263.078558105236,0.351708428246014,0.489344160929964,0.276765375854214,0.0672327795869574,0
K81056,,9,12,76485.0,,26795.0,,350.330130090867,,0.437656279156559,,0.0503078932636686,0
K81057,11,12,12,86670.0,6514.0,47683.0,75.1586477443175,550.167301257644,0.437826220448265,0.496088752804983,0.183143997543752,0.0252291172954722,0
K81060,10,12,12,152194.0,14406.0,84199.0,94.6555054732775,553.23468730699,0.572747466333472,0.512998966733572,0.165208940719145,0.156878347723845,0
K81062,12,12,12,329844.0,33383.0,145691.0,101.208450055178,441.696680855192,0.557948656501812,0.48226040043654,0.0318425545936555,0.0698258643292997,0
K81063,7,12,12,269588.0,12415.0,143733.0,46.0517530453878,533.158004065463,0.507047925896093,0.477343407568199,0.0367297623842126,0.0480404639157326,0
K81066,,12,12,136185.0,,90568.0,,665.036531189191,,0.530805582545712,,0.0300105997703383,0
K81068,12,12,12,109286.0,6324.0,66582.0,57.8665153816591,609.245466024925,0.469006957621758,0.465846625214022,0.157495256166983,0.0584692559550629,0
K81069,11,12,12,175401.0,4242.0,97313.0,24.1845827560846,554.802994281675,0.447666195190948,0.504896570858981,0.113625648279114,0.107097715618674,0
K81070,12,12,12,146352.0,34853.0,43786.0,238.14502022521,299.182792172297,0.488250652741514,0.457520668706893,0.235991162884113,0.031836660119673,0
K81073,12,12,12,219234.0,34238.0,77945.0,156.171031865495,355.533357052282,0.54483322623985,0.451908396946565,0.232723874058064,0.0443261273975239,0
K81074,12,12,12,184663.0,16915.0,60130.0,91.5992916826868,325.620183794263,0.524445758202779,0.467021453517379,0.0360626662725392,0.0254781307167803,0
K81075,12,3,12,460628.0,70749.0,48573.0,153.592486778919,105.449516746702,0.508614962755657,0.463405595701316,0.244597096778753,0.0683713173985548,0
K81076,12,,12,110591.0,22927.0,,207.313434185422,,0.504078161120077,,0.183408208662276,,0
K81077,11,12,12,130647.0,23644.0,71658.0,180.976218359396,548.485613906175,0.509389274234478,0.440648636579307,0.198570461850787,0.0418655279243071,0
K81078,8,12,12,164066.0,13334.0,96683.0,81.272170955591,589.293333170797,0.426653667316634,0.482132329365038,0.226338683065847,0.0649338560036408,0
K81080,11,12,12,117537.0,6481.0,72582.0,55.1400835481593,617.524694351566,0.418916833821941,0.492077925656499,0.18453942292856,0.143547987104241,0
K81081,11,12,12,29037.0,223.0,14767.0,7.67985673451114,508.558046630162,0.417040358744395,0.481004943455001,0.15695067264574,0.0299316042527257,0
K81082,12,12,12,130398.0,8365.0,56909.0,64.1497568981119,436.425405297627,0.549790794979079,0.563794830343179,0.103646144650329,0.0306454163664798,0
K81083,12,12,12,216115.0,68060.0,129445.0,314.924924230155,598.963514795364,0.471069644431384,0.523959983004365,0.163341169556274,0.0610606821429951,0
K81084,12,12,12,92410.0,21584.0,44922.0,233.567795693107,486.116221188183,0.444495922905856,0.461577846044255,0.186851371386212,0.0464583055073238,0
K81085,12,12,12,121538.0,3187.0,82005.0,26.2222514769043,674.727245799668,0.380294948227173,0.602170599353698,0.228114213994352,0.112529723797329,0
K81086,12,12,12,143103.0,1411.0,136161.0,9.86003088684374,951.489486593572,0.308291991495393,0.545912559396597,0.347980155917789,0.0159590484793737,0
K81087,,12,12,86304.0,,47554.0,,551.005747126437,,0.539323716196324,,0.0435294612440594,0
K81092,11,12,12,185169.0,18488.0,96826.0,99.8439263591638,522.906101993314,0.747079186499351,0.455466506929957,0.0473279965382951,0.0921343440811352,0
K81094,,12,12,55454.0,,23499.0,,423.756627114365,,0.49189327205413,,0.0746840291076216,0
K81097,12,6,12,70459.0,5460.0,21810.0,77.4918747072766,309.541719297748,0.585714285714286,0.439431453461715,0.0743589743589744,0.0576799633195782,0
K81100,3,12,12,80261.0,2100.0,39701.0,26.1646378689525,494.648708588231,0.420952380952381,0.475454018790459,0.0466666666666667,0.0321402483564646,0
K81102,12,12,12,124487.0,23815.0,44051.0,191.305116196872,353.860242434953,0.474658828469452,0.459921454677533,0.164728112534117,0.0328028875621439,0
K81103,11,12,12,106729.0,15265.0,52673.0,143.025794301455,493.520973681005,0.685555191614805,0.496117555483834,0.139927939731412,0.0230288762743721,0
K81605,12,12,12,386375.0,1937.0,183791.0,5.01326431575542,475.680362342284,0.430046463603511,0.614556751962827,0.122354155911203,0.0954616929011758,0
K81607,12,12,12,40068.0,808.0,29743.0,20.1657182789258,742.313067784766,0.466584158415842,0.516524896614329,0.073019801980198,0.0320411525400935,0
K81608,12,,12,61466.0,1391.0,,22.6303972928123,,0.482386772106398,,0.083393242271747,,0
K81610,10,12,12,374208.0,38269.0,209425.0,102.266653839576,559.64864460407,0.652434085029658,0.503870120568223,0.128302281219786,0.074461024233019,0
K81616,12,12,12,68116.0,675.0,47737.0,9.90956603441188,700.819190792178,0.411851851851852,0.494982927289105,0.18962962962963,0.108804491275112,0
K81630,12,12,12,172080.0,6331.0,91088.0,36.7910274291027,529.335192933519,0.553309113884063,0.569032144739153,0.0551255725793713,0.0257113999648691,0
K81633,12,12,12,138893.0,6292.0,82822.0,45.301059088651,596.300749497815,0.541799109980928,0.509140083552679,0.0724729815638906,0.100927289850523,0
K81636,11,12,12,107475.0,2512.0,62341.0,23.3728774133519,580.051174691789,0.413216560509554,0.425418264063778,0.198646496815287,0.114499286184052,0
K81644,6,12,12,183097.0,25329.0,93323.0,138.336510155819,509.691584242232,0.596865253267006,0.498087288235483,0.116269888270362,0.110337215906047,0
K81645,12,12,12,90473.0,1593.0,50163.0,17.6074630000111,554.452709648182,0.460765850596359,0.53816558020852,0.107344632768362,0.0699320216095529,0
K81651,12,12,12,202997.0,55272.0,74516.0,272.279885909644,367.0793164431,0.462313648863801,0.484406033603521,0.254504993486756,0.0463256213430673,0
K81655,12,,12,85103.0,13459.0,,158.149536444074,,0.32795898655175,,0.285459543799688,,0
K81656,10,,12,83706.0,30895.0,,369.089432059828,,0.597734261207315,,0.242369315423208,,0
K81657,6,,12,73104.0,1152.0,,15.7583716349311,,0.418402777777778,,0.1015625,,0
K82001,10,12,12,127012.0,32814.0,51055.0,258.353541397663,401.969892608572,0.488815749375267,0.493036920967584,0.219662339245444,0.0161198707276467,0
K82003,12,12,12,193854.0,52508.0,68180.0,270.863639646332,351.707986422772,0.52279652624362,0.521560574948665,0.330654376475966,0.0489293047814608,0
K82004,7,12,12,172534.0,24902.0,69779.0,144.330972446011,404.436227062492,0.544092843948277,0.484744693962367,0.160147779294836,0.0240616804482724,0
K82006,12,5,12,111270.0,23727.0,16458.0,213.238069560528,147.910488002157,0.483710540734185,0.479827439543079,0.338053694103764,0.0192611495929031,0
K82007,10,5,12,374676.0,61890.0,62928.0,165.182717868238,167.953111488326,0.559282598158022,0.443141367912535,0.142462433349491,0.0445429697431986,0
K82008,2,12,12,126126.0,3161.0,58642.0,25.0622393479536,464.947750662036,0.413160392280924,0.515364414583404,0.25877886744701,0.0143583097438696,0
K82009,9,12,12,494374.0,111933.0,246575.0,226.413605893514,498.762070820876,0.454789918969383,0.462033863935922,0.223178151215459,0.0624840312278212,0
K82010,11,9,12,119921.0,18776.0,51866.0,156.56974174665,432.501396752862,0.502929271410311,0.510469286237612,0.173093310609288,0.0747310376740061,0
K82011,10,6,12,123506.0,36285.0,27704.0,293.791394750053,224.312988842647,0.444150475403059,0.358720762344788,0.206834780212209,0.0403551833670228,0
K82012,10,12,12,85106.0,7776.0,51394.0,91.3684111578502,603.882217469979,0.510159465020576,0.440304315678873,0.116898148148148,0.0238354671751566,0
K82013,10,12,12,170613.0,4129.0,146894.0,24.2009694454702,860.977768399829,0.407362557519981,0.548293327161082,0.234923710341487,0.066959848598309,0
K82014,8,12,12,72500.0,6362.0,41924.0,87.751724137931,578.262068965517,0.540867651681861,0.490673599847343,0.121031122288588,0.0642591355786662,0
K82015,12,12,12,121853.0,12264.0,57518.0,100.645860175786,472.027771166898,0.503995433789954,0.468305573907299,0.326076320939335,0.0676310024687924,0
K82016,12,9,12,349697.0,71804.0,122108.0,205.33204459861,349.182292098588,0.435296083783633,0.457390179185639,0.202050025068241,0.0757280440265994,0
K82017,12,12,12,170434.0,10849.0,96704.0,63.6551392327822,567.398523768732,0.518849663563462,0.595425215089345,0.0689464466771131,0.0142910324288551,0
K82019,8,12,12,200147.0,22344.0,118736.0,111.637946109609,593.243965685221,0.68031686358754,0.533384988546018,0.127058718224132,0.078872456542245,0
K82020,7,12,12,75589.0,7788.0,46727.0,103.030864279194,618.171956237019,0.676168464304058,0.40400624906371,0.102336928608115,0.0938001583666831,0
K82021,7,12,12,183049.0,28887.0,103308.0,157.810203825205,564.373473769319,0.58704607608959,0.476603941611492,0.127012150794475,0.0902737445309173,0
K82022,12,12,12,126623.0,22591.0,58508.0,178.411505018835,462.064553833032,0.45712894515515,0.44597320024612,0.34836881944137,0.0817495043412867,0
K82023,10,12,12,450893.0,116045.0,206554.0,257.367047170837,458.099815255504,0.50522642078504,0.468013207200054,0.104450859580335,0.0292562719676211,0
