practice_code_standardised,ocs_months,cbt_months,denominator_months,patient_month_exposure,ocs_total,cbt_total,ocs_submissions_per_1000_patient_months,cbt_inbound_calls_per_1000_patient_months,ocs_morning_share,cbt_morning_share,ocs_out_of_hours_share,cbt_out_of_hours_share,cbt_april_y60_integrity_gap_flag
D82063,11,,12,169939.0,36502.0,,214.794720458517,,0.47685058352967,,0.300284915895019,,0
D82064,12,,12,269365.0,35769.0,,132.790080374213,,0.588805949285694,,0.0456261008135536,,0
D82065,11,,12,94322.0,16979.0,,180.011026059668,,0.58307320808057,,0.0492372931268037,,0
D82066,12,,12,80630.0,2905.0,,36.028773409401,,0.361790017211704,,0.265060240963855,,0
D82067,12,9,12,181803.0,11079.0,69482.0,60.939588455636,382.182912273175,0.498149652495713,0.497121556662157,0.0986551132773716,0.0654126248524798,0
D82068,12,12,12,94637.0,3680.0,78479.0,38.8854253621734,829.26339592337,0.492391304347826,0.62179691382408,0.158967391304348,0.0139018081270149,0
D82070,11,,12,77416.0,1363.0,,17.606179601116,,0.459280997798973,,0.0689655172413793,,0
D82071,11,9,12,169347.0,3145.0,146740.0,18.5713357780179,866.504868701542,0.488394276629571,0.633249284448685,0.0868044515103339,0.124771705056563,0
D82072,12,9,12,47223.0,555.0,33960.0,11.7527476018042,719.141096499587,0.441441441441441,0.515312131919906,0.176576576576577,0.0458775029446408,0
D82073,11,9,12,180470.0,40774.0,71406.0,225.932287914889,395.666869839863,0.532398096826409,0.480743915077164,0.118089959287781,0.0525025908186987,0
D82076,11,,12,104923.0,11463.0,,109.251546372101,,0.407921137573061,,0.215301404518887,,0
D82078,12,9,12,120054.0,2615.0,57196.0,21.7818648274943,476.41894480817,0.462715105162524,0.529599972026016,0.0891013384321224,0.0352996713056857,0
D82079,11,12,12,66838.0,14939.0,37540.0,223.510577815015,561.656542685299,0.509873485507731,0.466675546084177,0.0967936274181672,0.0189397975492808,0
D82080,12,9,12,106363.0,6404.0,56543.0,60.2089072327783,531.604035237818,0.487663960024984,0.603063155474595,0.143816364772017,0.0220009550253789,0
D82084,11,9,12,96396.0,3522.0,64272.0,36.5367857587452,666.749657662144,0.477285633162976,0.553973736619368,0.304372515616127,0.015667786905651,0
D82085,11,,12,95322.0,7455.0,,78.2085982249638,,0.413682092555332,,0.23608316566063,,0
D82087,11,12,12,82662.0,3293.0,55390.0,39.8369262780963,670.07814957296,0.416945034922563,0.618432930131793,0.167020953537807,0.0176746705181441,0
D82088,12,9,12,242365.0,629.0,51214.0,2.59525921647103,211.309388731871,0.416534181240064,0.449310735345804,0.041335453100159,0.0214980278830007,0
D82096,11,9,12,101880.0,15798.0,56392.0,155.064782096584,553.513937966235,0.642359792378782,0.524932614555256,0.0889353082668692,0.0901546318626756,0
D82099,12,,12,208197.0,45896.0,,220.445059246771,,0.763813839986055,,0.00525100226599268,,0
D82100,11,9,12,54388.0,1545.0,33139.0,28.4070015444583,609.307200117673,0.346278317152104,0.492621986179426,0.2957928802589,0.0441775551465041,0
D82104,12,9,12,114231.0,32395.0,46585.0,283.592019679422,407.813990948166,0.502546689303905,0.431576687775035,0.173020527859238,0.0332295803370184,0
D82105,12,,12,92716.0,2857.0,,30.814530393891,,0.36086804340217,,0.333566678333917,,0
D82106,11,9,12,72123.0,15657.0,28487.0,217.087475562581,394.978023654035,0.369100083029955,0.458489837469723,0.293351216708182,0.0182890441253905,0
D82600,9,12,12,23501.0,505.0,18397.0,21.4884473001149,782.817752436067,0.368316831683168,0.580638147524053,0.304950495049505,0.00701201282817851,0
D82604,11,9,12,42708.0,5322.0,28586.0,124.613655521214,669.335955792826,0.444381811349117,0.573462534107605,0.248214956783164,0.120688448891066,0
D82618,12,,12,69644.0,11699.0,,167.982884383436,,0.754337977604923,,0.00376100521412087,,0
D82621,11,9,12,82014.0,12160.0,52135.0,148.267368985783,635.684151486332,0.338486842105263,0.567373165819507,0.333799342105263,0.010204277356862,0
D82624,12,,12,102491.0,4082.0,,39.8278873266921,,0.522048015678589,,0.0512003919647232,,0
D82628,11,9,12,48616.0,1409.0,26224.0,28.9822280730624,539.410893532993,0.30305180979418,0.462248322147651,0.388218594748048,0.00655887736424649,0
D83001,12,12,12,134102.0,9853.0,103380.0,73.473922834857,770.90572847534,0.449304780269969,0.473573224995163,0.186846645691668,0.0873476494486361,0
D83002,12,9,12,185714.0,21043.0,93072.0,113.30863585944,501.15769408876,0.382977712303379,0.467423070311157,0.283182055790524,0.0673994326972666,0
D83003,11,9,12,60901.0,47.0,29848.0,0.771744306333229,490.106894796473,0.404255319148936,0.510452961672474,0.0638297872340425,0.0127981774323238,0
D83004,12,9,12,122756.0,21072.0,48017.0,171.657597184659,391.158069666656,0.49791192103265,0.465835016764896,0.248528853454822,0.0586458962450799,0
D83005,12,5,12,168641.0,2609.0,62487.0,15.4707336887234,370.532669991283,0.494059026446915,0.561652823787348,0.125335377539287,0.103829596556084,0
D83006,12,12,12,89753.0,2906.0,62622.0,32.3777478190144,697.714839615389,0.515829318651067,0.503177796940372,0.120440467997247,0.0175976493883939,0
D83007,12,9,12,114044.0,745.0,71788.0,6.53256637788924,629.476342464312,0.508724832214765,0.480804591296596,0.128859060402685,0.0547305956427258,0
D83008,12,12,12,199486.0,24657.0,117587.0,123.602658833201,589.449886207553,0.578131970637142,0.501449990220007,0.106663422151924,0.0531436298230247,0
D83009,12,12,12,230267.0,48891.0,156358.0,212.323085809082,679.029127056851,0.550653494508192,0.48245053019353,0.176965085598576,0.0471801890533263,0
D83010,12,9,12,76978.0,1429.0,47812.0,18.5637454857232,621.112525656681,0.395381385584325,0.605120053543044,0.220433869839048,0.0159165063164059,0
D83011,12,,12,143968.0,25046.0,,173.969215381196,,0.446857781681706,,0.290066278048391,,0
D83012,12,9,12,301550.0,73392.0,101942.0,243.382523627922,338.060023213397,0.500027250926532,0.439956053442153,0.11647045999564,0.0327048713974613,0
D83013,12,5,12,163417.0,3864.0,42613.0,23.645030810748,260.762344186957,0.514751552795031,0.475958040973412,0.100931677018634,0.0338394386689508,0
D83015,9,10,12,100742.0,30229.0,51395.0,300.063528617657,510.164578825118,0.577161004333587,0.462827123261018,0.0504482450626881,0.0601809514544216,0
D83016,12,,12,126749.0,7549.0,,59.5586552951108,,0.444562193668036,,0.223605775599417,,0
D83017,12,12,12,165708.0,16123.0,96785.0,97.2976561179907,584.069568156033,0.486447931526391,0.605879010177197,0.435526887055759,0.0225964767267655,0
D83018,12,9,12,154382.0,25327.0,47982.0,164.054099571194,310.800481921468,0.302680933391243,0.502209161768997,0.609231255182217,0.0863031970322204,0
D83019,12,9,12,94788.0,5528.0,54816.0,58.3196185171119,578.30105076592,0.587373371924747,0.534807355516637,0.118487698986975,0.0263061879743141,0
D83020,12,9,12,97366.0,10430.0,50184.0,107.121582482591,515.416058993899,0.615915627996165,0.491471385302088,0.0542665388302972,0.0906264945002391,0
D83021,12,9,12,241924.0,20073.0,91782.0,82.9723384203303,379.383608075263,0.613261595177602,0.481325314331786,0.147063219249738,0.0561330108300102,0
D83022,,9,12,65246.0,,39872.0,,611.102596327744,,0.515449438202247,,0.030949036918138,0
D83023,12,,12,139002.0,14161.0,,101.876231996662,,0.433443965821623,,0.318409716827908,,0
D83024,12,9,12,167079.0,11186.0,86128.0,66.950364797491,515.49267113162,0.587967101734311,0.468883522199517,0.043625961022707,0.0660412409437117,0
D83026,12,12,12,109871.0,9965.0,67494.0,90.6972722556453,614.302227157303,0.531560461615655,0.461581770231428,0.110687405920723,0.0405813850120011,0
D83027,12,9,12,141312.0,34352.0,52217.0,243.093297101449,369.515681612319,0.518921751280857,0.504280215255568,0.16036911970191,0.0383400042131873,0
D83028,10,9,12,113143.0,42.0,76780.0,0.37121165251054,678.610254279982,0.404761904761905,0.464404792914822,0.0952380952380952,0.139281062776765,0
D83029,12,9,12,169547.0,3920.0,81403.0,23.1204326823831,480.120556541844,0.48469387755102,0.491308674127489,0.0956632653061224,0.0185496849010479,0
D83030,9,,12,90407.0,9738.0,,107.712898337518,,0.541897720271103,,0.182994454713494,,0
D83033,12,9,12,120987.0,20351.0,48020.0,168.208154595122,396.902146511609,0.492211684929487,0.483652644731362,0.241413198368631,0.0197209496043315,0
D83034,11,9,12,140862.0,3462.0,97272.0,24.577245815053,690.548196106828,0.354130560369728,0.534264742166297,0.296649335644136,0.0905502097211942,0
D83035,11,5,12,127997.0,6045.0,48449.0,47.2276693985015,378.516683984781,0.341273779983457,0.641024582550723,0.389909015715467,0.00974220314144771,0
D83037,12,12,12,195656.0,45702.0,99323.0,233.583432146216,507.64096168786,0.414445757297274,0.481248049293718,0.44324099601768,0.0804748144941252,0
D83038,12,5,12,192598.0,5823.0,58259.0,30.2339588157717,302.490160853176,0.54198866563627,0.443639609330747,0.281126567061652,0.0592698123895021,0
D83040,12,12,12,135009.0,2445.0,90128.0,18.1099037841922,667.570310127473,0.532515337423313,0.49810269838452,0.0948875255623722,0.0617344221551571,0
D83041,10,10,12,119294.0,32369.0,50421.0,271.33803879491,422.661659429644,0.52093051994192,0.482715535193669,0.0478235348636041,0.0219948037524048,0
D83043,8,9,12,75386.0,194.0,40897.0,2.57342212081819,542.501260180935,0.556701030927835,0.545614592757415,0.0257731958762887,0.0251118663960682,0
D83044,9,10,12,282056.0,74404.0,84519.0,263.791587486173,299.653260345463,0.535387882371915,0.478152841372946,0.0337885059943014,0.0254735621576214,0
D83045,12,12,12,66357.0,16654.0,34583.0,250.975782509758,521.165815211658,0.496997718265882,0.492120405979817,0.323706016572595,0.0558945146459243,0
D83046,12,9,12,356670.0,78178.0,89813.0,219.188605713965,251.809796170129,0.514607690143007,0.442051818779019,0.22186548645399,0.0686982953469988,0
D83047,12,,12,191126.0,59393.0,,310.753115745634,,0.611065277052851,,0.0926708534675804,,0
D83048,12,9,12,211821.0,5121.0,123715.0,24.176073193876,584.054461077986,0.675454012888108,0.544646970860445,0.278656512399922,0.0556925190963101,0
D83049,12,12,12,82722.0,1187.0,64249.0,14.3492662169677,776.685766785136,0.551811288963774,0.502700431135115,0.100252737994945,0.115301405469346,0
D83050,12,12,12,340524.0,67984.0,157280.0,199.645252610682,461.876402250649,0.551835726053189,0.459416327568667,0.0960814309249235,0.0693730925737538,0
D83051,9,10,12,233809.0,71784.0,72416.0,307.019832427323,309.722893472877,0.54442494149114,0.459801701281485,0.0242672461829934,0.0367322138753867,0
D83053,12,12,12,112852.0,994.0,79965.0,8.80799631375607,708.582922766101,0.627766599597586,0.507284436941162,0.165995975855131,0.1034827737135,0
D83054,12,9,12,82255.0,2570.0,53904.0,31.2443012582822,655.327943590055,0.553307392996109,0.531630305728703,0.088715953307393,0.106986494508756,0
D83055,12,9,12,192756.0,46256.0,58773.0,239.971777791612,304.908796613335,0.452352127291595,0.494938151872458,0.212080594949844,0.0238715056233304,0
D83056,12,12,12,131514.0,2508.0,92885.0,19.070213057165,706.274617151026,0.523923444976077,0.487936695914303,0.131180223285486,0.121009850890887,0
D83057,12,9,12,173746.0,3823.0,104777.0,22.0033842505727,603.046976621045,0.469003400470834,0.509252984910811,0.174470311273869,0.113984939442817,0
D83059,12,5,12,259547.0,6928.0,70331.0,26.6926606741746,270.975969670233,0.485998845265589,0.552345338470945,0.0967090069284065,0.0852255762039499,0
D83060,12,9,12,290719.0,2831.0,209688.0,9.73792562577609,721.273807353493,0.495231367008124,0.54933520277746,0.117979512539739,0.136002060203731,0
D83061,12,10,12,119941.0,3125.0,79908.0,26.054476784419,666.227561884593,0.43104,0.469126996045452,0.19584,0.0440131150823447,0
D83062,12,5,12,90495.0,30243.0,51199.0,334.195259406597,565.766064423449,0.442284164930728,0.520850016601887,0.33048970009589,0.0428328678294498,0
D83064,7,8,9,41724.0,3084.0,22570.0,73.9142939315502,540.93567251462,0.1215953307393,0.490784226849801,0.849870298313878,0.0453256535223748,0
D83067,9,10,12,99417.0,26990.0,29731.0,271.482744399851,299.053481798888,0.534494257132271,0.509064612693821,0.0373842163764357,0.0299350845918402,0
D83069,9,9,12,77042.0,200.0,43653.0,2.59598660470912,566.613016276836,0.565,0.518475247978375,0.02,0.0566742262845623,0
D83070,8,9,12,61822.0,23.0,33194.0,0.372035844844877,536.928601468733,0.304347826086957,0.494004940651925,0.304347826086957,0.127523046333675,0
D83073,12,10,12,69924.0,170.0,28132.0,2.43121102911733,402.322521594874,0.535294117647059,0.515782738518413,0.111764705882353,0.0290416607422153,0
D83074,12,10,12,171667.0,752.0,90059.0,4.38057401830288,524.614515311621,0.497340425531915,0.531118488990551,0.19813829787234,0.0671226640313572,0
D83075,12,12,12,156129.0,1085.0,112843.0,6.9493816011119,722.754901395641,0.376036866359447,0.505782370195759,0.274654377880184,0.0701328394317769,0
